,Mean,data,for,UKR,Province=,6:,"Donets'k,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1399,2009,30.0,"0.334,302.88,","49.77,","36.41,",43.09,,,,,,,,,,,,,,,,
1400,2009,31.0,"0.325,302.49,","50.99,","39.80,",45.4,,,,,,,,,,,,,,,,
1401,2009,32.0,"0.316,302.16,","51.63,","41.01,",46.32,,,,,,,,,,,,,,,,
1402,2009,33.0,"0.303,301.73,","49.67,","41.53,",45.6,,,,,,,,,,,,,,,,
1403,2009,34.0,"0.290,301.24,","48.01,","40.49,",44.25,,,,,,,,,,,,,,,,
1404,2009,35.0,"0.276,300.78,","47.76,","35.06,",41.41,,,,,,,,,,,,,,,,
1405,2009,36.0,"0.264,299.77,","49.43,","28.47,",38.95,,,,,,,,,,,,,,,,
1406,2009,37.0,"0.252,298.49,","52.41,","20.96,",36.68,,,,,,,,,,,,,,,,
1407,2009,38.0,"0.232,296.23,","51.80,","23.94,",37.87,,,,,,,,,,,,,,,,
1408,2009,39.0,"0.215,293.92,","52.60,","25.62,",39.11,,,,,,,,,,,,,,,,
1409,2009,40.0,"0.203,291.98,","55.40,","21.36,",38.38,,,,,,,,,,,,,,,,
1410,2009,41.0,"0.190,289.69,","57.20,","16.95,",37.07,,,,,,,,,,,,,,,,
1411,2009,42.0,"0.176,286.87,","59.29,","18.04,",38.67,,,,,,,,,,,,,,,,
1412,2009,43.0,"0.157,283.44,","58.79,","23.92,",41.36,,,,,,,,,,,,,,,,
1413,2009,44.0,"0.136,279.92,","55.37,","27.28,",41.33,,,,,,,,,,,,,,,,
1414,2009,45.0,"0.124,277.91,","56.32,","21.46,",38.89,,,,,,,,,,,,,,,,
1415,2009,46.0,"0.115,276.04,","58.46,","16.28,",37.37,,,,,,,,,,,,,,,,
1416,2009,47.0,"0.106,273.61,","60.58,","14.93,",37.76,,,,,,,,,,,,,,,,
1417,2009,48.0,"0.097,271.32,","61.89,","13.03,",37.46,,,,,,,,,,,,,,,,
1418,2009,49.0,"0.091,268.63,","63.27,","13.47,",38.37,,,,,,,,,,,,,,,,
1419,2009,50.0,"0.084,264.61,","65.86,","20.99,",43.43,,,,,,,,,,,,,,,,
1420,2009,51.0,"0.070,259.92,","65.09,","37.11,",51.1,,,,,,,,,,,,,,,,
1421,2009,52.0,"0.058,256.97,","63.77,","49.07,",56.42,,,,,,,,,,,,,,,,
1422,2010,1.0,"0.046,257.23,","58.28,","47.34,",52.81,,,,,,,,,,,,,,,,
1423,2010,2.0,"0.043,257.30,","54.99,","46.83,",50.91,,,,,,,,,,,,,,,,
1424,2010,3.0,"0.041,256.56,","50.84,","50.59,",50.72,,,,,,,,,,,,,,,,
1425,2010,4.0,"0.038,256.04,","45.74,","55.88,",50.81,,,,,,,,,,,,,,,,
1426,2010,5.0,"0.038,256.43,","42.50,","58.65,",50.58,,,,,,,,,,,,,,,,
1427,2010,6.0,"0.043,259.01,","44.45,","53.81,",49.13,,,,,,,,,,,,,,,,
1428,2010,7.0,"0.051,262.36,","45.44,","47.49,",46.47,,,,,,,,,,,,,,,,
1429,2010,8.0,"0.061,266.36,","48.59,","40.81,",44.7,,,,,,,,,,,,,,,,
1430,2010,9.0,"0.077,270.96,","55.37,","33.59,",44.48,,,,,,,,,,,,,,,,
1431,2010,10.0,"0.096,275.07,","62.00,","29.41,",45.7,,,,,,,,,,,,,,,,
1432,2010,11.0,"0.114,278.15,","65.72,","29.33,",47.52,,,,,,,,,,,,,,,,
1433,2010,12.0,"0.129,281.49,","66.53,","27.99,",47.26,,,,,,,,,,,,,,,,
1434,2010,13.0,"0.143,284.21,","66.21,","28.64,",47.43,,,,,,,,,,,,,,,,
1435,2010,14.0,"0.165,287.30,","67.73,","24.35,",46.04,,,,,,,,,,,,,,,,
1436,2010,15.0,"0.197,290.77,","71.59,","19.54,",45.57,,,,,,,,,,,,,,,,
1437,2010,16.0,"0.236,293.44,","75.41,","18.71,",47.06,,,,,,,,,,,,,,,,
1438,2010,17.0,"0.272,295.58,","76.29,","18.63,",47.46,,,,,,,,,,,,,,,,
1439,2010,18.0,"0.302,297.01,","75.72,","22.00,",48.86,,,,,,,,,,,,,,,,
1440,2010,19.0,"0.331,297.91,","74.90,","29.57,",52.23,,,,,,,,,,,,,,,,
1441,2010,20.0,"0.356,298.50,","73.76,","37.15,",55.46,,,,,,,,,,,,,,,,
1442,2010,21.0,"0.384,299.18,","75.87,","40.86,",58.36,,,,,,,,,,,,,,,,
1443,2010,22.0,"0.408,300.49,","78.05,","35.32,",56.68,,,,,,,,,,,,,,,,
1444,2010,23.0,"0.423,301.70,","79.04,","28.93,",53.99,,,,,,,,,,,,,,,,
1445,2010,24.0,"0.428,302.53,","79.64,","25.82,",52.73,,,,,,,,,,,,,,,,
1446,2010,25.0,"0.424,303.26,","78.91,","23.26,",51.08,,,,,,,,,,,,,,,,
1447,2010,26.0,"0.415,303.51,","76.06,","25.48,",50.77,,,,,,,,,,,,,,,,
1448,2010,27.0,"0.410,303.76,","75.14,","25.72,",50.43,,,,,,,,,,,,,,,,
1449,2010,28.0,"0.404,304.33,","75.68,","22.07,",48.88,,,,,,,,,,,,,,,,
1450,2010,29.0,"0.393,305.01,","74.58,","17.10,",45.84,,,,,,,,,,,,,,,,
1451,2010,30.0,"0.377,305.56,","71.17,","12.99,",42.08,,,,,,,,,,,,,,,,
1452,2010,31.0,"0.355,305.80,","65.75,","11.26,",38.5,,,,,,,,,,,,,,,,
1453,2010,32.0,"0.328,305.63,","58.00,","11.26,",34.63,,,,,,,,,,,,,,,,
1454,2010,33.0,"0.305,304.64,","50.81,","15.74,",33.27,,,,,,,,,,,,,,,,
1455,2010,34.0,"0.289,303.47,","47.67,","20.21,",33.94,,,,,,,,,,,,,,,,
1456,2010,35.0,"0.278,302.24,","48.99,","21.24,",35.11,,,,,,,,,,,,,,,,
1457,2010,36.0,"0.264,300.74,","49.41,","19.07,",34.24,,,,,,,,,,,,,,,,
1458,2010,37.0,"0.248,299.10,","49.91,","15.40,",32.65,,,,,,,,,,,,,,,,
1459,2010,38.0,"0.229,297.06,","49.53,","15.72,",32.63,,,,,,,,,,,,,,,,
1460,2010,39.0,"0.208,294.52,","48.46,","19.46,",33.96,,,,,,,,,,,,,,,,
1461,2010,40.0,"0.191,290.33,","48.62,","39.27,",43.94,,,,,,,,,,,,,,,,
1462,2010,41.0,"0.177,287.45,","50.01,","40.22,",45.11,,,,,,,,,,,,,,,,
1463,2010,42.0,"0.161,285.99,","51.33,","26.13,",38.73,,,,,,,,,,,,,,,,
1464,2010,43.0,"0.145,283.59,","52.64,","22.75,",37.7,,,,,,,,,,,,,,,,
1465,2010,44.0,"0.127,281.03,","50.98,","20.30,",35.64,,,,,,,,,,,,,,,,
1466,2010,45.0,"0.110,278.26,","48.90,","19.80,",34.35,,,,,,,,,,,,,,,,
1467,2010,46.0,"0.094,274.06,","46.32,","25.64,",35.98,,,,,,,,,,,,,,,,
1468,2010,47.0,"0.079,268.57,","42.47,","37.04,",39.75,,,,,,,,,,,,,,,,
1469,2010,48.0,"0.067,262.81,","39.81,","48.98,",44.4,,,,,,,,,,,,,,,,
1470,2010,49.0,"0.058,257.95,","36.53,","57.82,",47.17,,,,,,,,,,,,,,,,
1471,2010,50.0,"0.052,255.75,","35.53,","58.35,",46.94,,,,,,,,,,,,,,,,
1472,2010,51.0,"0.046,254.77,","36.04,","59.60,",47.82,,,,,,,,,,,,,,,,
1473,2010,52.0,"0.041,254.52,","38.27,","60.60,",49.44,,,,,,,,,,,,,,,,
1474,2011,1.0,"0.037,254.14,","41.21,","62.23,",51.72,,,,,,,,,,,,,,,,
1475,2011,2.0,"0.035,255.13,","38.98,","57.39,",48.19,,,,,,,,,,,,,,,,
1476,2011,3.0,"0.034,256.89,","38.52,","49.72,",44.12,,,,,,,,,,,,,,,,
1477,2011,4.0,"0.034,257.64,","37.01,","49.49,",43.25,,,,,,,,,,,,,,,,
1478,2011,5.0,"0.035,258.68,","37.69,","50.17,",43.93,,,,,,,,,,,,,,,,
1479,2011,6.0,"0.038,260.59,","37.03,","48.71,",42.87,,,,,,,,,,,,,,,,
1480,2011,7.0,"0.042,262.76,","34.44,","47.07,",40.75,,,,,,,,,,,,,,,,
1481,2011,8.0,"0.044,264.81,","32.25,","46.81,",39.53,,,,,,,,,,,,,,,,
1482,2011,9.0,"0.049,267.33,","31.85,","46.05,",38.95,,,,,,,,,,,,,,,,
1483,2011,10.0,"0.059,270.73,","34.01,","44.47,",39.24,,,,,,,,,,,,,,,,
1484,2011,11.0,"0.070,274.63,","36.67,","42.60,",39.64,,,,,,,,,,,,,,,,
1485,2011,12.0,"0.084,278.64,","41.03,","38.91,",39.97,,,,,,,,,,,,,,,,
1486,2011,13.0,"0.101,282.00,","44.67,","36.82,",40.74,,,,,,,,,,,,,,,,
1487,2011,14.0,"0.122,285.71,","47.75,","30.03,",38.89,,,,,,,,,,,,,,,,
1488,2011,15.0,"0.148,289.29,","50.75,","24.92,",37.83,,,,,,,,,,,,,,,,
1489,2011,16.0,"0.177,292.59,","52.29,","21.79,",37.04,,,,,,,,,,,,,,,,
1490,2011,17.0,"0.207,294.89,","52.45,","21.69,",37.07,,,,,,,,,,,,,,,,
1491,2011,18.0,"0.243,296.71,","54.29,","23.77,",39.03,,,,,,,,,,,,,,,,
1492,2011,19.0,"0.284,298.15,","57.70,","27.69,",42.7,,,,,,,,,,,,,,,,
1493,2011,20.0,"0.328,299.07,","62.75,","32.50,",47.62,,,,,,,,,,,,,,,,
1494,2011,21.0,"0.370,299.64,","70.16,","37.10,",53.63,,,,,,,,,,,,,,,,
1495,2011,22.0,"0.396,300.16,","72.19,","38.21,",55.2,,,,,,,,,,,,,,,,
1496,2011,23.0,"0.410,300.58,","71.85,","38.90,",55.38,,,,,,,,,,,,,,,,
1497,2011,24.0,"0.412,300.24,","70.62,","47.95,",59.29,,,,,,,,,,,,,,,,
1498,2011,25.0,"0.412,299.85,","72.36,","57.74,",65.05,,,,,,,,,,,,,,,,
1499,2011,26.0,"0.412,300.02,","74.75,","60.86,",67.81,,,,,,,,,,,,,,,,
1500,2011,27.0,"0.410,300.54,","75.69,","56.71,",66.2,,,,,,,,,,,,,,,,
1501,2011,28.0,"0.406,301.20,","77.22,","50.89,",64.06,,,,,,,,,,,,,,,,
1502,2011,29.0,"0.396,301.85,","76.40,","45.66,",61.03,,,,,,,,,,,,,,,,
1503,2011,30.0,"0.381,302.27,","73.22,","42.23,",57.72,,,,,,,,,,,,,,,,
1504,2011,31.0,"0.367,302.80,","71.65,","37.19,",54.42,,,,,,,,,,,,,,,,
1505,2011,32.0,"0.348,302.97,","68.01,","33.77,",50.89,,,,,,,,,,,,,,,,
1506,2011,33.0,"0.327,302.85,","62.16,","31.32,",46.74,,,,,,,,,,,,,,,,
1507,2011,34.0,"0.309,302.59,","58.55,","27.90,",43.23,,,,,,,,,,,,,,,,
1508,2011,35.0,"0.286,301.43,","53.66,","28.75,",41.2,,,,,,,,,,,,,,,,
1509,2011,36.0,"0.261,300.02,","48.16,","26.11,",37.14,,,,,,,,,,,,,,,,
1510,2011,37.0,"0.237,298.76,","43.59,","18.37,",30.98,,,,,,,,,,,,,,,,
1511,2011,38.0,"0.215,296.99,","41.05,","15.79,",28.42,,,,,,,,,,,,,,,,
1512,2011,39.0,"0.189,294.66,","36.77,","17.47,",27.12,,,,,,,,,,,,,,,,
1513,2011,40.0,"0.162,292.03,","31.61,","20.92,",26.26,,,,,,,,,,,,,,,,
1514,2011,41.0,"0.141,288.94,","30.07,","24.66,",27.36,,,,,,,,,,,,,,,,
1515,2011,42.0,"0.120,284.82,","28.48,","36.60,",32.54,,,,,,,,,,,,,,,,
1516,2011,43.0,"0.104,281.33,","29.76,","39.46,",34.61,,,,,,,,,,,,,,,,
1517,2011,44.0,"0.093,278.49,","31.58,","35.79,",33.69,,,,,,,,,,,,,,,,
1518,2011,45.0,"0.086,275.99,","33.92,","31.45,",32.69,,,,,,,,,,,,,,,,
1519,2011,46.0,"0.076,273.74,","34.47,","26.92,",30.69,,,,,,,,,,,,,,,,
1520,2011,47.0,"0.066,270.58,","33.45,","28.24,",30.84,,,,,,,,,,,,,,,,
1521,2011,48.0,"0.057,267.26,","32.59,","30.33,",31.46,,,,,,,,,,,,,,,,
1522,2011,49.0,"0.051,264.61,","31.61,","30.73,",31.17,,,,,,,,,,,,,,,,
1523,2011,50.0,"0.049,262.54,","33.08,","30.35,",31.71,,,,,,,,,,,,,,,,
1524,2011,51.0,"0.047,260.41,","39.01,","35.62,",37.32,,,,,,,,,,,,,,,,
1525,2011,52.0,"0.045,258.65,","44.22,","41.66,",42.94,,,,,,,,,,,,,,,,
1526,2012,1.0,"0.043,256.48,","53.29,","49.93,",51.61,,,,,,,,,,,,,,,,
1527,2012,2.0,"0.042,254.91,","52.99,","56.15,",54.57,,,,,,,,,,,,,,,,
1528,2012,3.0,"0.040,253.11,","49.40,","63.99,",56.7,,,,,,,,,,,,,,,,
1529,2012,4.0,"0.038,252.97,","45.98,","67.57,",56.77,,,,,,,,,,,,,,,,
1530,2012,5.0,"0.037,253.51,","41.99,","70.00,",55.99,,,,,,,,,,,,,,,,
1531,2012,6.0,"0.036,254.39,","36.25,","71.35,",53.8,,,,,,,,,,,,,,,,
1532,2012,7.0,"0.036,256.51,","29.38,","68.26,",48.82,,,,,,,,,,,,,,,,
1533,2012,8.0,"0.036,259.00,","25.52,","65.43,",45.47,,,,,,,,,,,,,,,,
1534,2012,9.0,"0.038,262.14,","23.65,","62.81,",43.23,,,,,,,,,,,,,,,,
1535,2012,10.0,"0.045,266.13,","24.99,","60.05,",42.52,,,,,,,,,,,,,,,,
1536,2012,11.0,"0.059,270.60,","30.74,","57.40,",44.07,,,,,,,,,,,,,,,,
1537,2012,12.0,"0.078,276.06,","37.86,","48.71,",43.28,,,,,,,,,,,,,,,,
1538,2012,13.0,"0.101,281.66,","45.11,","38.04,",41.58,,,,,,,,,,,,,,,,
1539,2012,14.0,"0.131,287.07,","52.09,","24.98,",38.54,,,,,,,,,,,,,,,,
1540,2012,15.0,"0.163,291.70,","57.43,","16.01,",36.72,,,,,,,,,,,,,,,,
1541,2012,16.0,"0.202,295.69,","62.40,","10.17,",36.29,,,,,,,,,,,,,,,,
1542,2012,17.0,"0.246,298.50,","67.31,","6.28,",36.8,,,,,,,,,,,,,,,,
1543,2012,18.0,"0.284,300.48,","69.41,","4.58,",37.0,,,,,,,,,,,,,,,,
1544,2012,19.0,"0.312,301.59,","67.97,","5.97,",36.97,,,,,,,,,,,,,,,,
1545,2012,20.0,"0.329,301.77,","62.81,","12.58,",37.69,,,,,,,,,,,,,,,,
1546,2012,21.0,"0.338,301.09,","55.21,","25.58,",40.4,,,,,,,,,,,,,,,,
1547,2012,22.0,"0.385,303.37,","66.07,","13.02,",39.55,,,,,,,,,,,,,,,,
1548,2012,23.0,"0.399,303.10,","64.47,","17.49,",40.98,,,,,,,,,,,,,,,,
1549,2012,24.0,"0.405,302.82,","65.63,","23.69,",44.66,,,,,,,,,,,,,,,,
1550,2012,25.0,"0.409,302.85,","69.71,","28.01,",48.86,,,,,,,,,,,,,,,,
1551,2012,26.0,"0.409,303.15,","72.44,","29.79,",51.11,,,,,,,,,,,,,,,,
1552,2012,27.0,"0.396,303.41,","67.31,","29.60,",48.46,,,,,,,,,,,,,,,,
1553,2012,28.0,"0.382,303.62,","64.40,","28.93,",46.67,,,,,,,,,,,,,,,,
1554,2012,29.0,"0.369,303.92,","62.27,","26.98,",44.62,,,,,,,,,,,,,,,,
1555,2012,30.0,"0.357,304.42,","61.13,","22.94,",42.04,,,,,,,,,,,,,,,,
1556,2012,31.0,"0.339,304.37,","58.21,","23.16,",40.69,,,,,,,,,,,,,,,,
1557,2012,32.0,"0.318,303.82,","53.05,","26.30,",39.68,,,,,,,,,,,,,,,,
1558,2012,33.0,"0.302,302.92,","49.50,","30.88,",40.19,,,,,,,,,,,,,,,,
1559,2012,34.0,"0.296,302.07,","51.65,","33.40,",42.52,,,,,,,,,,,,,,,,
1560,2012,35.0,"0.290,301.20,","56.03,","31.91,",43.97,,,,,,,,,,,,,,,,
1561,2012,36.0,"0.282,300.47,","60.29,","22.92,",41.61,,,,,,,,,,,,,,,,
1562,2012,37.0,"0.273,299.45,","64.22,","13.76,",38.99,,,,,,,,,,,,,,,,
1563,2012,38.0,"0.262,298.21,","68.56,","7.64,",38.1,,,,,,,,,,,,,,,,
1564,2012,39.0,"0.255,296.86,","73.68,","3.34,",38.51,,,,,,,,,,,,,,,,
1565,2012,40.0,"0.250,295.26,","76.31,","1.57,",38.94,,,,,,,,,,,,,,,,
1566,2012,41.0,"0.240,292.84,","77.17,","1.12,",39.14,,,,,,,,,,,,,,,,
1567,2012,42.0,"0.228,290.04,","78.67,","1.41,",40.04,,,,,,,,,,,,,,,,
1568,2012,43.0,"0.218,287.63,","81.00,","1.63,",41.31,,,,,,,,,,,,,,,,
1569,2012,44.0,"0.202,284.62,","80.94,","2.62,",41.78,,,,,,,,,,,,,,,,
1570,2012,45.0,"0.181,281.42,","79.27,","4.70,",41.98,,,,,,,,,,,,,,,,
1571,2012,46.0,"0.160,278.46,","78.13,","6.59,",42.36,,,,,,,,,,,,,,,,
1572,2012,47.0,"0.136,274.36,","74.76,","12.43,",43.6,,,,,,,,,,,,,,,,
1573,2012,48.0,"0.108,269.86,","67.73,","19.58,",43.65,,,,,,,,,,,,,,,,
1574,2012,49.0,"0.084,266.43,","57.22,","23.55,",40.39,,,,,,,,,,,,,,,,
1575,2012,50.0,"0.067,263.18,","49.29,","28.08,",38.69,,,,,,,,,,,,,,,,
1576,2012,51.0,"0.055,260.63,","45.38,","34.92,",40.15,,,,,,,,,,,,,,,,
1577,2012,52.0,"0.048,258.90,","46.66,","41.01,",43.84,,,,,,,,,,,,,,,,
1578,2013,1.0,"0.046,256.88,","55.04,","49.03,",52.03,,,,,,,,,,,,,,,,
1579,2013,2.0,"0.044,255.51,","53.70,","54.62,",54.16,,,,,,,,,,,,,,,,
1580,2013,3.0,"0.043,254.20,","54.50,","60.38,",57.44,,,,,,,,,,,,,,,,
1581,2013,4.0,"0.048,255.84,","59.57,","56.47,",58.02,,,,,,,,,,,,,,,,
1582,2013,5.0,"0.053,259.63,","62.86,","45.33,",54.1,,,,,,,,,,,,,,,,
1583,2013,6.0,"0.063,264.10,","66.11,","34.40,",50.25,,,,,,,,,,,,,,,,
1584,2013,7.0,"0.079,268.85,","69.74,","25.01,",47.38,,,,,,,,,,,,,,,,
1585,2013,8.0,"0.097,272.86,","75.18,","19.90,",47.54,,,,,,,,,,,,,,,,
1586,2013,9.0,"0.115,276.40,","79.02,","16.13,",47.57,,,,,,,,,,,,,,,,
1587,2013,10.0,"0.132,280.35,","80.31,","11.72,",46.02,,,,,,,,,,,,,,,,
1588,2013,11.0,"0.146,282.90,","80.35,","11.79,",46.07,,,,,,,,,,,,,,,,
1589,2013,12.0,"0.161,285.36,","80.47,","13.12,",46.8,,,,,,,,,,,,,,,,
1590,2013,13.0,"0.179,288.07,","81.39,","14.08,",47.74,,,,,,,,,,,,,,,,
1591,2013,14.0,"0.206,290.87,","83.31,","11.42,",47.37,,,,,,,,,,,,,,,,
1592,2013,15.0,"0.245,293.87,","87.49,","8.56,",48.03,,,,,,,,,,,,,,,,
1593,2013,16.0,"0.286,296.35,","90.00,","7.98,",48.99,,,,,,,,,,,,,,,,
1594,2013,17.0,"0.322,298.38,","90.80,","6.57,",48.68,,,,,,,,,,,,,,,,
1595,2013,18.0,"0.352,299.96,","90.62,","6.17,",48.39,,,,,,,,,,,,,,,,
1596,2013,19.0,"0.373,301.15,","88.64,","7.68,",48.16,,,,,,,,,,,,,,,,
1597,2013,20.0,"0.386,302.05,","84.59,","10.50,",47.54,,,,,,,,,,,,,,,,
1598,2013,21.0,"0.392,302.50,","79.32,","14.93,",47.12,,,,,,,,,,,,,,,,
1599,2013,22.0,"0.393,302.76,","70.68,","17.23,",43.96,,,,,,,,,,,,,,,,
1600,2013,23.0,"0.390,303.01,","60.02,","18.15,",39.09,,,,,,,,,,,,,,,,
1601,2013,24.0,"0.382,303.29,","52.31,","19.37,",35.84,,,,,,,,,,,,,,,,
1602,2013,25.0,"0.372,303.57,","48.96,","20.88,",34.92,,,,,,,,,,,,,,,,
1603,2013,26.0,"0.357,303.66,","44.38,","24.38,",34.38,,,,,,,,,,,,,,,,
1604,2013,27.0,"0.341,303.63,","38.11,","27.19,",32.65,,,,,,,,,,,,,,,,
1605,2013,28.0,"0.324,303.36,","34.62,","30.91,",32.77,,,,,,,,,,,,,,,,
1606,2013,29.0,"0.303,302.56,","29.40,","39.02,",34.21,,,,,,,,,,,,,,,,
1607,2013,30.0,"0.287,302.28,","26.98,","42.10,",34.54,,,,,,,,,,,,,,,,
1608,2013,31.0,"0.273,302.30,","26.07,","41.77,",33.92,,,,,,,,,,,,,,,,
1609,2013,32.0,"0.255,301.66,","23.02,","45.80,",34.41,,,,,,,,,,,,,,,,
1610,2013,33.0,"0.237,300.35,","18.42,","54.60,",36.51,,,,,,,,,,,,,,,,
1611,2013,34.0,"0.221,298.83,","15.24,","63.59,",39.41,,,,,,,,,,,,,,,,
1612,2013,35.0,"0.205,296.83,","13.81,","73.94,",43.88,,,,,,,,,,,,,,,,
1613,2013,36.0,"0.186,294.01,","11.85,","84.13,",47.99,,,,,,,,,,,,,,,,
1614,2013,37.0,"0.170,291.36,","11.67,","88.60,",50.14,,,,,,,,,,,,,,,,
1615,2013,38.0,"0.161,289.29,","14.48,","89.57,",52.03,,,,,,,,,,,,,,,,
1616,2013,39.0,"0.161,287.97,","22.54,","84.68,",53.61,,,,,,,,,,,,,,,,
1617,2013,40.0,"0.164,286.64,","33.16,","76.42,",54.79,,,,,,,,,,,,,,,,
1618,2013,41.0,"0.167,285.55,","44.49,","59.25,",51.87,,,,,,,,,,,,,,,,
1619,2013,42.0,"0.164,284.11,","52.65,","43.28,",47.97,,,,,,,,,,,,,,,,
1620,2013,43.0,"0.162,283.41,","61.13,","23.96,",42.55,,,,,,,,,,,,,,,,
1621,2013,44.0,"0.153,282.56,","65.14,","10.90,",38.02,,,,,,,,,,,,,,,,
1622,2013,45.0,"0.142,280.73,","66.78,","6.73,",36.75,,,,,,,,,,,,,,,,
1623,2013,46.0,"0.127,277.94,","66.67,","7.92,",37.3,,,,,,,,,,,,,,,,
1624,2013,47.0,"0.115,275.59,","66.43,","7.26,",36.84,,,,,,,,,,,,,,,,
1625,2013,48.0,"0.101,273.27,","65.04,","6.30,",35.67,,,,,,,,,,,,,,,,
1626,2013,49.0,"0.089,271.23,","61.33,","5.43,",33.38,,,,,,,,,,,,,,,,
1627,2013,50.0,"0.076,269.06,","57.97,","6.49,",32.23,,,,,,,,,,,,,,,,
1628,2013,51.0,"0.066,267.01,","59.01,","10.37,",34.69,,,,,,,,,,,,,,,,
1629,2013,52.0,"0.059,265.09,","62.42,","15.49,",38.96,,,,,,,,,,,,,,,,
1630,2014,1.0,"0.055,263.51,","72.11,","20.48,",46.29,,,,,,,,,,,,,,,,
1631,2014,2.0,"0.053,261.79,","70.16,","27.50,",48.83,,,,,,,,,,,,,,,,
1632,2014,3.0,"0.051,260.58,","67.41,","33.01,",50.21,,,,,,,,,,,,,,,,
1633,2014,4.0,"0.051,259.90,","64.98,","38.97,",51.98,,,,,,,,,,,,,,,,
1634,2014,5.0,"0.053,260.43,","64.08,","41.69,",52.89,,,,,,,,,,,,,,,,
1635,2014,6.0,"0.058,261.84,","62.65,","42.87,",52.76,,,,,,,,,,,,,,,,
1636,2014,7.0,"0.067,264.51,","61.94,","40.04,",50.99,,,,,,,,,,,,,,,,
1637,2014,8.0,"0.081,268.66,","66.59,","33.28,",49.94,,,,,,,,,,,,,,,,
1638,2014,9.0,"0.102,273.77,","74.85,","24.35,",49.6,,,,,,,,,,,,,,,,
1639,2014,10.0,"0.129,279.24,","83.67,","15.50,",49.58,,,,,,,,,,,,,,,,
1640,2014,11.0,"0.156,283.85,","88.30,","8.98,",48.64,,,,,,,,,,,,,,,,
1641,2014,12.0,"0.181,287.35,","91.03,","6.54,",48.79,,,,,,,,,,,,,,,,
1642,2014,13.0,"0.205,289.93,","92.37,","7.89,",50.13,,,,,,,,,,,,,,,,
1643,2014,14.0,"0.231,292.01,","92.88,","7.82,",50.35,,,,,,,,,,,,,,,,
1644,2014,15.0,"0.260,293.65,","93.33,","9.35,",51.34,,,,,,,,,,,,,,,,
1645,2014,16.0,"0.296,294.95,","93.55,","12.92,",53.23,,,,,,,,,,,,,,,,
1646,2014,17.0,"0.338,296.15,","94.64,","15.90,",55.27,,,,,,,,,,,,,,,,
1647,2014,18.0,"0.377,297.30,","95.47,","20.34,",57.9,,,,,,,,,,,,,,,,
1648,2014,19.0,"0.407,298.19,","95.85,","27.62,",61.74,,,,,,,,,,,,,,,,
1649,2014,20.0,"0.428,298.72,","95.13,","35.55,",65.34,,,,,,,,,,,,,,,,
1650,2014,21.0,"0.441,299.31,","94.83,","39.96,",67.39,,,,,,,,,,,,,,,,
1651,2014,22.0,"0.447,299.56,","93.20,","43.26,",68.23,,,,,,,,,,,,,,,,
1652,2014,23.0,"0.451,299.84,","91.32,","45.56,",68.44,,,,,,,,,,,,,,,,
1653,2014,24.0,"0.451,299.86,","89.44,","51.58,",70.51,,,,,,,,,,,,,,,,
1654,2014,25.0,"0.447,300.09,","88.60,","55.27,",71.94,,,,,,,,,,,,,,,,
1655,2014,26.0,"0.442,300.68,","87.52,","54.03,",70.78,,,,,,,,,,,,,,,,
1656,2014,27.0,"0.436,301.28,","85.77,","49.54,",67.65,,,,,,,,,,,,,,,,
1657,2014,28.0,"0.423,301.69,","83.05,","46.38,",64.71,,,,,,,,,,,,,,,,
1658,2014,29.0,"0.407,302.51,","80.05,","39.50,",59.77,,,,,,,,,,,,,,,,
1659,2014,30.0,"0.387,303.31,","75.28,","32.72,",54.0,,,,,,,,,,,,,,,,
1660,2014,31.0,"0.362,303.81,","69.10,","28.07,",48.58,,,,,,,,,,,,,,,,
1661,2014,32.0,"0.336,304.16,","61.93,","23.01,",42.47,,,,,,,,,,,,,,,,
1662,2014,33.0,"0.312,304.00,","54.88,","20.85,",37.86,,,,,,,,,,,,,,,,
1663,2014,34.0,"0.293,303.37,","50.10,","20.88,",35.49,,,,,,,,,,,,,,,,
1664,2014,35.0,"0.275,302.40,","47.97,","19.79,",33.88,,,,,,,,,,,,,,,,
1665,2014,36.0,"0.261,300.90,","48.42,","17.58,",33.0,,,,,,,,,,,,,,,,
1666,2014,37.0,"0.249,299.19,","50.65,","14.37,",32.51,,,,,,,,,,,,,,,,
1667,2014,38.0,"0.235,297.43,","53.81,","12.04,",32.93,,,,,,,,,,,,,,,,
1668,2014,39.0,"0.222,295.19,","57.16,","12.87,",35.02,,,,,,,,,,,,,,,,
1669,2014,40.0,"0.212,292.81,","60.98,","13.79,",37.39,,,,,,,,,,,,,,,,
1670,2014,41.0,"0.202,290.28,","63.80,","12.09,",37.94,,,,,,,,,,,,,,,,
1671,2014,42.0,"0.185,287.32,","63.96,","14.44,",39.2,,,,,,,,,,,,,,,,
1672,2014,43.0,"0.169,284.95,","65.08,","13.05,",39.06,,,,,,,,,,,,,,,,
1673,2014,44.0,"0.152,282.26,","64.65,","13.03,",38.84,,,,,,,,,,,,,,,,
1674,2014,45.0,"0.134,278.85,","62.56,","16.14,",39.35,,,,,,,,,,,,,,,,
