,Mean,data,for,UKR,Province=,16:,"Mykolayiv,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1399,2009,30.0,"0.317,303.78,","58.19,","40.07,",49.13,,,,,,,,,,,,,,,,
1400,2009,31.0,"0.307,304.02,","59.56,","35.44,",47.5,,,,,,,,,,,,,,,,
1401,2009,32.0,"0.293,304.13,","60.32,","31.31,",45.82,,,,,,,,,,,,,,,,
1402,2009,33.0,"0.277,304.20,","59.07,","27.79,",43.43,,,,,,,,,,,,,,,,
1403,2009,34.0,"0.260,303.77,","56.04,","26.84,",41.44,,,,,,,,,,,,,,,,
1404,2009,35.0,"0.242,302.89,","52.18,","24.81,",38.49,,,,,,,,,,,,,,,,
1405,2009,36.0,"0.224,301.61,","47.18,","19.50,",33.34,,,,,,,,,,,,,,,,
1406,2009,37.0,"0.207,299.79,","42.79,","18.50,",30.65,,,,,,,,,,,,,,,,
1407,2009,38.0,"0.191,297.37,","39.40,","24.79,",32.09,,,,,,,,,,,,,,,,
1408,2009,39.0,"0.177,295.29,","36.75,","27.02,",31.89,,,,,,,,,,,,,,,,
1409,2009,40.0,"0.169,293.53,","37.16,","22.70,",29.93,,,,,,,,,,,,,,,,
1410,2009,41.0,"0.158,290.72,","37.19,","24.95,",31.07,,,,,,,,,,,,,,,,
1411,2009,42.0,"0.144,287.51,","36.75,","28.42,",32.59,,,,,,,,,,,,,,,,
1412,2009,43.0,"0.131,284.28,","35.64,","32.95,",34.3,,,,,,,,,,,,,,,,
1413,2009,44.0,"0.117,280.51,","33.95,","37.86,",35.9,,,,,,,,,,,,,,,,
1414,2009,45.0,"0.105,277.62,","32.86,","39.50,",36.18,,,,,,,,,,,,,,,,
1415,2009,46.0,"0.094,274.67,","31.55,","42.81,",37.18,,,,,,,,,,,,,,,,
1416,2009,47.0,"0.080,269.60,","28.23,","57.54,",42.89,,,,,,,,,,,,,,,,
1417,2009,48.0,"0.070,264.31,","26.93,","70.86,",48.89,,,,,,,,,,,,,,,,
1418,2009,49.0,"0.061,259.58,","25.46,","77.05,",51.25,,,,,,,,,,,,,,,,
1419,2009,50.0,"0.057,255.51,","25.46,","81.52,",53.49,,,,,,,,,,,,,,,,
1420,2009,51.0,"0.052,251.10,","25.76,","88.40,",57.08,,,,,,,,,,,,,,,,
1421,2009,52.0,"0.049,247.61,","25.12,","92.49,",58.8,,,,,,,,,,,,,,,,
1422,2010,1.0,"0.042,247.78,","23.94,","89.96,",56.95,,,,,,,,,,,,,,,,
1423,2010,2.0,"0.040,246.91,","25.17,","90.44,",57.8,,,,,,,,,,,,,,,,
1424,2010,3.0,"0.034,244.19,","22.18,","91.40,",56.79,,,,,,,,,,,,,,,,
1425,2010,4.0,"0.030,241.36,","20.15,","93.08,",56.62,,,,,,,,,,,,,,,,
1426,2010,5.0,"0.029,240.24,","20.04,","94.28,",57.16,,,,,,,,,,,,,,,,
1427,2010,6.0,"0.032,241.96,","20.90,","93.58,",57.24,,,,,,,,,,,,,,,,
1428,2010,7.0,"0.036,244.88,","21.20,","92.06,",56.63,,,,,,,,,,,,,,,,
1429,2010,8.0,"0.040,248.77,","21.91,","88.78,",55.35,,,,,,,,,,,,,,,,
1430,2010,9.0,"0.052,255.64,","25.85,","82.80,",54.33,,,,,,,,,,,,,,,,
1431,2010,10.0,"0.073,264.35,","30.27,","70.54,",50.4,,,,,,,,,,,,,,,,
1432,2010,11.0,"0.099,272.58,","37.16,","53.89,",45.52,,,,,,,,,,,,,,,,
1433,2010,12.0,"0.127,279.03,","43.56,","41.80,",42.68,,,,,,,,,,,,,,,,
1434,2010,13.0,"0.153,284.48,","48.72,","32.38,",40.55,,,,,,,,,,,,,,,,
1435,2010,14.0,"0.182,289.46,","54.08,","22.29,",38.18,,,,,,,,,,,,,,,,
1436,2010,15.0,"0.216,293.14,","58.86,","16.21,",37.53,,,,,,,,,,,,,,,,
1437,2010,16.0,"0.253,295.43,","63.06,","17.51,",40.29,,,,,,,,,,,,,,,,
1438,2010,17.0,"0.285,297.40,","64.88,","21.57,",43.22,,,,,,,,,,,,,,,,
1439,2010,18.0,"0.311,299.05,","65.21,","25.02,",45.11,,,,,,,,,,,,,,,,
1440,2010,19.0,"0.332,299.70,","63.90,","34.86,",49.38,,,,,,,,,,,,,,,,
1441,2010,20.0,"0.351,299.91,","63.30,","44.46,",53.88,,,,,,,,,,,,,,,,
1442,2010,21.0,"0.369,300.21,","66.12,","49.82,",57.97,,,,,,,,,,,,,,,,
1443,2010,22.0,"0.383,300.51,","70.78,","52.48,",61.63,,,,,,,,,,,,,,,,
1444,2010,23.0,"0.393,300.65,","76.63,","53.77,",65.2,,,,,,,,,,,,,,,,
1445,2010,24.0,"0.397,300.67,","80.43,","56.00,",68.22,,,,,,,,,,,,,,,,
1446,2010,25.0,"0.398,300.77,","82.78,","58.54,",70.66,,,,,,,,,,,,,,,,
1447,2010,26.0,"0.400,300.86,","85.20,","60.59,",72.9,,,,,,,,,,,,,,,,
1448,2010,27.0,"0.407,301.09,","88.82,","60.87,",74.85,,,,,,,,,,,,,,,,
1449,2010,28.0,"0.410,301.40,","90.53,","58.86,",74.69,,,,,,,,,,,,,,,,
1450,2010,29.0,"0.407,302.07,","90.94,","53.96,",72.45,,,,,,,,,,,,,,,,
1451,2010,30.0,"0.397,303.08,","90.92,","44.95,",67.94,,,,,,,,,,,,,,,,
1452,2010,31.0,"0.376,303.70,","89.30,","37.52,",63.41,,,,,,,,,,,,,,,,
1453,2010,32.0,"0.348,303.58,","86.06,","35.27,",60.66,,,,,,,,,,,,,,,,
1454,2010,33.0,"0.323,302.97,","82.00,","37.30,",59.65,,,,,,,,,,,,,,,,
1455,2010,34.0,"0.303,301.82,","78.34,","42.86,",60.6,,,,,,,,,,,,,,,,
1456,2010,35.0,"0.286,300.26,","75.45,","47.96,",61.71,,,,,,,,,,,,,,,,
1457,2010,36.0,"0.268,298.49,","70.72,","48.59,",59.66,,,,,,,,,,,,,,,,
1458,2010,37.0,"0.253,296.90,","67.52,","46.41,",56.97,,,,,,,,,,,,,,,,
1459,2010,38.0,"0.237,295.38,","64.12,","45.01,",54.57,,,,,,,,,,,,,,,,
1460,2010,39.0,"0.223,293.63,","60.75,","44.42,",52.59,,,,,,,,,,,,,,,,
1461,2010,40.0,"0.211,291.18,","58.64,","47.58,",53.11,,,,,,,,,,,,,,,,
1462,2010,41.0,"0.201,289.12,","57.84,","42.05,",49.94,,,,,,,,,,,,,,,,
1463,2010,42.0,"0.193,287.72,","58.61,","26.43,",42.52,,,,,,,,,,,,,,,,
1464,2010,43.0,"0.186,286.49,","59.10,","15.18,",37.14,,,,,,,,,,,,,,,,
1465,2010,44.0,"0.176,284.89,","58.70,","9.21,",33.96,,,,,,,,,,,,,,,,
1466,2010,45.0,"0.169,283.67,","60.37,","5.56,",32.96,,,,,,,,,,,,,,,,
1467,2010,46.0,"0.158,281.88,","60.30,","5.41,",32.86,,,,,,,,,,,,,,,,
1468,2010,47.0,"0.143,278.72,","58.81,","11.03,",34.92,,,,,,,,,,,,,,,,
1469,2010,48.0,"0.128,275.88,","57.68,","16.90,",37.29,,,,,,,,,,,,,,,,
1470,2010,49.0,"0.108,272.54,","53.07,","24.08,",38.57,,,,,,,,,,,,,,,,
1471,2010,50.0,"0.091,269.50,","48.60,","29.20,",38.9,,,,,,,,,,,,,,,,
1472,2010,51.0,"0.072,266.97,","40.27,","34.06,",37.16,,,,,,,,,,,,,,,,
1473,2010,52.0,"0.058,264.74,","31.86,","38.62,",35.24,,,,,,,,,,,,,,,,
1474,2011,1.0,"0.045,262.69,","25.41,","45.07,",35.24,,,,,,,,,,,,,,,,
1475,2011,2.0,"0.037,261.70,","22.95,","46.78,",34.86,,,,,,,,,,,,,,,,
1476,2011,3.0,"0.037,261.69,","24.07,","44.49,",34.28,,,,,,,,,,,,,,,,
1477,2011,4.0,"0.037,262.10,","24.36,","43.03,",33.69,,,,,,,,,,,,,,,,
1478,2011,5.0,"0.042,263.45,","27.30,","40.64,",33.97,,,,,,,,,,,,,,,,
1479,2011,6.0,"0.052,266.23,","32.02,","36.94,",34.48,,,,,,,,,,,,,,,,
1480,2011,7.0,"0.066,269.66,","36.84,","32.98,",34.91,,,,,,,,,,,,,,,,
1481,2011,8.0,"0.079,272.38,","41.36,","31.21,",36.29,,,,,,,,,,,,,,,,
1482,2011,9.0,"0.094,276.16,","45.54,","27.81,",36.68,,,,,,,,,,,,,,,,
1483,2011,10.0,"0.113,280.70,","48.35,","22.10,",35.22,,,,,,,,,,,,,,,,
1484,2011,11.0,"0.125,284.24,","48.33,","15.75,",32.04,,,,,,,,,,,,,,,,
1485,2011,12.0,"0.141,287.73,","49.33,","11.63,",30.48,,,,,,,,,,,,,,,,
1486,2011,13.0,"0.160,290.35,","51.59,","10.48,",31.03,,,,,,,,,,,,,,,,
1487,2011,14.0,"0.178,292.43,","52.35,","9.96,",31.16,,,,,,,,,,,,,,,,
1488,2011,15.0,"0.202,294.56,","53.82,","9.53,",31.67,,,,,,,,,,,,,,,,
1489,2011,16.0,"0.233,296.45,","55.60,","11.47,",33.54,,,,,,,,,,,,,,,,
1490,2011,17.0,"0.263,297.82,","56.80,","18.31,",37.56,,,,,,,,,,,,,,,,
1491,2011,18.0,"0.293,299.10,","58.74,","24.48,",41.61,,,,,,,,,,,,,,,,
1492,2011,19.0,"0.321,299.93,","59.67,","32.64,",46.15,,,,,,,,,,,,,,,,
1493,2011,20.0,"0.347,300.46,","61.39,","39.55,",50.47,,,,,,,,,,,,,,,,
1494,2011,21.0,"0.367,300.84,","65.34,","44.51,",54.93,,,,,,,,,,,,,,,,
1495,2011,22.0,"0.379,301.58,","68.96,","44.15,",56.55,,,,,,,,,,,,,,,,
1496,2011,23.0,"0.383,302.33,","72.50,","41.37,",56.94,,,,,,,,,,,,,,,,
1497,2011,24.0,"0.377,301.95,","71.04,","46.62,",58.83,,,,,,,,,,,,,,,,
1498,2011,25.0,"0.372,301.43,","70.80,","53.73,",62.26,,,,,,,,,,,,,,,,
1499,2011,26.0,"0.373,301.39,","72.78,","56.85,",64.81,,,,,,,,,,,,,,,,
1500,2011,27.0,"0.372,301.49,","74.03,","58.28,",66.15,,,,,,,,,,,,,,,,
1501,2011,28.0,"0.372,301.78,","75.20,","56.44,",65.82,,,,,,,,,,,,,,,,
1502,2011,29.0,"0.368,302.13,","75.59,","53.78,",64.69,,,,,,,,,,,,,,,,
1503,2011,30.0,"0.360,302.34,","75.80,","50.72,",63.26,,,,,,,,,,,,,,,,
1504,2011,31.0,"0.348,302.67,","77.14,","45.63,",61.39,,,,,,,,,,,,,,,,
1505,2011,32.0,"0.331,302.50,","77.39,","43.95,",60.67,,,,,,,,,,,,,,,,
1506,2011,33.0,"0.313,302.48,","75.76,","41.48,",58.62,,,,,,,,,,,,,,,,
1507,2011,34.0,"0.294,302.75,","72.83,","35.39,",54.11,,,,,,,,,,,,,,,,
1508,2011,35.0,"0.271,302.56,","67.09,","27.74,",47.42,,,,,,,,,,,,,,,,
1509,2011,36.0,"0.246,302.13,","58.98,","14.70,",36.84,,,,,,,,,,,,,,,,
1510,2011,37.0,"0.223,301.07,","51.29,","6.61,",28.95,,,,,,,,,,,,,,,,
1511,2011,38.0,"0.204,299.55,","46.20,","3.89,",25.05,,,,,,,,,,,,,,,,
1512,2011,39.0,"0.185,297.56,","41.31,","4.27,",22.79,,,,,,,,,,,,,,,,
1513,2011,40.0,"0.166,295.01,","36.07,","7.66,",21.87,,,,,,,,,,,,,,,,
1514,2011,41.0,"0.148,292.46,","33.14,","6.97,",20.05,,,,,,,,,,,,,,,,
1515,2011,42.0,"0.132,289.51,","31.48,","9.02,",20.25,,,,,,,,,,,,,,,,
1516,2011,43.0,"0.117,286.67,","30.04,","13.50,",21.77,,,,,,,,,,,,,,,,
1517,2011,44.0,"0.105,284.35,","29.26,","12.11,",20.69,,,,,,,,,,,,,,,,
1518,2011,45.0,"0.094,281.83,","28.42,","14.58,",21.5,,,,,,,,,,,,,,,,
1519,2011,46.0,"0.084,278.35,","27.38,","22.81,",25.1,,,,,,,,,,,,,,,,
1520,2011,47.0,"0.074,273.97,","25.42,","35.61,",30.51,,,,,,,,,,,,,,,,
1521,2011,48.0,"0.065,270.11,","24.21,","44.48,",34.34,,,,,,,,,,,,,,,,
1522,2011,49.0,"0.057,264.59,","22.96,","56.77,",39.87,,,,,,,,,,,,,,,,
1523,2011,50.0,"0.050,259.79,","21.00,","65.24,",43.12,,,,,,,,,,,,,,,,
1524,2011,51.0,"0.046,255.92,","20.92,","71.44,",46.18,,,,,,,,,,,,,,,,
1525,2011,52.0,"0.042,253.62,","19.92,","73.28,",46.6,,,,,,,,,,,,,,,,
1526,2012,1.0,"0.039,252.59,","21.19,","74.22,",47.7,,,,,,,,,,,,,,,,
1527,2012,2.0,"0.037,252.30,","23.02,","73.93,",48.47,,,,,,,,,,,,,,,,
1528,2012,3.0,"0.035,252.55,","22.80,","70.28,",46.54,,,,,,,,,,,,,,,,
1529,2012,4.0,"0.032,254.57,","21.55,","63.05,",42.3,,,,,,,,,,,,,,,,
1530,2012,5.0,"0.031,257.22,","21.36,","56.97,",39.16,,,,,,,,,,,,,,,,
1531,2012,6.0,"0.031,259.44,","20.14,","55.16,",37.65,,,,,,,,,,,,,,,,
1532,2012,7.0,"0.030,260.61,","18.11,","57.76,",37.94,,,,,,,,,,,,,,,,
1533,2012,8.0,"0.034,262.82,","18.55,","57.44,",37.99,,,,,,,,,,,,,,,,
1534,2012,9.0,"0.038,266.16,","19.19,","56.47,",37.83,,,,,,,,,,,,,,,,
1535,2012,10.0,"0.046,269.38,","18.01,","55.92,",36.97,,,,,,,,,,,,,,,,
1536,2012,11.0,"0.058,273.85,","18.76,","49.62,",34.19,,,,,,,,,,,,,,,,
1537,2012,12.0,"0.074,279.74,","20.72,","39.26,",29.99,,,,,,,,,,,,,,,,
1538,2012,13.0,"0.094,285.14,","24.14,","29.76,",26.95,,,,,,,,,,,,,,,,
1539,2012,14.0,"0.115,289.54,","27.73,","21.65,",24.69,,,,,,,,,,,,,,,,
1540,2012,15.0,"0.140,293.19,","31.18,","15.67,",23.42,,,,,,,,,,,,,,,,
1541,2012,16.0,"0.171,296.53,","33.72,","10.91,",22.32,,,,,,,,,,,,,,,,
1542,2012,17.0,"0.203,299.16,","35.83,","9.85,",22.84,,,,,,,,,,,,,,,,
1543,2012,18.0,"0.231,300.97,","36.61,","11.52,",24.06,,,,,,,,,,,,,,,,
1544,2012,19.0,"0.253,302.02,","33.87,","16.34,",25.11,,,,,,,,,,,,,,,,
1545,2012,20.0,"0.270,302.39,","29.84,","23.99,",26.92,,,,,,,,,,,,,,,,
1546,2012,21.0,"0.281,302.37,","27.47,","32.69,",30.08,,,,,,,,,,,,,,,,
1547,2012,22.0,"0.308,305.07,","35.07,","19.57,",27.32,,,,,,,,,,,,,,,,
1548,2012,23.0,"0.317,305.88,","39.90,","17.51,",28.7,,,,,,,,,,,,,,,,
1549,2012,24.0,"0.321,306.63,","43.63,","14.93,",29.28,,,,,,,,,,,,,,,,
1550,2012,25.0,"0.323,307.36,","46.51,","12.98,",29.75,,,,,,,,,,,,,,,,
1551,2012,26.0,"0.321,307.88,","48.63,","12.41,",30.52,,,,,,,,,,,,,,,,
1552,2012,27.0,"0.310,308.18,","45.60,","13.41,",29.5,,,,,,,,,,,,,,,,
1553,2012,28.0,"0.302,308.32,","45.09,","13.42,",29.26,,,,,,,,,,,,,,,,
1554,2012,29.0,"0.293,308.37,","44.17,","12.12,",28.14,,,,,,,,,,,,,,,,
1555,2012,30.0,"0.283,308.40,","44.38,","10.07,",27.22,,,,,,,,,,,,,,,,
1556,2012,31.0,"0.269,308.01,","43.61,","9.34,",26.48,,,,,,,,,,,,,,,,
1557,2012,32.0,"0.256,307.42,","43.36,","9.36,",26.36,,,,,,,,,,,,,,,,
1558,2012,33.0,"0.244,306.49,","42.95,","11.88,",27.42,,,,,,,,,,,,,,,,
1559,2012,34.0,"0.235,305.49,","43.71,","14.12,",28.92,,,,,,,,,,,,,,,,
1560,2012,35.0,"0.229,304.43,","45.59,","13.24,",29.41,,,,,,,,,,,,,,,,
1561,2012,36.0,"0.222,303.59,","46.69,","6.68,",26.68,,,,,,,,,,,,,,,,
1562,2012,37.0,"0.212,302.47,","46.14,","3.36,",24.75,,,,,,,,,,,,,,,,
1563,2012,38.0,"0.201,300.79,","45.27,","2.93,",24.1,,,,,,,,,,,,,,,,
1564,2012,39.0,"0.192,298.50,","45.19,","4.12,",24.65,,,,,,,,,,,,,,,,
1565,2012,40.0,"0.186,296.13,","46.39,","4.62,",25.51,,,,,,,,,,,,,,,,
1566,2012,41.0,"0.183,293.78,","49.31,","3.29,",26.3,,,,,,,,,,,,,,,,
1567,2012,42.0,"0.178,290.93,","51.96,","3.34,",27.65,,,,,,,,,,,,,,,,
1568,2012,43.0,"0.175,288.03,","54.26,","5.92,",30.09,,,,,,,,,,,,,,,,
1569,2012,44.0,"0.170,285.38,","56.15,","7.23,",31.69,,,,,,,,,,,,,,,,
1570,2012,45.0,"0.166,283.00,","58.45,","8.82,",33.64,,,,,,,,,,,,,,,,
1571,2012,46.0,"0.158,280.68,","59.73,","10.71,",35.22,,,,,,,,,,,,,,,,
1572,2012,47.0,"0.144,277.71,","58.54,","16.00,",37.27,,,,,,,,,,,,,,,,
1573,2012,48.0,"0.129,274.26,","57.29,","24.53,",40.91,,,,,,,,,,,,,,,,
1574,2012,49.0,"0.115,271.09,","56.42,","30.53,",43.47,,,,,,,,,,,,,,,,
1575,2012,50.0,"0.103,268.69,","54.79,","32.74,",43.76,,,,,,,,,,,,,,,,
1576,2012,51.0,"0.094,267.06,","53.97,","34.04,",44.01,,,,,,,,,,,,,,,,
1577,2012,52.0,"0.088,266.44,","52.18,","33.29,",42.73,,,,,,,,,,,,,,,,
1578,2013,1.0,"0.086,266.79,","52.45,","32.02,",42.24,,,,,,,,,,,,,,,,
1579,2013,2.0,"0.087,267.99,","55.21,","26.81,",41.01,,,,,,,,,,,,,,,,
1580,2013,3.0,"0.087,268.79,","54.87,","23.76,",39.31,,,,,,,,,,,,,,,,
1581,2013,4.0,"0.089,269.81,","55.48,","22.31,",38.9,,,,,,,,,,,,,,,,
1582,2013,5.0,"0.097,271.52,","58.50,","19.31,",38.91,,,,,,,,,,,,,,,,
1583,2013,6.0,"0.111,273.73,","64.10,","16.73,",40.42,,,,,,,,,,,,,,,,
1584,2013,7.0,"0.131,276.39,","70.73,","14.58,",42.66,,,,,,,,,,,,,,,,
1585,2013,8.0,"0.152,278.48,","76.14,","14.56,",45.35,,,,,,,,,,,,,,,,
1586,2013,9.0,"0.175,280.59,","81.35,","15.15,",48.25,,,,,,,,,,,,,,,,
1587,2013,10.0,"0.196,283.14,","83.17,","14.87,",49.02,,,,,,,,,,,,,,,,
1588,2013,11.0,"0.209,285.08,","82.76,","13.13,",47.95,,,,,,,,,,,,,,,,
1589,2013,12.0,"0.222,286.94,","81.61,","14.42,",48.01,,,,,,,,,,,,,,,,
1590,2013,13.0,"0.234,288.93,","80.31,","15.79,",48.05,,,,,,,,,,,,,,,,
1591,2013,14.0,"0.253,291.40,","80.43,","14.36,",47.39,,,,,,,,,,,,,,,,
1592,2013,15.0,"0.285,294.34,","82.89,","10.87,",46.88,,,,,,,,,,,,,,,,
1593,2013,16.0,"0.322,297.03,","85.35,","8.62,",46.99,,,,,,,,,,,,,,,,
1594,2013,17.0,"0.350,299.41,","85.89,","7.99,",46.94,,,,,,,,,,,,,,,,
1595,2013,18.0,"0.368,301.09,","84.41,","10.14,",47.27,,,,,,,,,,,,,,,,
1596,2013,19.0,"0.376,302.19,","79.85,","14.50,",47.17,,,,,,,,,,,,,,,,
1597,2013,20.0,"0.379,302.86,","74.36,","19.85,",47.11,,,,,,,,,,,,,,,,
1598,2013,21.0,"0.377,302.45,","69.43,","31.70,",50.57,,,,,,,,,,,,,,,,
1599,2013,22.0,"0.373,302.12,","65.81,","40.23,",53.02,,,,,,,,,,,,,,,,
1600,2013,23.0,"0.372,302.22,","66.69,","42.30,",54.5,,,,,,,,,,,,,,,,
1601,2013,24.0,"0.371,302.39,","68.40,","43.46,",55.93,,,,,,,,,,,,,,,,
1602,2013,25.0,"0.373,302.49,","71.04,","45.99,",58.51,,,,,,,,,,,,,,,,
1603,2013,26.0,"0.372,302.40,","72.17,","49.55,",60.86,,,,,,,,,,,,,,,,
1604,2013,27.0,"0.370,302.26,","72.41,","52.80,",62.61,,,,,,,,,,,,,,,,
1605,2013,28.0,"0.361,302.12,","70.43,","54.03,",62.23,,,,,,,,,,,,,,,,
1606,2013,29.0,"0.348,302.11,","67.00,","53.87,",60.44,,,,,,,,,,,,,,,,
1607,2013,30.0,"0.330,302.43,","63.76,","49.88,",56.82,,,,,,,,,,,,,,,,
1608,2013,31.0,"0.310,303.07,","60.79,","42.42,",51.6,,,,,,,,,,,,,,,,
1609,2013,32.0,"0.286,303.27,","56.92,","37.74,",47.33,,,,,,,,,,,,,,,,
1610,2013,33.0,"0.261,302.30,","51.15,","42.50,",46.83,,,,,,,,,,,,,,,,
1611,2013,34.0,"0.235,300.49,","43.41,","53.75,",48.58,,,,,,,,,,,,,,,,
1612,2013,35.0,"0.205,297.70,","33.40,","70.37,",51.88,,,,,,,,,,,,,,,,
1613,2013,36.0,"0.177,294.73,","23.80,","81.77,",52.78,,,,,,,,,,,,,,,,
1614,2013,37.0,"0.160,292.54,","19.52,","84.72,",52.12,,,,,,,,,,,,,,,,
1615,2013,38.0,"0.150,290.87,","19.62,","86.10,",52.86,,,,,,,,,,,,,,,,
1616,2013,39.0,"0.146,289.54,","22.28,","84.19,",53.24,,,,,,,,,,,,,,,,
1617,2013,40.0,"0.144,288.28,","26.55,","77.27,",51.91,,,,,,,,,,,,,,,,
1618,2013,41.0,"0.147,287.41,","32.58,","60.11,",46.34,,,,,,,,,,,,,,,,
1619,2013,42.0,"0.150,286.81,","39.25,","35.22,",37.24,,,,,,,,,,,,,,,,
1620,2013,43.0,"0.147,285.66,","42.51,","21.63,",32.07,,,,,,,,,,,,,,,,
1621,2013,44.0,"0.146,284.61,","45.83,","10.71,",28.27,,,,,,,,,,,,,,,,
1622,2013,45.0,"0.148,283.38,","50.64,","6.53,",28.58,,,,,,,,,,,,,,,,
1623,2013,46.0,"0.150,281.22,","55.85,","7.90,",31.88,,,,,,,,,,,,,,,,
1624,2013,47.0,"0.153,279.47,","61.90,","7.71,",34.8,,,,,,,,,,,,,,,,
1625,2013,48.0,"0.152,277.99,","67.99,","7.71,",37.85,,,,,,,,,,,,,,,,
1626,2013,49.0,"0.153,277.05,","74.74,","6.28,",40.51,,,,,,,,,,,,,,,,
1627,2013,50.0,"0.150,276.41,","79.04,","4.44,",41.74,,,,,,,,,,,,,,,,
1628,2013,51.0,"0.142,275.80,","80.26,","4.55,",42.41,,,,,,,,,,,,,,,,
1629,2013,52.0,"0.133,275.09,","77.96,","6.27,",42.11,,,,,,,,,,,,,,,,
1630,2014,1.0,"0.122,274.03,","73.86,","9.13,",41.5,,,,,,,,,,,,,,,,
1631,2014,2.0,"0.107,272.34,","67.33,","13.09,",40.21,,,,,,,,,,,,,,,,
1632,2014,3.0,"0.091,270.03,","57.59,","20.11,",38.85,,,,,,,,,,,,,,,,
1633,2014,4.0,"0.075,268.04,","47.38,","27.01,",37.19,,,,,,,,,,,,,,,,
1634,2014,5.0,"0.071,267.66,","44.31,","29.42,",36.87,,,,,,,,,,,,,,,,
1635,2014,6.0,"0.078,268.79,","46.35,","29.91,",38.13,,,,,,,,,,,,,,,,
1636,2014,7.0,"0.096,271.57,","53.01,","27.64,",40.33,,,,,,,,,,,,,,,,
1637,2014,8.0,"0.127,276.72,","65.05,","19.27,",42.16,,,,,,,,,,,,,,,,
1638,2014,9.0,"0.161,281.29,","75.68,","13.15,",44.42,,,,,,,,,,,,,,,,
1639,2014,10.0,"0.193,284.89,","82.31,","9.77,",46.04,,,,,,,,,,,,,,,,
1640,2014,11.0,"0.221,287.73,","86.74,","4.98,",45.86,,,,,,,,,,,,,,,,
1641,2014,12.0,"0.246,290.08,","89.22,","4.34,",46.78,,,,,,,,,,,,,,,,
1642,2014,13.0,"0.268,291.96,","90.60,","5.30,",47.95,,,,,,,,,,,,,,,,
1643,2014,14.0,"0.290,293.65,","90.85,","5.87,",48.36,,,,,,,,,,,,,,,,
1644,2014,15.0,"0.312,295.04,","90.00,","7.82,",48.91,,,,,,,,,,,,,,,,
1645,2014,16.0,"0.334,296.25,","88.33,","12.77,",50.55,,,,,,,,,,,,,,,,
1646,2014,17.0,"0.355,297.29,","86.60,","22.25,",54.43,,,,,,,,,,,,,,,,
1647,2014,18.0,"0.369,298.06,","84.13,","33.13,",58.63,,,,,,,,,,,,,,,,
1648,2014,19.0,"0.379,298.66,","80.46,","43.81,",62.13,,,,,,,,,,,,,,,,
1649,2014,20.0,"0.382,299.02,","75.46,","52.06,",63.76,,,,,,,,,,,,,,,,
1650,2014,21.0,"0.382,299.49,","72.26,","55.57,",63.91,,,,,,,,,,,,,,,,
1651,2014,22.0,"0.377,299.75,","68.54,","58.10,",63.32,,,,,,,,,,,,,,,,
1652,2014,23.0,"0.378,300.33,","70.01,","55.93,",62.97,,,,,,,,,,,,,,,,
1653,2014,24.0,"0.376,300.82,","70.85,","54.82,",62.84,,,,,,,,,,,,,,,,
1654,2014,25.0,"0.368,301.24,","69.12,","55.18,",62.15,,,,,,,,,,,,,,,,
1655,2014,26.0,"0.354,301.68,","64.38,","54.86,",59.62,,,,,,,,,,,,,,,,
1656,2014,27.0,"0.341,302.37,","60.33,","52.25,",56.29,,,,,,,,,,,,,,,,
1657,2014,28.0,"0.329,303.26,","56.91,","46.47,",51.69,,,,,,,,,,,,,,,,
1658,2014,29.0,"0.310,304.16,","51.71,","39.66,",45.68,,,,,,,,,,,,,,,,
1659,2014,30.0,"0.291,305.00,","47.60,","31.57,",39.59,,,,,,,,,,,,,,,,
1660,2014,31.0,"0.272,305.54,","44.74,","24.73,",34.74,,,,,,,,,,,,,,,,
1661,2014,32.0,"0.257,305.88,","43.97,","18.91,",31.44,,,,,,,,,,,,,,,,
1662,2014,33.0,"0.242,305.83,","42.00,","16.21,",29.1,,,,,,,,,,,,,,,,
1663,2014,34.0,"0.224,305.44,","38.40,","14.56,",26.48,,,,,,,,,,,,,,,,
1664,2014,35.0,"0.208,304.50,","35.16,","12.50,",23.83,,,,,,,,,,,,,,,,
1665,2014,36.0,"0.196,303.19,","33.25,","8.06,",20.65,,,,,,,,,,,,,,,,
1666,2014,37.0,"0.185,301.80,","31.58,","4.89,",18.24,,,,,,,,,,,,,,,,
1667,2014,38.0,"0.171,300.05,","29.70,","4.57,",17.14,,,,,,,,,,,,,,,,
1668,2014,39.0,"0.161,297.63,","29.37,","7.04,",18.21,,,,,,,,,,,,,,,,
1669,2014,40.0,"0.153,294.89,","30.48,","10.78,",20.63,,,,,,,,,,,,,,,,
1670,2014,41.0,"0.143,291.71,","31.16,","15.52,",23.34,,,,,,,,,,,,,,,,
1671,2014,42.0,"0.130,288.33,","30.73,","20.73,",25.73,,,,,,,,,,,,,,,,
1672,2014,43.0,"0.116,285.62,","29.92,","22.23,",26.08,,,,,,,,,,,,,,,,
1673,2014,44.0,"0.104,282.21,","28.59,","26.88,",27.73,,,,,,,,,,,,,,,,
1674,2014,45.0,"0.092,278.26,","26.91,","36.27,",31.59,,,,,,,,,,,,,,,,
