,Mean,data,for,UKR,Province=,27:,"Zhytomyr,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1399,2009,30.0,"0.475,296.44,","81.03,","31.95,",56.49,,,,,,,,,,,,,,,,
1400,2009,31.0,"0.466,296.35,","78.60,","33.22,",55.91,,,,,,,,,,,,,,,,
1401,2009,32.0,"0.454,296.11,","75.41,","33.43,",54.42,,,,,,,,,,,,,,,,
1402,2009,33.0,"0.438,295.80,","70.63,","30.90,",50.76,,,,,,,,,,,,,,,,
1403,2009,34.0,"0.416,295.56,","63.36,","21.95,",42.65,,,,,,,,,,,,,,,,
1404,2009,35.0,"0.390,295.33,","55.61,","10.57,",33.09,,,,,,,,,,,,,,,,
1405,2009,36.0,"0.366,294.61,","52.08,","6.58,",29.33,,,,,,,,,,,,,,,,
1406,2009,37.0,"0.343,293.39,","51.06,","6.52,",28.79,,,,,,,,,,,,,,,,
1407,2009,38.0,"0.322,291.63,","49.89,","9.76,",29.83,,,,,,,,,,,,,,,,
1408,2009,39.0,"0.299,289.60,","48.14,","12.72,",30.43,,,,,,,,,,,,,,,,
1409,2009,40.0,"0.275,287.91,","45.75,","11.04,",28.39,,,,,,,,,,,,,,,,
1410,2009,41.0,"0.247,285.82,","40.58,","12.45,",26.51,,,,,,,,,,,,,,,,
1411,2009,42.0,"0.217,283.13,","37.12,","22.07,",29.6,,,,,,,,,,,,,,,,
1412,2009,43.0,"0.189,280.25,","35.64,","34.22,",34.93,,,,,,,,,,,,,,,,
1413,2009,44.0,"0.163,277.17,","34.46,","37.42,",35.94,,,,,,,,,,,,,,,,
1414,2009,45.0,"0.140,274.61,","32.86,","36.23,",34.55,,,,,,,,,,,,,,,,
1415,2009,46.0,"0.124,272.12,","36.14,","36.32,",36.23,,,,,,,,,,,,,,,,
1416,2009,47.0,"0.108,268.85,","39.89,","43.30,",41.6,,,,,,,,,,,,,,,,
1417,2009,48.0,"0.098,265.54,","43.29,","51.71,",47.5,,,,,,,,,,,,,,,,
1418,2009,49.0,"0.091,261.93,","42.55,","60.32,",51.43,,,,,,,,,,,,,,,,
1419,2009,50.0,"0.084,258.67,","40.69,","66.42,",53.56,,,,,,,,,,,,,,,,
1420,2009,51.0,"0.075,255.27,","36.43,","73.70,",55.07,,,,,,,,,,,,,,,,
1421,2009,52.0,"0.069,252.91,","34.33,","78.10,",56.22,,,,,,,,,,,,,,,,
1422,2010,1.0,"0.055,254.15,","26.21,","72.28,",49.25,,,,,,,,,,,,,,,,
1423,2010,2.0,"0.052,254.33,","24.06,","75.23,",49.64,,,,,,,,,,,,,,,,
1424,2010,3.0,"0.048,253.57,","22.37,","81.18,",51.78,,,,,,,,,,,,,,,,
1425,2010,4.0,"0.046,253.38,","21.51,","83.69,",52.6,,,,,,,,,,,,,,,,
1426,2010,5.0,"0.047,254.19,","20.73,","83.22,",51.97,,,,,,,,,,,,,,,,
1427,2010,6.0,"0.048,255.87,","19.14,","80.89,",50.01,,,,,,,,,,,,,,,,
1428,2010,7.0,"0.049,257.73,","17.68,","78.71,",48.19,,,,,,,,,,,,,,,,
1429,2010,8.0,"0.053,260.03,","18.20,","76.14,",47.17,,,,,,,,,,,,,,,,
1430,2010,9.0,"0.063,263.69,","22.35,","68.76,",45.55,,,,,,,,,,,,,,,,
1431,2010,10.0,"0.082,267.83,","28.75,","60.16,",44.46,,,,,,,,,,,,,,,,
1432,2010,11.0,"0.104,272.23,","34.55,","49.48,",42.02,,,,,,,,,,,,,,,,
1433,2010,12.0,"0.132,276.71,","41.17,","42.77,",41.97,,,,,,,,,,,,,,,,
1434,2010,13.0,"0.158,280.60,","45.01,","36.34,",40.68,,,,,,,,,,,,,,,,
1435,2010,14.0,"0.187,284.49,","48.67,","25.86,",37.27,,,,,,,,,,,,,,,,
1436,2010,15.0,"0.218,287.29,","52.23,","20.80,",36.52,,,,,,,,,,,,,,,,
1437,2010,16.0,"0.254,289.12,","56.32,","22.97,",39.65,,,,,,,,,,,,,,,,
1438,2010,17.0,"0.288,290.66,","57.31,","25.87,",41.59,,,,,,,,,,,,,,,,
1439,2010,18.0,"0.316,291.89,","54.52,","28.80,",41.66,,,,,,,,,,,,,,,,
1440,2010,19.0,"0.349,292.85,","54.18,","32.42,",43.3,,,,,,,,,,,,,,,,
1441,2010,20.0,"0.382,293.46,","56.05,","37.76,",46.9,,,,,,,,,,,,,,,,
1442,2010,21.0,"0.412,293.89,","59.12,","41.04,",50.08,,,,,,,,,,,,,,,,
1443,2010,22.0,"0.441,294.39,","65.59,","39.51,",52.55,,,,,,,,,,,,,,,,
1444,2010,23.0,"0.462,294.88,","71.49,","36.91,",54.2,,,,,,,,,,,,,,,,
1445,2010,24.0,"0.475,295.33,","73.34,","33.50,",53.42,,,,,,,,,,,,,,,,
1446,2010,25.0,"0.482,295.70,","75.23,","30.57,",52.9,,,,,,,,,,,,,,,,
1447,2010,26.0,"0.484,296.21,","76.09,","24.91,",50.5,,,,,,,,,,,,,,,,
1448,2010,27.0,"0.488,296.88,","78.70,","18.04,",48.37,,,,,,,,,,,,,,,,
1449,2010,28.0,"0.484,297.36,","79.56,","14.16,",46.86,,,,,,,,,,,,,,,,
1450,2010,29.0,"0.477,297.86,","79.16,","10.87,",45.02,,,,,,,,,,,,,,,,
1451,2010,30.0,"0.475,298.67,","80.83,","7.27,",44.05,,,,,,,,,,,,,,,,
1452,2010,31.0,"0.464,298.73,","77.83,","7.65,",42.74,,,,,,,,,,,,,,,,
1453,2010,32.0,"0.454,298.25,","75.87,","10.07,",42.97,,,,,,,,,,,,,,,,
1454,2010,33.0,"0.443,297.28,","74.25,","13.99,",44.12,,,,,,,,,,,,,,,,
1455,2010,34.0,"0.430,295.70,","72.30,","21.06,",46.68,,,,,,,,,,,,,,,,
1456,2010,35.0,"0.417,293.79,","71.52,","31.72,",51.62,,,,,,,,,,,,,,,,
1457,2010,36.0,"0.401,291.67,","71.06,","43.29,",57.18,,,,,,,,,,,,,,,,
1458,2010,37.0,"0.390,290.20,","74.89,","45.44,",60.16,,,,,,,,,,,,,,,,
1459,2010,38.0,"0.375,288.69,","76.55,","47.88,",62.21,,,,,,,,,,,,,,,,
1460,2010,39.0,"0.359,287.24,","78.93,","44.77,",61.85,,,,,,,,,,,,,,,,
1461,2010,40.0,"0.337,285.11,","79.26,","47.76,",63.51,,,,,,,,,,,,,,,,
1462,2010,41.0,"0.310,282.90,","77.85,","48.86,",63.36,,,,,,,,,,,,,,,,
1463,2010,42.0,"0.282,281.61,","76.77,","39.71,",58.24,,,,,,,,,,,,,,,,
1464,2010,43.0,"0.258,281.03,","77.31,","27.39,",52.35,,,,,,,,,,,,,,,,
1465,2010,44.0,"0.231,279.93,","75.71,","13.78,",44.74,,,,,,,,,,,,,,,,
1466,2010,45.0,"0.204,277.70,","74.23,","13.79,",44.01,,,,,,,,,,,,,,,,
1467,2010,46.0,"0.175,274.62,","71.16,","20.41,",45.78,,,,,,,,,,,,,,,,
1468,2010,47.0,"0.144,270.22,","65.91,","35.23,",50.57,,,,,,,,,,,,,,,,
1469,2010,48.0,"0.114,266.19,","54.53,","47.98,",51.25,,,,,,,,,,,,,,,,
1470,2010,49.0,"0.095,263.07,","44.23,","54.69,",49.46,,,,,,,,,,,,,,,,
1471,2010,50.0,"0.084,260.81,","39.59,","56.68,",48.13,,,,,,,,,,,,,,,,
1472,2010,51.0,"0.075,259.58,","35.07,","54.82,",44.95,,,,,,,,,,,,,,,,
1473,2010,52.0,"0.069,258.96,","34.13,","52.80,",43.46,,,,,,,,,,,,,,,,
1474,2011,1.0,"0.062,258.50,","33.78,","53.70,",43.74,,,,,,,,,,,,,,,,
1475,2011,2.0,"0.060,259.14,","31.49,","53.84,",42.67,,,,,,,,,,,,,,,,
1476,2011,3.0,"0.062,260.89,","35.16,","48.34,",41.75,,,,,,,,,,,,,,,,
1477,2011,4.0,"0.068,262.78,","40.78,","42.79,",41.79,,,,,,,,,,,,,,,,
1478,2011,5.0,"0.074,264.26,","42.05,","41.37,",41.71,,,,,,,,,,,,,,,,
1479,2011,6.0,"0.078,265.10,","39.45,","44.63,",42.04,,,,,,,,,,,,,,,,
1480,2011,7.0,"0.087,266.60,","40.58,","43.95,",42.27,,,,,,,,,,,,,,,,
1481,2011,8.0,"0.095,268.29,","42.16,","43.04,",42.6,,,,,,,,,,,,,,,,
1482,2011,9.0,"0.109,270.41,","47.51,","40.54,",44.02,,,,,,,,,,,,,,,,
1483,2011,10.0,"0.129,273.29,","54.34,","36.17,",45.26,,,,,,,,,,,,,,,,
1484,2011,11.0,"0.155,276.17,","61.20,","30.79,",45.99,,,,,,,,,,,,,,,,
1485,2011,12.0,"0.186,279.05,","69.20,","31.09,",50.15,,,,,,,,,,,,,,,,
1486,2011,13.0,"0.212,281.63,","73.20,","30.43,",51.81,,,,,,,,,,,,,,,,
1487,2011,14.0,"0.233,283.81,","72.99,","30.30,",51.64,,,,,,,,,,,,,,,,
1488,2011,15.0,"0.258,286.39,","73.37,","27.79,",50.58,,,,,,,,,,,,,,,,
1489,2011,16.0,"0.284,288.90,","72.16,","24.49,",48.33,,,,,,,,,,,,,,,,
1490,2011,17.0,"0.314,291.07,","70.68,","21.48,",46.08,,,,,,,,,,,,,,,,
1491,2011,18.0,"0.346,292.85,","69.16,","18.47,",43.81,,,,,,,,,,,,,,,,
1492,2011,19.0,"0.380,294.00,","69.85,","20.32,",45.09,,,,,,,,,,,,,,,,
1493,2011,20.0,"0.411,295.06,","70.99,","21.11,",46.05,,,,,,,,,,,,,,,,
1494,2011,21.0,"0.438,296.02,","72.39,","19.42,",45.9,,,,,,,,,,,,,,,,
1495,2011,22.0,"0.455,296.58,","73.56,","18.10,",45.83,,,,,,,,,,,,,,,,
1496,2011,23.0,"0.462,296.74,","71.18,","18.85,",45.02,,,,,,,,,,,,,,,,
1497,2011,24.0,"0.458,296.10,","62.90,","25.58,",44.24,,,,,,,,,,,,,,,,
1498,2011,25.0,"0.455,295.60,","58.97,","31.67,",45.32,,,,,,,,,,,,,,,,
1499,2011,26.0,"0.457,295.53,","59.72,","32.58,",46.15,,,,,,,,,,,,,,,,
1500,2011,27.0,"0.457,295.35,","60.06,","36.09,",48.08,,,,,,,,,,,,,,,,
1501,2011,28.0,"0.460,295.38,","65.03,","38.55,",51.79,,,,,,,,,,,,,,,,
1502,2011,29.0,"0.463,295.38,","70.97,","41.58,",56.27,,,,,,,,,,,,,,,,
1503,2011,30.0,"0.467,295.26,","76.97,","47.01,",61.99,,,,,,,,,,,,,,,,
1504,2011,31.0,"0.472,295.19,","83.18,","47.77,",65.48,,,,,,,,,,,,,,,,
1505,2011,32.0,"0.473,294.93,","87.78,","48.28,",68.03,,,,,,,,,,,,,,,,
1506,2011,33.0,"0.472,294.86,","92.25,","42.86,",67.55,,,,,,,,,,,,,,,,
1507,2011,34.0,"0.466,294.78,","93.76,","32.08,",62.92,,,,,,,,,,,,,,,,
1508,2011,35.0,"0.456,294.57,","92.98,","20.13,",56.55,,,,,,,,,,,,,,,,
1509,2011,36.0,"0.443,294.17,","92.39,","11.61,",52.0,,,,,,,,,,,,,,,,
1510,2011,37.0,"0.419,293.05,","89.15,","10.56,",49.86,,,,,,,,,,,,,,,,
1511,2011,38.0,"0.396,291.67,","86.85,","9.46,",48.16,,,,,,,,,,,,,,,,
1512,2011,39.0,"0.372,289.90,","85.56,","9.30,",47.43,,,,,,,,,,,,,,,,
1513,2011,40.0,"0.338,287.56,","80.13,","16.04,",48.08,,,,,,,,,,,,,,,,
1514,2011,41.0,"0.309,285.18,","77.42,","20.39,",48.9,,,,,,,,,,,,,,,,
1515,2011,42.0,"0.284,283.26,","78.43,","20.95,",49.69,,,,,,,,,,,,,,,,
1516,2011,43.0,"0.261,281.55,","79.48,","22.13,",50.8,,,,,,,,,,,,,,,,
1517,2011,44.0,"0.242,280.23,","82.40,","10.40,",46.4,,,,,,,,,,,,,,,,
1518,2011,45.0,"0.219,278.58,","83.51,","6.13,",44.82,,,,,,,,,,,,,,,,
1519,2011,46.0,"0.195,276.66,","85.40,","7.23,",46.31,,,,,,,,,,,,,,,,
1520,2011,47.0,"0.170,274.87,","86.62,","9.32,",47.97,,,,,,,,,,,,,,,,
1521,2011,48.0,"0.155,273.66,","87.02,","11.16,",49.09,,,,,,,,,,,,,,,,
1522,2011,49.0,"0.147,272.87,","86.26,","10.96,",48.61,,,,,,,,,,,,,,,,
1523,2011,50.0,"0.141,272.20,","86.73,","8.07,",47.4,,,,,,,,,,,,,,,,
1524,2011,51.0,"0.135,271.19,","85.51,","5.57,",45.54,,,,,,,,,,,,,,,,
1525,2011,52.0,"0.128,269.82,","84.38,","7.56,",45.97,,,,,,,,,,,,,,,,
1526,2012,1.0,"0.116,267.87,","80.37,","13.43,",46.9,,,,,,,,,,,,,,,,
1527,2012,2.0,"0.104,265.55,","72.41,","24.81,",48.61,,,,,,,,,,,,,,,,
1528,2012,3.0,"0.096,262.87,","66.07,","39.28,",52.68,,,,,,,,,,,,,,,,
1529,2012,4.0,"0.089,261.28,","58.45,","49.78,",54.11,,,,,,,,,,,,,,,,
1530,2012,5.0,"0.087,260.87,","51.36,","56.48,",53.92,,,,,,,,,,,,,,,,
1531,2012,6.0,"0.085,261.05,","43.66,","61.79,",52.73,,,,,,,,,,,,,,,,
1532,2012,7.0,"0.081,261.89,","36.78,","64.01,",50.39,,,,,,,,,,,,,,,,
1533,2012,8.0,"0.086,263.98,","36.91,","61.61,",49.26,,,,,,,,,,,,,,,,
1534,2012,9.0,"0.094,266.71,","39.17,","56.55,",47.86,,,,,,,,,,,,,,,,
1535,2012,10.0,"0.106,270.06,","41.80,","50.41,",46.11,,,,,,,,,,,,,,,,
1536,2012,11.0,"0.131,274.24,","48.60,","39.85,",44.22,,,,,,,,,,,,,,,,
1537,2012,12.0,"0.157,277.73,","54.06,","37.71,",45.88,,,,,,,,,,,,,,,,
1538,2012,13.0,"0.185,280.92,","58.80,","34.61,",46.71,,,,,,,,,,,,,,,,
1539,2012,14.0,"0.213,283.90,","62.08,","30.07,",46.08,,,,,,,,,,,,,,,,
1540,2012,15.0,"0.245,286.62,","66.46,","26.41,",46.44,,,,,,,,,,,,,,,,
1541,2012,16.0,"0.283,289.17,","71.01,","22.61,",46.81,,,,,,,,,,,,,,,,
1542,2012,17.0,"0.323,291.62,","74.71,","17.22,",45.97,,,,,,,,,,,,,,,,
1543,2012,18.0,"0.361,293.16,","76.31,","16.52,",46.41,,,,,,,,,,,,,,,,
1544,2012,19.0,"0.392,294.04,","75.25,","20.51,",47.88,,,,,,,,,,,,,,,,
1545,2012,20.0,"0.413,294.19,","70.93,","30.25,",50.59,,,,,,,,,,,,,,,,
1546,2012,21.0,"0.424,293.83,","64.54,","41.40,",52.97,,,,,,,,,,,,,,,,
1547,2012,22.0,"0.462,294.88,","75.28,","34.85,",55.07,,,,,,,,,,,,,,,,
1548,2012,23.0,"0.477,295.20,","77.50,","34.02,",55.76,,,,,,,,,,,,,,,,
1549,2012,24.0,"0.483,295.28,","76.35,","34.20,",55.27,,,,,,,,,,,,,,,,
1550,2012,25.0,"0.489,295.56,","77.95,","32.45,",55.2,,,,,,,,,,,,,,,,
1551,2012,26.0,"0.490,295.84,","78.58,","29.55,",54.07,,,,,,,,,,,,,,,,
1552,2012,27.0,"0.487,296.47,","76.81,","23.26,",50.04,,,,,,,,,,,,,,,,
1553,2012,28.0,"0.486,296.87,","79.64,","20.43,",50.03,,,,,,,,,,,,,,,,
1554,2012,29.0,"0.478,296.95,","78.48,","21.51,",49.99,,,,,,,,,,,,,,,,
1555,2012,30.0,"0.472,296.86,","78.19,","26.78,",52.48,,,,,,,,,,,,,,,,
1556,2012,31.0,"0.464,296.68,","77.42,","29.17,",53.29,,,,,,,,,,,,,,,,
1557,2012,32.0,"0.455,296.12,","75.50,","33.25,",54.38,,,,,,,,,,,,,,,,
1558,2012,33.0,"0.447,295.33,","76.16,","36.71,",56.43,,,,,,,,,,,,,,,,
1559,2012,34.0,"0.435,294.29,","74.99,","38.83,",56.91,,,,,,,,,,,,,,,,
1560,2012,35.0,"0.427,293.21,","76.68,","38.94,",57.81,,,,,,,,,,,,,,,,
1561,2012,36.0,"0.425,292.81,","82.89,","28.67,",55.78,,,,,,,,,,,,,,,,
1562,2012,37.0,"0.414,292.13,","86.15,","21.71,",53.93,,,,,,,,,,,,,,,,
1563,2012,38.0,"0.396,291.05,","86.50,","17.65,",52.07,,,,,,,,,,,,,,,,
1564,2012,39.0,"0.370,289.51,","84.45,","15.08,",49.76,,,,,,,,,,,,,,,,
1565,2012,40.0,"0.346,287.92,","84.19,","12.32,",48.26,,,,,,,,,,,,,,,,
1566,2012,41.0,"0.322,286.31,","84.47,","8.96,",46.71,,,,,,,,,,,,,,,,
1567,2012,42.0,"0.293,284.32,","82.91,","10.74,",46.83,,,,,,,,,,,,,,,,
1568,2012,43.0,"0.263,281.97,","79.98,","18.49,",49.24,,,,,,,,,,,,,,,,
1569,2012,44.0,"0.230,279.56,","75.47,","17.16,",46.31,,,,,,,,,,,,,,,,
1570,2012,45.0,"0.197,276.55,","69.95,","22.10,",46.02,,,,,,,,,,,,,,,,
1571,2012,46.0,"0.165,273.38,","64.90,","28.43,",46.66,,,,,,,,,,,,,,,,
1572,2012,47.0,"0.128,269.57,","54.61,","39.30,",46.95,,,,,,,,,,,,,,,,
1573,2012,48.0,"0.100,265.24,","44.45,","52.72,",48.59,,,,,,,,,,,,,,,,
1574,2012,49.0,"0.082,261.18,","34.28,","62.45,",48.37,,,,,,,,,,,,,,,,
1575,2012,50.0,"0.068,257.69,","25.46,","67.83,",46.64,,,,,,,,,,,,,,,,
1576,2012,51.0,"0.059,255.25,","21.26,","69.60,",45.43,,,,,,,,,,,,,,,,
1577,2012,52.0,"0.052,254.18,","18.38,","69.37,",43.87,,,,,,,,,,,,,,,,
1578,2013,1.0,"0.048,254.04,","18.59,","69.45,",44.02,,,,,,,,,,,,,,,,
1579,2013,2.0,"0.046,253.98,","17.42,","72.67,",45.04,,,,,,,,,,,,,,,,
1580,2013,3.0,"0.045,253.86,","19.49,","75.30,",47.39,,,,,,,,,,,,,,,,
1581,2013,4.0,"0.044,253.92,","19.61,","77.19,",48.4,,,,,,,,,,,,,,,,
1582,2013,5.0,"0.042,255.00,","16.92,","77.56,",47.24,,,,,,,,,,,,,,,,
1583,2013,6.0,"0.042,256.68,","14.93,","76.40,",45.66,,,,,,,,,,,,,,,,
1584,2013,7.0,"0.045,258.98,","14.78,","73.04,",43.91,,,,,,,,,,,,,,,,
1585,2013,8.0,"0.050,261.32,","16.38,","70.30,",43.34,,,,,,,,,,,,,,,,
1586,2013,9.0,"0.057,263.38,","18.90,","68.70,",43.8,,,,,,,,,,,,,,,,
1587,2013,10.0,"0.066,265.51,","20.07,","68.31,",44.19,,,,,,,,,,,,,,,,
1588,2013,11.0,"0.079,267.58,","21.01,","68.59,",44.8,,,,,,,,,,,,,,,,
1589,2013,12.0,"0.097,269.99,","23.07,","72.42,",47.74,,,,,,,,,,,,,,,,
1590,2013,13.0,"0.121,273.59,","25.33,","72.88,",49.11,,,,,,,,,,,,,,,,
1591,2013,14.0,"0.152,277.78,","29.59,","70.69,",50.14,,,,,,,,,,,,,,,,
1592,2013,15.0,"0.197,282.33,","40.61,","61.90,",51.25,,,,,,,,,,,,,,,,
1593,2013,16.0,"0.252,286.78,","55.49,","44.56,",50.02,,,,,,,,,,,,,,,,
1594,2013,17.0,"0.304,290.28,","65.54,","29.75,",47.65,,,,,,,,,,,,,,,,
1595,2013,18.0,"0.351,292.42,","71.82,","23.49,",47.65,,,,,,,,,,,,,,,,
1596,2013,19.0,"0.385,293.52,","72.17,","25.71,",48.94,,,,,,,,,,,,,,,,
1597,2013,20.0,"0.415,294.49,","72.11,","27.40,",49.75,,,,,,,,,,,,,,,,
1598,2013,21.0,"0.442,295.14,","73.27,","28.62,",50.94,,,,,,,,,,,,,,,,
1599,2013,22.0,"0.461,295.37,","74.99,","30.05,",52.52,,,,,,,,,,,,,,,,
1600,2013,23.0,"0.477,295.51,","78.21,","30.83,",54.52,,,,,,,,,,,,,,,,
1601,2013,24.0,"0.488,295.63,","79.46,","30.36,",54.91,,,,,,,,,,,,,,,,
1602,2013,25.0,"0.496,295.80,","82.21,","29.48,",55.85,,,,,,,,,,,,,,,,
1603,2013,26.0,"0.492,295.66,","80.04,","31.13,",55.59,,,,,,,,,,,,,,,,
1604,2013,27.0,"0.482,295.39,","74.93,","35.48,",55.21,,,,,,,,,,,,,,,,
1605,2013,28.0,"0.471,295.10,","71.56,","42.08,",56.82,,,,,,,,,,,,,,,,
1606,2013,29.0,"0.469,295.21,","73.70,","43.97,",58.84,,,,,,,,,,,,,,,,
1607,2013,30.0,"0.468,295.50,","76.38,","44.12,",60.25,,,,,,,,,,,,,,,,
1608,2013,31.0,"0.461,295.52,","75.68,","43.66,",59.67,,,,,,,,,,,,,,,,
1609,2013,32.0,"0.449,295.30,","72.36,","43.66,",58.01,,,,,,,,,,,,,,,,
1610,2013,33.0,"0.433,294.54,","67.55,","47.25,",57.4,,,,,,,,,,,,,,,,
1611,2013,34.0,"0.410,293.31,","59.97,","52.51,",56.24,,,,,,,,,,,,,,,,
1612,2013,35.0,"0.379,291.21,","49.76,","66.27,",58.02,,,,,,,,,,,,,,,,
1613,2013,36.0,"0.346,289.07,","42.48,","74.75,",58.62,,,,,,,,,,,,,,,,
1614,2013,37.0,"0.319,287.31,","39.48,","78.62,",59.05,,,,,,,,,,,,,,,,
1615,2013,38.0,"0.300,285.63,","39.38,","83.42,",61.4,,,,,,,,,,,,,,,,
1616,2013,39.0,"0.282,284.38,","40.52,","80.26,",60.39,,,,,,,,,,,,,,,,
1617,2013,40.0,"0.270,283.24,","43.26,","71.38,",57.32,,,,,,,,,,,,,,,,
1618,2013,41.0,"0.251,282.19,","43.56,","57.60,",50.58,,,,,,,,,,,,,,,,
1619,2013,42.0,"0.239,281.83,","50.94,","36.94,",43.94,,,,,,,,,,,,,,,,
1620,2013,43.0,"0.222,280.80,","55.59,","29.49,",42.54,,,,,,,,,,,,,,,,
1621,2013,44.0,"0.201,279.32,","57.57,","19.75,",38.66,,,,,,,,,,,,,,,,
1622,2013,45.0,"0.180,277.47,","59.01,","16.72,",37.87,,,,,,,,,,,,,,,,
1623,2013,46.0,"0.153,274.42,","57.41,","22.84,",40.13,,,,,,,,,,,,,,,,
1624,2013,47.0,"0.135,272.05,","61.16,","26.08,",43.62,,,,,,,,,,,,,,,,
1625,2013,48.0,"0.123,270.61,","63.12,","26.85,",44.99,,,,,,,,,,,,,,,,
1626,2013,49.0,"0.116,269.78,","62.55,","25.19,",43.87,,,,,,,,,,,,,,,,
1627,2013,50.0,"0.114,269.43,","65.37,","20.15,",42.76,,,,,,,,,,,,,,,,
1628,2013,51.0,"0.111,268.87,","66.59,","15.62,",41.1,,,,,,,,,,,,,,,,
1629,2013,52.0,"0.109,268.17,","68.50,","14.74,",41.62,,,,,,,,,,,,,,,,
1630,2014,1.0,"0.105,266.88,","74.44,","17.84,",46.14,,,,,,,,,,,,,,,,
1631,2014,2.0,"0.101,264.95,","70.67,","27.85,",49.26,,,,,,,,,,,,,,,,
1632,2014,3.0,"0.099,263.94,","68.98,","34.25,",51.61,,,,,,,,,,,,,,,,
1633,2014,4.0,"0.101,264.34,","68.61,","35.10,",51.86,,,,,,,,,,,,,,,,
1634,2014,5.0,"0.107,265.80,","67.18,","33.85,",50.52,,,,,,,,,,,,,,,,
1635,2014,6.0,"0.119,268.60,","67.51,","28.77,",48.14,,,,,,,,,,,,,,,,
1636,2014,7.0,"0.137,271.99,","71.98,","19.74,",45.86,,,,,,,,,,,,,,,,
1637,2014,8.0,"0.161,275.50,","80.04,","11.20,",45.62,,,,,,,,,,,,,,,,
1638,2014,9.0,"0.187,278.56,","87.78,","5.88,",46.83,,,,,,,,,,,,,,,,
1639,2014,10.0,"0.212,281.21,","92.64,","3.51,",48.07,,,,,,,,,,,,,,,,
1640,2014,11.0,"0.234,283.24,","94.21,","1.62,",47.92,,,,,,,,,,,,,,,,
1641,2014,12.0,"0.252,284.81,","94.94,","4.71,",49.82,,,,,,,,,,,,,,,,
1642,2014,13.0,"0.268,285.98,","94.76,","7.62,",51.19,,,,,,,,,,,,,,,,
1643,2014,14.0,"0.286,287.03,","93.99,","9.38,",51.68,,,,,,,,,,,,,,,,
1644,2014,15.0,"0.310,287.97,","93.68,","15.65,",54.66,,,,,,,,,,,,,,,,
1645,2014,16.0,"0.336,288.93,","92.47,","24.84,",58.65,,,,,,,,,,,,,,,,
1646,2014,17.0,"0.366,289.92,","90.95,","33.22,",62.09,,,,,,,,,,,,,,,,
1647,2014,18.0,"0.390,290.79,","88.12,","40.32,",64.22,,,,,,,,,,,,,,,,
1648,2014,19.0,"0.412,291.57,","84.61,","45.97,",65.29,,,,,,,,,,,,,,,,
1649,2014,20.0,"0.429,292.08,","79.55,","52.45,",66.0,,,,,,,,,,,,,,,,
1650,2014,21.0,"0.444,292.57,","75.40,","54.65,",65.03,,,,,,,,,,,,,,,,
1651,2014,22.0,"0.452,292.60,","71.96,","57.50,",64.73,,,,,,,,,,,,,,,,
1652,2014,23.0,"0.470,293.55,","75.97,","50.25,",63.11,,,,,,,,,,,,,,,,
1653,2014,24.0,"0.479,293.97,","75.99,","47.72,",61.85,,,,,,,,,,,,,,,,
1654,2014,25.0,"0.481,294.31,","75.22,","46.06,",60.64,,,,,,,,,,,,,,,,
1655,2014,26.0,"0.480,294.54,","74.28,","44.09,",59.18,,,,,,,,,,,,,,,,
1656,2014,27.0,"0.484,295.14,","76.38,","38.58,",57.48,,,,,,,,,,,,,,,,
1657,2014,28.0,"0.484,295.69,","79.09,","34.55,",56.82,,,,,,,,,,,,,,,,
1658,2014,29.0,"0.483,296.15,","81.13,","31.61,",56.37,,,,,,,,,,,,,,,,
1659,2014,30.0,"0.481,296.53,","82.80,","31.01,",56.91,,,,,,,,,,,,,,,,
1660,2014,31.0,"0.478,296.57,","83.84,","30.61,",57.23,,,,,,,,,,,,,,,,
1661,2014,32.0,"0.473,296.26,","84.88,","31.61,",58.24,,,,,,,,,,,,,,,,
1662,2014,33.0,"0.465,295.67,","85.07,","32.40,",58.73,,,,,,,,,,,,,,,,
1663,2014,34.0,"0.456,294.95,","85.38,","29.88,",57.63,,,,,,,,,,,,,,,,
1664,2014,35.0,"0.447,294.08,","86.31,","26.92,",56.62,,,,,,,,,,,,,,,,
1665,2014,36.0,"0.437,293.01,","88.21,","26.11,",57.16,,,,,,,,,,,,,,,,
1666,2014,37.0,"0.421,291.91,","88.89,","24.25,",56.57,,,,,,,,,,,,,,,,
1667,2014,38.0,"0.398,290.70,","86.92,","21.86,",54.39,,,,,,,,,,,,,,,,
1668,2014,39.0,"0.369,288.67,","83.55,","25.77,",54.66,,,,,,,,,,,,,,,,
1669,2014,40.0,"0.341,286.63,","81.37,","28.39,",54.88,,,,,,,,,,,,,,,,
1670,2014,41.0,"0.316,284.96,","80.73,","23.94,",52.33,,,,,,,,,,,,,,,,
1671,2014,42.0,"0.287,283.09,","79.52,","23.55,",51.54,,,,,,,,,,,,,,,,
1672,2014,43.0,"0.257,281.31,","76.67,","24.75,",50.71,,,,,,,,,,,,,,,,
1673,2014,44.0,"0.225,279.20,","72.20,","20.03,",46.12,,,,,,,,,,,,,,,,
1674,2014,45.0,"0.195,276.71,","67.90,","20.88,",44.39,,,,,,,,,,,,,,,,
