,Mean,data,for,UKR,Province=,23:,"Transcarpathia,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1399,2009,30.0,"0.562,295.37,","91.70,","23.50,",57.6,,,,,,,,,,,,,,,,
1400,2009,31.0,"0.559,295.22,","92.07,","25.45,",58.76,,,,,,,,,,,,,,,,
1401,2009,32.0,"0.556,294.95,","91.47,","28.16,",59.81,,,,,,,,,,,,,,,,
1402,2009,33.0,"0.547,294.39,","89.61,","32.22,",60.92,,,,,,,,,,,,,,,,
1403,2009,34.0,"0.540,293.96,","89.26,","30.52,",59.89,,,,,,,,,,,,,,,,
1404,2009,35.0,"0.531,293.41,","89.49,","25.68,",57.59,,,,,,,,,,,,,,,,
1405,2009,36.0,"0.518,292.67,","89.29,","19.25,",54.27,,,,,,,,,,,,,,,,
1406,2009,37.0,"0.503,291.88,","87.89,","14.73,",51.31,,,,,,,,,,,,,,,,
1407,2009,38.0,"0.474,290.07,","81.26,","21.30,",51.28,,,,,,,,,,,,,,,,
1408,2009,39.0,"0.434,287.86,","71.93,","30.21,",51.07,,,,,,,,,,,,,,,,
1409,2009,40.0,"0.391,286.31,","62.65,","28.80,",45.72,,,,,,,,,,,,,,,,
1410,2009,41.0,"0.340,284.19,","52.90,","31.66,",42.28,,,,,,,,,,,,,,,,
1411,2009,42.0,"0.294,281.23,","46.85,","43.76,",45.3,,,,,,,,,,,,,,,,
1412,2009,43.0,"0.251,278.49,","41.74,","53.89,",47.81,,,,,,,,,,,,,,,,
1413,2009,44.0,"0.209,275.54,","35.59,","62.37,",48.98,,,,,,,,,,,,,,,,
1414,2009,45.0,"0.176,273.50,","30.76,","58.72,",44.74,,,,,,,,,,,,,,,,
1415,2009,46.0,"0.152,271.33,","30.97,","53.33,",42.15,,,,,,,,,,,,,,,,
1416,2009,47.0,"0.134,269.79,","34.27,","48.05,",41.16,,,,,,,,,,,,,,,,
1417,2009,48.0,"0.121,268.53,","37.70,","45.31,",41.51,,,,,,,,,,,,,,,,
1418,2009,49.0,"0.116,267.50,","44.26,","42.14,",43.2,,,,,,,,,,,,,,,,
1419,2009,50.0,"0.113,266.28,","49.92,","39.86,",44.89,,,,,,,,,,,,,,,,
1420,2009,51.0,"0.105,264.99,","50.78,","38.98,",44.88,,,,,,,,,,,,,,,,
1421,2009,52.0,"0.097,264.21,","48.09,","39.93,",44.01,,,,,,,,,,,,,,,,
1422,2010,1.0,"0.088,264.88,","40.08,","38.29,",39.18,,,,,,,,,,,,,,,,
1423,2010,2.0,"0.091,265.16,","42.67,","39.17,",40.92,,,,,,,,,,,,,,,,
1424,2010,3.0,"0.090,265.13,","40.74,","43.03,",41.88,,,,,,,,,,,,,,,,
1425,2010,4.0,"0.085,264.85,","34.84,","47.62,",41.23,,,,,,,,,,,,,,,,
1426,2010,5.0,"0.080,264.53,","29.30,","53.12,",41.21,,,,,,,,,,,,,,,,
1427,2010,6.0,"0.080,264.78,","26.88,","58.58,",42.73,,,,,,,,,,,,,,,,
1428,2010,7.0,"0.082,265.17,","25.44,","65.59,",45.51,,,,,,,,,,,,,,,,
1429,2010,8.0,"0.088,266.37,","26.56,","69.06,",47.81,,,,,,,,,,,,,,,,
1430,2010,9.0,"0.102,268.40,","31.68,","71.19,",51.43,,,,,,,,,,,,,,,,
1431,2010,10.0,"0.124,270.76,","39.19,","71.99,",55.59,,,,,,,,,,,,,,,,
1432,2010,11.0,"0.144,273.06,","42.27,","72.50,",57.38,,,,,,,,,,,,,,,,
1433,2010,12.0,"0.165,275.58,","43.29,","70.17,",56.73,,,,,,,,,,,,,,,,
1434,2010,13.0,"0.185,277.96,","42.72,","65.87,",54.3,,,,,,,,,,,,,,,,
1435,2010,14.0,"0.215,280.48,","44.04,","59.70,",51.87,,,,,,,,,,,,,,,,
1436,2010,15.0,"0.248,282.49,","47.86,","55.91,",51.89,,,,,,,,,,,,,,,,
1437,2010,16.0,"0.290,284.47,","54.18,","52.34,",53.26,,,,,,,,,,,,,,,,
1438,2010,17.0,"0.323,285.90,","53.37,","54.39,",53.88,,,,,,,,,,,,,,,,
1439,2010,18.0,"0.340,286.46,","47.43,","61.38,",54.4,,,,,,,,,,,,,,,,
1440,2010,19.0,"0.354,286.39,","41.15,","67.92,",54.54,,,,,,,,,,,,,,,,
1441,2010,20.0,"0.366,285.97,","36.30,","73.47,",54.89,,,,,,,,,,,,,,,,
1442,2010,21.0,"0.385,286.26,","34.80,","75.56,",55.18,,,,,,,,,,,,,,,,
1443,2010,22.0,"0.415,287.60,","38.70,","71.13,",54.92,,,,,,,,,,,,,,,,
1444,2010,23.0,"0.443,289.05,","45.86,","64.35,",55.11,,,,,,,,,,,,,,,,
1445,2010,24.0,"0.469,290.58,","54.74,","54.27,",54.51,,,,,,,,,,,,,,,,
1446,2010,25.0,"0.488,291.79,","61.28,","45.29,",53.28,,,,,,,,,,,,,,,,
1447,2010,26.0,"0.494,292.48,","61.66,","42.49,",52.08,,,,,,,,,,,,,,,,
1448,2010,27.0,"0.502,293.25,","62.98,","40.67,",51.82,,,,,,,,,,,,,,,,
1449,2010,28.0,"0.504,293.48,","64.68,","42.77,",53.73,,,,,,,,,,,,,,,,
1450,2010,29.0,"0.509,293.82,","67.53,","40.77,",54.15,,,,,,,,,,,,,,,,
1451,2010,30.0,"0.517,294.47,","71.49,","34.65,",53.07,,,,,,,,,,,,,,,,
1452,2010,31.0,"0.518,294.32,","72.60,","37.11,",54.86,,,,,,,,,,,,,,,,
1453,2010,32.0,"0.516,293.91,","72.74,","42.00,",57.37,,,,,,,,,,,,,,,,
1454,2010,33.0,"0.513,293.37,","72.99,","45.92,",59.46,,,,,,,,,,,,,,,,
1455,2010,34.0,"0.505,292.46,","71.64,","51.05,",61.35,,,,,,,,,,,,,,,,
1456,2010,35.0,"0.494,291.50,","71.92,","51.58,",61.75,,,,,,,,,,,,,,,,
1457,2010,36.0,"0.481,290.26,","73.33,","50.42,",61.88,,,,,,,,,,,,,,,,
1458,2010,37.0,"0.474,289.39,","76.92,","44.81,",60.86,,,,,,,,,,,,,,,,
1459,2010,38.0,"0.465,288.45,","78.76,","41.00,",59.88,,,,,,,,,,,,,,,,
1460,2010,39.0,"0.450,287.53,","79.78,","34.66,",57.22,,,,,,,,,,,,,,,,
1461,2010,40.0,"0.435,286.56,","81.47,","27.26,",54.37,,,,,,,,,,,,,,,,
1462,2010,41.0,"0.401,284.75,","79.40,","26.27,",52.83,,,,,,,,,,,,,,,,
1463,2010,42.0,"0.356,282.86,","74.77,","27.78,",51.27,,,,,,,,,,,,,,,,
1464,2010,43.0,"0.317,281.54,","73.02,","27.23,",50.13,,,,,,,,,,,,,,,,
1465,2010,44.0,"0.280,279.56,","70.55,","30.83,",50.69,,,,,,,,,,,,,,,,
1466,2010,45.0,"0.240,277.25,","64.93,","33.11,",49.02,,,,,,,,,,,,,,,,
1467,2010,46.0,"0.200,275.26,","58.27,","29.72,",44.0,,,,,,,,,,,,,,,,
1468,2010,47.0,"0.162,271.78,","50.82,","37.17,",43.99,,,,,,,,,,,,,,,,
1469,2010,48.0,"0.132,268.62,","44.90,","45.08,",44.99,,,,,,,,,,,,,,,,
1470,2010,49.0,"0.109,265.69,","39.20,","51.03,",45.11,,,,,,,,,,,,,,,,
1471,2010,50.0,"0.093,263.39,","33.01,","52.86,",42.93,,,,,,,,,,,,,,,,
1472,2010,51.0,"0.080,262.21,","28.92,","50.88,",39.9,,,,,,,,,,,,,,,,
1473,2010,52.0,"0.078,262.04,","30.63,","48.78,",39.71,,,,,,,,,,,,,,,,
1474,2011,1.0,"0.079,262.57,","32.68,","47.72,",40.2,,,,,,,,,,,,,,,,
1475,2011,2.0,"0.080,263.51,","33.71,","46.35,",40.03,,,,,,,,,,,,,,,,
1476,2011,3.0,"0.089,265.28,","39.54,","41.05,",40.3,,,,,,,,,,,,,,,,
1477,2011,4.0,"0.098,267.08,","45.23,","35.29,",40.26,,,,,,,,,,,,,,,,
1478,2011,5.0,"0.108,267.90,","50.65,","35.56,",43.1,,,,,,,,,,,,,,,,
1479,2011,6.0,"0.117,269.15,","54.37,","36.42,",45.39,,,,,,,,,,,,,,,,
1480,2011,7.0,"0.125,271.21,","56.26,","34.31,",45.28,,,,,,,,,,,,,,,,
1481,2011,8.0,"0.133,272.69,","57.53,","34.39,",45.96,,,,,,,,,,,,,,,,
1482,2011,9.0,"0.147,274.62,","61.80,","33.96,",47.88,,,,,,,,,,,,,,,,
1483,2011,10.0,"0.167,277.17,","66.13,","32.07,",49.1,,,,,,,,,,,,,,,,
1484,2011,11.0,"0.189,279.38,","67.53,","33.74,",50.63,,,,,,,,,,,,,,,,
1485,2011,12.0,"0.219,281.74,","71.73,","32.31,",52.02,,,,,,,,,,,,,,,,
1486,2011,13.0,"0.247,283.86,","73.66,","26.16,",49.91,,,,,,,,,,,,,,,,
1487,2011,14.0,"0.275,285.48,","72.97,","22.53,",47.75,,,,,,,,,,,,,,,,
1488,2011,15.0,"0.304,287.30,","73.87,","15.94,",44.9,,,,,,,,,,,,,,,,
1489,2011,16.0,"0.338,288.87,","74.95,","12.29,",43.62,,,,,,,,,,,,,,,,
1490,2011,17.0,"0.373,290.12,","74.48,","13.73,",44.11,,,,,,,,,,,,,,,,
1491,2011,18.0,"0.412,291.31,","77.17,","12.90,",45.03,,,,,,,,,,,,,,,,
1492,2011,19.0,"0.452,292.26,","81.16,","10.76,",45.96,,,,,,,,,,,,,,,,
1493,2011,20.0,"0.483,293.13,","83.44,","9.37,",46.4,,,,,,,,,,,,,,,,
1494,2011,21.0,"0.509,293.80,","84.23,","10.45,",47.34,,,,,,,,,,,,,,,,
1495,2011,22.0,"0.525,294.43,","83.68,","10.27,",46.98,,,,,,,,,,,,,,,,
1496,2011,23.0,"0.526,294.59,","79.82,","12.46,",46.14,,,,,,,,,,,,,,,,
1497,2011,24.0,"0.523,294.17,","76.43,","18.34,",47.39,,,,,,,,,,,,,,,,
1498,2011,25.0,"0.525,294.02,","75.83,","21.91,",48.87,,,,,,,,,,,,,,,,
1499,2011,26.0,"0.524,293.98,","73.86,","26.19,",50.02,,,,,,,,,,,,,,,,
1500,2011,27.0,"0.526,293.93,","72.80,","32.99,",52.9,,,,,,,,,,,,,,,,
1501,2011,28.0,"0.527,293.81,","74.31,","39.49,",56.9,,,,,,,,,,,,,,,,
1502,2011,29.0,"0.533,293.79,","78.45,","42.46,",60.45,,,,,,,,,,,,,,,,
1503,2011,30.0,"0.541,293.67,","82.77,","46.13,",64.45,,,,,,,,,,,,,,,,
1504,2011,31.0,"0.548,293.62,","87.33,","46.84,",67.08,,,,,,,,,,,,,,,,
1505,2011,32.0,"0.553,293.46,","90.40,","48.16,",69.28,,,,,,,,,,,,,,,,
1506,2011,33.0,"0.553,293.44,","92.97,","45.42,",69.2,,,,,,,,,,,,,,,,
1507,2011,34.0,"0.549,293.30,","94.17,","40.17,",67.17,,,,,,,,,,,,,,,,
1508,2011,35.0,"0.540,292.96,","94.43,","32.38,",63.41,,,,,,,,,,,,,,,,
1509,2011,36.0,"0.528,292.50,","94.61,","22.11,",58.36,,,,,,,,,,,,,,,,
1510,2011,37.0,"0.517,291.91,","94.81,","14.97,",54.89,,,,,,,,,,,,,,,,
1511,2011,38.0,"0.507,291.16,","95.57,","9.80,",52.69,,,,,,,,,,,,,,,,
1512,2011,39.0,"0.490,289.97,","95.11,","8.43,",51.77,,,,,,,,,,,,,,,,
1513,2011,40.0,"0.470,288.46,","94.24,","8.14,",51.19,,,,,,,,,,,,,,,,
1514,2011,41.0,"0.442,286.69,","93.65,","8.01,",50.83,,,,,,,,,,,,,,,,
1515,2011,42.0,"0.405,285.00,","92.75,","8.54,",50.65,,,,,,,,,,,,,,,,
1516,2011,43.0,"0.369,283.56,","92.69,","10.97,",51.83,,,,,,,,,,,,,,,,
1517,2011,44.0,"0.336,282.00,","92.70,","12.00,",52.35,,,,,,,,,,,,,,,,
1518,2011,45.0,"0.300,280.11,","91.45,","13.41,",52.43,,,,,,,,,,,,,,,,
1519,2011,46.0,"0.264,278.01,","89.47,","12.99,",51.23,,,,,,,,,,,,,,,,
1520,2011,47.0,"0.227,275.73,","86.38,","14.47,",50.43,,,,,,,,,,,,,,,,
1521,2011,48.0,"0.192,273.09,","81.19,","20.66,",50.93,,,,,,,,,,,,,,,,
1522,2011,49.0,"0.157,270.53,","72.30,","25.59,",48.95,,,,,,,,,,,,,,,,
1523,2011,50.0,"0.124,267.72,","58.72,","30.57,",44.65,,,,,,,,,,,,,,,,
1524,2011,51.0,"0.100,264.91,","47.08,","37.28,",42.18,,,,,,,,,,,,,,,,
1525,2011,52.0,"0.084,262.33,","37.22,","47.06,",42.14,,,,,,,,,,,,,,,,
1526,2012,1.0,"0.074,260.35,","28.77,","58.42,",43.6,,,,,,,,,,,,,,,,
1527,2012,2.0,"0.069,259.81,","25.04,","64.14,",44.59,,,,,,,,,,,,,,,,
1528,2012,3.0,"0.070,259.72,","24.64,","67.95,",46.29,,,,,,,,,,,,,,,,
1529,2012,4.0,"0.074,260.01,","26.23,","68.15,",47.19,,,,,,,,,,,,,,,,
1530,2012,5.0,"0.078,260.44,","28.48,","68.57,",48.52,,,,,,,,,,,,,,,,
1531,2012,6.0,"0.083,261.63,","30.57,","68.85,",49.71,,,,,,,,,,,,,,,,
1532,2012,7.0,"0.088,263.84,","31.63,","67.37,",49.5,,,,,,,,,,,,,,,,
1533,2012,8.0,"0.096,266.47,","33.73,","64.44,",49.08,,,,,,,,,,,,,,,,
1534,2012,9.0,"0.104,268.80,","34.21,","65.52,",49.86,,,,,,,,,,,,,,,,
1535,2012,10.0,"0.118,272.12,","36.46,","62.32,",49.39,,,,,,,,,,,,,,,,
1536,2012,11.0,"0.144,276.24,","42.35,","53.31,",47.83,,,,,,,,,,,,,,,,
1537,2012,12.0,"0.169,279.45,","45.84,","46.86,",46.35,,,,,,,,,,,,,,,,
1538,2012,13.0,"0.194,281.60,","47.42,","41.66,",44.54,,,,,,,,,,,,,,,,
1539,2012,14.0,"0.223,283.67,","48.17,","36.30,",42.24,,,,,,,,,,,,,,,,
1540,2012,15.0,"0.259,285.78,","53.19,","28.87,",41.03,,,,,,,,,,,,,,,,
1541,2012,16.0,"0.302,287.84,","58.93,","22.11,",40.52,,,,,,,,,,,,,,,,
1542,2012,17.0,"0.350,289.60,","64.41,","19.93,",42.17,,,,,,,,,,,,,,,,
1543,2012,18.0,"0.386,290.54,","65.85,","21.80,",43.82,,,,,,,,,,,,,,,,
1544,2012,19.0,"0.408,290.82,","62.87,","26.04,",44.45,,,,,,,,,,,,,,,,
1545,2012,20.0,"0.413,290.20,","55.03,","37.59,",46.31,,,,,,,,,,,,,,,,
1546,2012,21.0,"0.402,289.01,","41.87,","54.46,",48.17,,,,,,,,,,,,,,,,
1547,2012,22.0,"0.479,291.62,","65.74,","37.12,",51.43,,,,,,,,,,,,,,,,
1548,2012,23.0,"0.497,292.47,","69.42,","33.35,",51.38,,,,,,,,,,,,,,,,
1549,2012,24.0,"0.513,293.14,","73.70,","29.33,",51.52,,,,,,,,,,,,,,,,
1550,2012,25.0,"0.530,293.97,","79.04,","23.35,",51.2,,,,,,,,,,,,,,,,
1551,2012,26.0,"0.538,294.57,","80.56,","20.82,",50.69,,,,,,,,,,,,,,,,
1552,2012,27.0,"0.546,295.23,","81.86,","18.59,",50.23,,,,,,,,,,,,,,,,
1553,2012,28.0,"0.546,295.52,","81.92,","18.95,",50.44,,,,,,,,,,,,,,,,
1554,2012,29.0,"0.537,295.44,","78.68,","21.74,",50.21,,,,,,,,,,,,,,,,
1555,2012,30.0,"0.535,295.55,","78.33,","22.28,",50.31,,,,,,,,,,,,,,,,
1556,2012,31.0,"0.533,295.39,","78.52,","24.00,",51.26,,,,,,,,,,,,,,,,
1557,2012,32.0,"0.532,295.10,","79.09,","26.57,",52.83,,,,,,,,,,,,,,,,
1558,2012,33.0,"0.535,294.71,","82.42,","28.72,",55.57,,,,,,,,,,,,,,,,
1559,2012,34.0,"0.534,294.01,","84.16,","30.58,",57.37,,,,,,,,,,,,,,,,
1560,2012,35.0,"0.524,293.26,","84.14,","28.29,",56.21,,,,,,,,,,,,,,,,
1561,2012,36.0,"0.516,292.83,","85.80,","18.75,",52.28,,,,,,,,,,,,,,,,
1562,2012,37.0,"0.501,291.97,","85.18,","14.95,",50.06,,,,,,,,,,,,,,,,
1563,2012,38.0,"0.481,290.90,","82.90,","13.55,",48.23,,,,,,,,,,,,,,,,
1564,2012,39.0,"0.458,289.94,","81.07,","10.23,",45.65,,,,,,,,,,,,,,,,
1565,2012,40.0,"0.439,289.00,","81.19,","5.95,",43.57,,,,,,,,,,,,,,,,
1566,2012,41.0,"0.417,287.70,","83.69,","3.58,",43.64,,,,,,,,,,,,,,,,
1567,2012,42.0,"0.386,285.72,","85.19,","4.97,",45.08,,,,,,,,,,,,,,,,
1568,2012,43.0,"0.352,283.61,","85.75,","10.80,",48.27,,,,,,,,,,,,,,,,
1569,2012,44.0,"0.309,281.44,","81.64,","16.13,",48.89,,,,,,,,,,,,,,,,
1570,2012,45.0,"0.276,279.66,","80.32,","16.60,",48.46,,,,,,,,,,,,,,,,
1571,2012,46.0,"0.246,277.69,","79.95,","15.21,",47.58,,,,,,,,,,,,,,,,
1572,2012,47.0,"0.211,275.26,","76.93,","17.33,",47.13,,,,,,,,,,,,,,,,
1573,2012,48.0,"0.175,272.45,","69.92,","23.78,",46.85,,,,,,,,,,,,,,,,
1574,2012,49.0,"0.150,270.50,","66.02,","25.55,",45.79,,,,,,,,,,,,,,,,
1575,2012,50.0,"0.132,269.09,","62.60,","24.02,",43.31,,,,,,,,,,,,,,,,
1576,2012,51.0,"0.119,267.78,","60.75,","23.68,",42.21,,,,,,,,,,,,,,,,
1577,2012,52.0,"0.113,267.43,","60.29,","22.85,",41.57,,,,,,,,,,,,,,,,
1578,2013,1.0,"0.106,267.11,","55.29,","25.60,",40.45,,,,,,,,,,,,,,,,
1579,2013,2.0,"0.097,266.25,","47.44,","32.59,",40.02,,,,,,,,,,,,,,,,
1580,2013,3.0,"0.087,265.30,","37.56,","41.13,",39.34,,,,,,,,,,,,,,,,
1581,2013,4.0,"0.078,263.98,","28.32,","50.49,",39.4,,,,,,,,,,,,,,,,
1582,2013,5.0,"0.076,263.70,","25.17,","55.22,",40.19,,,,,,,,,,,,,,,,
1583,2013,6.0,"0.080,264.24,","25.83,","58.90,",42.37,,,,,,,,,,,,,,,,
1584,2013,7.0,"0.085,265.62,","26.68,","60.65,",43.66,,,,,,,,,,,,,,,,
1585,2013,8.0,"0.098,267.92,","31.21,","58.99,",45.1,,,,,,,,,,,,,,,,
1586,2013,9.0,"0.112,269.88,","36.31,","61.67,",48.99,,,,,,,,,,,,,,,,
1587,2013,10.0,"0.131,272.04,","41.80,","63.83,",52.81,,,,,,,,,,,,,,,,
1588,2013,11.0,"0.148,273.75,","43.16,","68.27,",55.71,,,,,,,,,,,,,,,,
1589,2013,12.0,"0.168,275.26,","44.33,","72.03,",58.18,,,,,,,,,,,,,,,,
1590,2013,13.0,"0.195,277.84,","47.03,","66.90,",56.97,,,,,,,,,,,,,,,,
1591,2013,14.0,"0.220,280.59,","46.54,","58.87,",52.71,,,,,,,,,,,,,,,,
1592,2013,15.0,"0.254,283.80,","50.84,","44.69,",47.76,,,,,,,,,,,,,,,,
1593,2013,16.0,"0.300,287.05,","58.74,","28.48,",43.61,,,,,,,,,,,,,,,,
1594,2013,17.0,"0.346,289.06,","63.10,","24.65,",43.87,,,,,,,,,,,,,,,,
1595,2013,18.0,"0.394,290.31,","68.63,","24.38,",46.51,,,,,,,,,,,,,,,,
1596,2013,19.0,"0.421,290.46,","67.40,","30.29,",48.85,,,,,,,,,,,,,,,,
1597,2013,20.0,"0.443,290.56,","66.10,","34.88,",50.49,,,,,,,,,,,,,,,,
1598,2013,21.0,"0.462,290.98,","64.99,","37.31,",51.15,,,,,,,,,,,,,,,,
1599,2013,22.0,"0.476,291.28,","63.55,","40.04,",51.8,,,,,,,,,,,,,,,,
1600,2013,23.0,"0.490,291.71,","65.61,","40.17,",52.89,,,,,,,,,,,,,,,,
1601,2013,24.0,"0.507,292.47,","71.07,","35.43,",53.25,,,,,,,,,,,,,,,,
1602,2013,25.0,"0.526,293.58,","77.40,","26.75,",52.08,,,,,,,,,,,,,,,,
1603,2013,26.0,"0.538,294.49,","80.39,","21.28,",50.84,,,,,,,,,,,,,,,,
1604,2013,27.0,"0.535,294.65,","77.22,","24.79,",51.01,,,,,,,,,,,,,,,,
1605,2013,28.0,"0.531,294.79,","76.36,","27.00,",51.68,,,,,,,,,,,,,,,,
1606,2013,29.0,"0.540,295.54,","81.00,","20.15,",50.58,,,,,,,,,,,,,,,,
1607,2013,30.0,"0.540,296.21,","81.37,","14.99,",48.18,,,,,,,,,,,,,,,,
1608,2013,31.0,"0.523,296.00,","74.70,","17.67,",46.18,,,,,,,,,,,,,,,,
1609,2013,32.0,"0.508,295.39,","68.40,","23.99,",46.2,,,,,,,,,,,,,,,,
1610,2013,33.0,"0.493,294.41,","62.76,","32.55,",47.66,,,,,,,,,,,,,,,,
1611,2013,34.0,"0.465,292.87,","51.28,","44.41,",47.84,,,,,,,,,,,,,,,,
1612,2013,35.0,"0.423,290.62,","37.81,","60.70,",49.26,,,,,,,,,,,,,,,,
1613,2013,36.0,"0.386,288.26,","31.92,","71.97,",51.95,,,,,,,,,,,,,,,,
1614,2013,37.0,"0.370,286.63,","34.39,","72.44,",53.41,,,,,,,,,,,,,,,,
1615,2013,38.0,"0.370,285.33,","40.14,","71.75,",55.95,,,,,,,,,,,,,,,,
1616,2013,39.0,"0.357,284.55,","41.84,","63.06,",52.45,,,,,,,,,,,,,,,,
1617,2013,40.0,"0.343,284.17,","44.38,","49.03,",46.7,,,,,,,,,,,,,,,,
1618,2013,41.0,"0.321,283.43,","46.77,","37.62,",42.19,,,,,,,,,,,,,,,,
1619,2013,42.0,"0.305,283.03,","52.81,","25.05,",38.93,,,,,,,,,,,,,,,,
1620,2013,43.0,"0.273,282.27,","52.73,","20.60,",36.66,,,,,,,,,,,,,,,,
1621,2013,44.0,"0.237,280.84,","49.86,","20.57,",35.21,,,,,,,,,,,,,,,,
1622,2013,45.0,"0.219,279.58,","54.05,","17.32,",35.69,,,,,,,,,,,,,,,,
1623,2013,46.0,"0.206,277.75,","61.27,","15.07,",38.17,,,,,,,,,,,,,,,,
1624,2013,47.0,"0.186,275.96,","64.42,","13.71,",39.07,,,,,,,,,,,,,,,,
1625,2013,48.0,"0.168,274.49,","66.63,","13.46,",40.05,,,,,,,,,,,,,,,,
1626,2013,49.0,"0.149,273.31,","66.34,","11.81,",39.08,,,,,,,,,,,,,,,,
1627,2013,50.0,"0.136,272.54,","65.62,","7.85,",36.74,,,,,,,,,,,,,,,,
1628,2013,51.0,"0.122,271.91,","62.63,","5.43,",34.03,,,,,,,,,,,,,,,,
1629,2013,52.0,"0.114,271.56,","61.17,","4.61,",32.89,,,,,,,,,,,,,,,,
1630,2014,1.0,"0.112,271.34,","59.97,","5.34,",32.66,,,,,,,,,,,,,,,,
1631,2014,2.0,"0.115,271.28,","62.45,","6.73,",34.59,,,,,,,,,,,,,,,,
1632,2014,3.0,"0.119,271.53,","63.32,","8.16,",35.74,,,,,,,,,,,,,,,,
1633,2014,4.0,"0.127,272.40,","66.95,","8.08,",37.51,,,,,,,,,,,,,,,,
1634,2014,5.0,"0.140,273.57,","71.79,","7.32,",39.55,,,,,,,,,,,,,,,,
1635,2014,6.0,"0.157,275.34,","77.90,","6.25,",42.08,,,,,,,,,,,,,,,,
1636,2014,7.0,"0.177,277.24,","83.67,","5.40,",44.54,,,,,,,,,,,,,,,,
1637,2014,8.0,"0.201,279.30,","89.59,","3.49,",46.54,,,,,,,,,,,,,,,,
1638,2014,9.0,"0.226,281.29,","94.10,","2.61,",48.36,,,,,,,,,,,,,,,,
1639,2014,10.0,"0.251,283.13,","96.64,","2.79,",49.72,,,,,,,,,,,,,,,,
1640,2014,11.0,"0.273,284.61,","97.36,","5.70,",51.53,,,,,,,,,,,,,,,,
1641,2014,12.0,"0.293,285.70,","97.25,","9.69,",53.47,,,,,,,,,,,,,,,,
1642,2014,13.0,"0.310,286.44,","96.04,","10.25,",53.14,,,,,,,,,,,,,,,,
1643,2014,14.0,"0.329,287.01,","93.91,","12.50,",53.2,,,,,,,,,,,,,,,,
1644,2014,15.0,"0.352,287.40,","92.21,","16.51,",54.36,,,,,,,,,,,,,,,,
1645,2014,16.0,"0.380,287.72,","90.06,","23.73,",56.89,,,,,,,,,,,,,,,,
1646,2014,17.0,"0.410,288.25,","87.37,","32.24,",59.8,,,,,,,,,,,,,,,,
1647,2014,18.0,"0.439,288.98,","85.75,","36.54,",61.15,,,,,,,,,,,,,,,,
1648,2014,19.0,"0.464,289.71,","84.09,","36.59,",60.34,,,,,,,,,,,,,,,,
1649,2014,20.0,"0.482,290.43,","81.75,","35.08,",58.42,,,,,,,,,,,,,,,,
1650,2014,21.0,"0.498,291.42,","79.60,","32.31,",55.95,,,,,,,,,,,,,,,,
1651,2014,22.0,"0.511,292.20,","77.93,","30.38,",54.16,,,,,,,,,,,,,,,,
1652,2014,23.0,"0.521,292.86,","77.77,","28.17,",52.97,,,,,,,,,,,,,,,,
1653,2014,24.0,"0.529,293.12,","78.58,","28.44,",53.51,,,,,,,,,,,,,,,,
1654,2014,25.0,"0.537,293.88,","80.00,","23.43,",51.72,,,,,,,,,,,,,,,,
1655,2014,26.0,"0.531,294.12,","75.83,","24.72,",50.27,,,,,,,,,,,,,,,,
1656,2014,27.0,"0.524,294.18,","71.05,","29.79,",50.42,,,,,,,,,,,,,,,,
1657,2014,28.0,"0.513,293.92,","66.60,","37.74,",52.17,,,,,,,,,,,,,,,,
1658,2014,29.0,"0.511,294.19,","66.92,","36.87,",51.89,,,,,,,,,,,,,,,,
1659,2014,30.0,"0.511,294.36,","67.62,","36.22,",51.92,,,,,,,,,,,,,,,,
1660,2014,31.0,"0.502,293.77,","64.71,","43.72,",54.22,,,,,,,,,,,,,,,,
1661,2014,32.0,"0.500,293.08,","64.40,","51.98,",58.19,,,,,,,,,,,,,,,,
1662,2014,33.0,"0.499,292.59,","65.65,","55.46,",60.56,,,,,,,,,,,,,,,,
1663,2014,34.0,"0.495,292.18,","66.38,","53.82,",60.1,,,,,,,,,,,,,,,,
1664,2014,35.0,"0.486,291.34,","67.95,","52.50,",60.23,,,,,,,,,,,,,,,,
1665,2014,36.0,"0.481,290.38,","72.75,","47.60,",60.18,,,,,,,,,,,,,,,,
1666,2014,37.0,"0.481,289.79,","78.99,","38.12,",58.56,,,,,,,,,,,,,,,,
1667,2014,38.0,"0.470,289.21,","79.69,","30.13,",54.91,,,,,,,,,,,,,,,,
1668,2014,39.0,"0.446,288.35,","76.71,","24.35,",50.53,,,,,,,,,,,,,,,,
1669,2014,40.0,"0.422,287.11,","75.41,","20.50,",47.96,,,,,,,,,,,,,,,,
1670,2014,41.0,"0.399,285.90,","76.97,","14.84,",45.91,,,,,,,,,,,,,,,,
1671,2014,42.0,"0.373,285.05,","80.31,","8.44,",44.38,,,,,,,,,,,,,,,,
1672,2014,43.0,"0.340,284.12,","81.11,","6.99,",44.05,,,,,,,,,,,,,,,,
1673,2014,44.0,"0.305,282.82,","79.69,","6.39,",43.04,,,,,,,,,,,,,,,,
1674,2014,45.0,"0.280,281.43,","82.67,","5.76,",44.22,,,,,,,,,,,,,,,,
