,Mean,data,for,UKR,Province=,18:,"Poltava,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1399,2009,30.0,"0.444,299.71,","73.21,","37.69,",55.45,,,,,,,,,,,,,,,,
1400,2009,31.0,"0.434,299.60,","73.08,","41.11,",57.1,,,,,,,,,,,,,,,,
1401,2009,32.0,"0.421,299.37,","72.67,","42.11,",57.39,,,,,,,,,,,,,,,,
1402,2009,33.0,"0.404,299.17,","72.02,","39.98,",56.0,,,,,,,,,,,,,,,,
1403,2009,34.0,"0.384,298.60,","69.93,","36.45,",53.19,,,,,,,,,,,,,,,,
1404,2009,35.0,"0.362,297.87,","68.44,","30.68,",49.56,,,,,,,,,,,,,,,,
1405,2009,36.0,"0.340,296.72,","66.51,","25.93,",46.22,,,,,,,,,,,,,,,,
1406,2009,37.0,"0.315,294.86,","64.36,","25.56,",44.96,,,,,,,,,,,,,,,,
1407,2009,38.0,"0.290,292.31,","61.00,","36.72,",48.86,,,,,,,,,,,,,,,,
1408,2009,39.0,"0.262,289.59,","56.88,","47.33,",52.1,,,,,,,,,,,,,,,,
1409,2009,40.0,"0.237,287.29,","54.49,","47.36,",50.92,,,,,,,,,,,,,,,,
1410,2009,41.0,"0.208,284.58,","50.81,","49.21,",50.01,,,,,,,,,,,,,,,,
1411,2009,42.0,"0.177,280.85,","46.61,","61.52,",54.07,,,,,,,,,,,,,,,,
1412,2009,43.0,"0.146,276.60,","42.20,","71.38,",56.79,,,,,,,,,,,,,,,,
1413,2009,44.0,"0.115,272.31,","35.62,","73.68,",54.65,,,,,,,,,,,,,,,,
1414,2009,45.0,"0.090,268.92,","28.45,","71.85,",50.15,,,,,,,,,,,,,,,,
1415,2009,46.0,"0.073,265.97,","25.02,","69.96,",47.49,,,,,,,,,,,,,,,,
1416,2009,47.0,"0.061,262.42,","23.46,","72.76,",48.11,,,,,,,,,,,,,,,,
1417,2009,48.0,"0.055,260.16,","25.51,","72.72,",49.12,,,,,,,,,,,,,,,,
1418,2009,49.0,"0.051,258.58,","27.75,","71.11,",49.43,,,,,,,,,,,,,,,,
1419,2009,50.0,"0.048,256.16,","29.12,","72.13,",50.62,,,,,,,,,,,,,,,,
1420,2009,51.0,"0.045,253.66,","31.75,","75.93,",53.84,,,,,,,,,,,,,,,,
1421,2009,52.0,"0.042,252.20,","35.25,","76.96,",56.11,,,,,,,,,,,,,,,,
1422,2010,1.0,"0.031,252.36,","27.89,","72.11,",50.0,,,,,,,,,,,,,,,,
1423,2010,2.0,"0.029,252.78,","28.23,","68.93,",48.58,,,,,,,,,,,,,,,,
1424,2010,3.0,"0.027,252.13,","25.97,","72.82,",49.39,,,,,,,,,,,,,,,,
1425,2010,4.0,"0.025,251.71,","23.18,","76.07,",49.62,,,,,,,,,,,,,,,,
1426,2010,5.0,"0.022,251.99,","19.46,","76.93,",48.19,,,,,,,,,,,,,,,,
1427,2010,6.0,"0.021,252.91,","16.67,","73.97,",45.32,,,,,,,,,,,,,,,,
1428,2010,7.0,"0.021,253.81,","13.13,","71.84,",42.49,,,,,,,,,,,,,,,,
1429,2010,8.0,"0.020,255.03,","10.61,","72.05,",41.33,,,,,,,,,,,,,,,,
1430,2010,9.0,"0.023,257.60,","11.45,","69.59,",40.52,,,,,,,,,,,,,,,,
1431,2010,10.0,"0.032,261.55,","13.24,","66.10,",39.67,,,,,,,,,,,,,,,,
1432,2010,11.0,"0.044,265.77,","16.47,","63.00,",39.73,,,,,,,,,,,,,,,,
1433,2010,12.0,"0.059,270.79,","20.05,","59.47,",39.76,,,,,,,,,,,,,,,,
1434,2010,13.0,"0.079,276.27,","25.23,","52.88,",39.06,,,,,,,,,,,,,,,,
1435,2010,14.0,"0.109,281.42,","32.30,","43.27,",37.79,,,,,,,,,,,,,,,,
1436,2010,15.0,"0.142,286.35,","37.09,","32.01,",34.55,,,,,,,,,,,,,,,,
1437,2010,16.0,"0.183,290.04,","42.68,","24.14,",33.41,,,,,,,,,,,,,,,,
1438,2010,17.0,"0.225,292.67,","47.18,","22.78,",34.98,,,,,,,,,,,,,,,,
1439,2010,18.0,"0.265,295.05,","49.59,","21.56,",35.58,,,,,,,,,,,,,,,,
1440,2010,19.0,"0.304,297.01,","49.80,","19.95,",34.87,,,,,,,,,,,,,,,,
1441,2010,20.0,"0.341,297.97,","49.78,","23.02,",36.4,,,,,,,,,,,,,,,,
1442,2010,21.0,"0.378,298.76,","53.84,","24.16,",39.0,,,,,,,,,,,,,,,,
1443,2010,22.0,"0.413,299.76,","60.23,","19.96,",40.09,,,,,,,,,,,,,,,,
1444,2010,23.0,"0.438,300.45,","66.65,","17.33,",41.99,,,,,,,,,,,,,,,,
1445,2010,24.0,"0.455,300.96,","71.41,","15.22,",43.31,,,,,,,,,,,,,,,,
1446,2010,25.0,"0.462,301.24,","74.81,","14.26,",44.54,,,,,,,,,,,,,,,,
1447,2010,26.0,"0.463,301.38,","75.38,","13.57,",44.48,,,,,,,,,,,,,,,,
1448,2010,27.0,"0.465,301.66,","76.41,","11.04,",43.72,,,,,,,,,,,,,,,,
1449,2010,28.0,"0.457,301.83,","73.74,","10.02,",41.88,,,,,,,,,,,,,,,,
1450,2010,29.0,"0.446,302.20,","70.10,","9.59,",39.85,,,,,,,,,,,,,,,,
1451,2010,30.0,"0.433,302.90,","67.83,","8.23,",38.03,,,,,,,,,,,,,,,,
1452,2010,31.0,"0.411,303.13,","61.71,","8.84,",35.28,,,,,,,,,,,,,,,,
1453,2010,32.0,"0.385,302.80,","54.39,","10.46,",32.42,,,,,,,,,,,,,,,,
1454,2010,33.0,"0.356,301.64,","47.35,","16.28,",31.82,,,,,,,,,,,,,,,,
1455,2010,34.0,"0.335,299.90,","45.07,","23.09,",34.08,,,,,,,,,,,,,,,,
1456,2010,35.0,"0.321,298.07,","47.15,","28.40,",37.77,,,,,,,,,,,,,,,,
1457,2010,36.0,"0.302,295.79,","46.99,","36.47,",41.73,,,,,,,,,,,,,,,,
1458,2010,37.0,"0.287,293.72,","49.28,","39.31,",44.3,,,,,,,,,,,,,,,,
1459,2010,38.0,"0.271,291.66,","51.01,","44.47,",47.74,,,,,,,,,,,,,,,,
1460,2010,39.0,"0.257,289.52,","53.92,","47.72,",50.82,,,,,,,,,,,,,,,,
1461,2010,40.0,"0.241,286.84,","56.43,","52.92,",54.68,,,,,,,,,,,,,,,,
1462,2010,41.0,"0.223,284.34,","58.77,","52.68,",55.72,,,,,,,,,,,,,,,,
1463,2010,42.0,"0.205,282.61,","61.96,","42.63,",52.29,,,,,,,,,,,,,,,,
1464,2010,43.0,"0.189,281.17,","67.06,","31.60,",49.33,,,,,,,,,,,,,,,,
1465,2010,44.0,"0.167,278.97,","67.56,","23.65,",45.6,,,,,,,,,,,,,,,,
1466,2010,45.0,"0.144,275.85,","64.19,","26.08,",45.13,,,,,,,,,,,,,,,,
1467,2010,46.0,"0.120,272.44,","58.75,","31.96,",45.36,,,,,,,,,,,,,,,,
1468,2010,47.0,"0.101,268.27,","54.82,","40.53,",47.67,,,,,,,,,,,,,,,,
1469,2010,48.0,"0.084,264.25,","51.43,","50.68,",51.05,,,,,,,,,,,,,,,,
1470,2010,49.0,"0.068,260.33,","42.90,","61.09,",52.0,,,,,,,,,,,,,,,,
1471,2010,50.0,"0.056,257.06,","37.22,","66.06,",51.64,,,,,,,,,,,,,,,,
1472,2010,51.0,"0.046,254.94,","32.09,","68.86,",50.48,,,,,,,,,,,,,,,,
1473,2010,52.0,"0.039,253.74,","32.01,","70.23,",51.12,,,,,,,,,,,,,,,,
1474,2011,1.0,"0.033,253.09,","30.92,","70.58,",50.75,,,,,,,,,,,,,,,,
1475,2011,2.0,"0.030,253.63,","28.63,","67.12,",47.87,,,,,,,,,,,,,,,,
1476,2011,3.0,"0.030,255.02,","29.92,","62.64,",46.28,,,,,,,,,,,,,,,,
1477,2011,4.0,"0.032,256.55,","30.96,","58.53,",44.74,,,,,,,,,,,,,,,,
1478,2011,5.0,"0.034,258.04,","32.15,","55.75,",43.95,,,,,,,,,,,,,,,,
1479,2011,6.0,"0.040,259.92,","34.38,","51.09,",42.74,,,,,,,,,,,,,,,,
1480,2011,7.0,"0.047,262.98,","34.76,","43.38,",39.07,,,,,,,,,,,,,,,,
1481,2011,8.0,"0.053,265.68,","33.46,","39.44,",36.45,,,,,,,,,,,,,,,,
1482,2011,9.0,"0.064,268.68,","36.51,","35.71,",36.11,,,,,,,,,,,,,,,,
1483,2011,10.0,"0.080,272.20,","40.36,","32.24,",36.3,,,,,,,,,,,,,,,,
1484,2011,11.0,"0.094,275.02,","42.57,","31.23,",36.9,,,,,,,,,,,,,,,,
1485,2011,12.0,"0.110,277.72,","45.22,","33.10,",39.16,,,,,,,,,,,,,,,,
1486,2011,13.0,"0.126,280.15,","47.40,","36.41,",41.9,,,,,,,,,,,,,,,,
1487,2011,14.0,"0.146,282.79,","49.47,","37.19,",43.33,,,,,,,,,,,,,,,,
1488,2011,15.0,"0.171,286.36,","49.89,","32.59,",41.24,,,,,,,,,,,,,,,,
1489,2011,16.0,"0.197,290.52,","48.51,","21.37,",34.94,,,,,,,,,,,,,,,,
1490,2011,17.0,"0.227,293.66,","47.87,","14.99,",31.43,,,,,,,,,,,,,,,,
1491,2011,18.0,"0.262,295.92,","48.50,","13.25,",30.87,,,,,,,,,,,,,,,,
1492,2011,19.0,"0.303,297.32,","49.38,","15.67,",32.53,,,,,,,,,,,,,,,,
1493,2011,20.0,"0.346,298.23,","51.85,","18.92,",35.39,,,,,,,,,,,,,,,,
1494,2011,21.0,"0.387,299.05,","58.30,","19.36,",38.83,,,,,,,,,,,,,,,,
1495,2011,22.0,"0.419,299.67,","63.82,","19.13,",41.48,,,,,,,,,,,,,,,,
1496,2011,23.0,"0.439,299.97,","67.36,","20.89,",44.13,,,,,,,,,,,,,,,,
1497,2011,24.0,"0.448,299.30,","67.20,","30.97,",49.09,,,,,,,,,,,,,,,,
1498,2011,25.0,"0.457,298.54,","71.81,","40.92,",56.37,,,,,,,,,,,,,,,,
1499,2011,26.0,"0.468,298.23,","78.29,","45.14,",61.72,,,,,,,,,,,,,,,,
1500,2011,27.0,"0.478,298.10,","83.63,","46.60,",65.11,,,,,,,,,,,,,,,,
1501,2011,28.0,"0.486,298.37,","89.52,","44.42,",66.97,,,,,,,,,,,,,,,,
1502,2011,29.0,"0.488,298.54,","91.61,","45.75,",68.68,,,,,,,,,,,,,,,,
1503,2011,30.0,"0.484,298.60,","92.40,","49.44,",70.92,,,,,,,,,,,,,,,,
1504,2011,31.0,"0.477,298.80,","93.22,","49.34,",71.28,,,,,,,,,,,,,,,,
1505,2011,32.0,"0.460,298.58,","91.19,","50.30,",70.75,,,,,,,,,,,,,,,,
1506,2011,33.0,"0.441,298.38,","89.33,","48.27,",68.8,,,,,,,,,,,,,,,,
1507,2011,34.0,"0.424,298.43,","88.76,","38.22,",63.49,,,,,,,,,,,,,,,,
1508,2011,35.0,"0.400,298.01,","86.03,","29.11,",57.57,,,,,,,,,,,,,,,,
1509,2011,36.0,"0.369,297.13,","80.81,","21.15,",50.98,,,,,,,,,,,,,,,,
1510,2011,37.0,"0.336,295.86,","74.52,","13.29,",43.9,,,,,,,,,,,,,,,,
1511,2011,38.0,"0.306,294.27,","68.92,","11.53,",40.22,,,,,,,,,,,,,,,,
1512,2011,39.0,"0.276,292.35,","63.97,","12.27,",38.12,,,,,,,,,,,,,,,,
1513,2011,40.0,"0.246,290.01,","59.71,","13.66,",36.69,,,,,,,,,,,,,,,,
1514,2011,41.0,"0.220,287.53,","58.26,","13.09,",35.68,,,,,,,,,,,,,,,,
1515,2011,42.0,"0.194,284.81,","57.11,","18.00,",37.55,,,,,,,,,,,,,,,,
1516,2011,43.0,"0.170,282.30,","57.86,","21.42,",39.64,,,,,,,,,,,,,,,,
1517,2011,44.0,"0.151,280.10,","58.96,","14.69,",36.83,,,,,,,,,,,,,,,,
1518,2011,45.0,"0.132,277.80,","57.87,","12.57,",35.22,,,,,,,,,,,,,,,,
1519,2011,46.0,"0.114,275.10,","56.79,","15.86,",36.32,,,,,,,,,,,,,,,,
1520,2011,47.0,"0.097,271.95,","54.39,","20.55,",37.47,,,,,,,,,,,,,,,,
1521,2011,48.0,"0.082,268.80,","51.21,","28.01,",39.61,,,,,,,,,,,,,,,,
1522,2011,49.0,"0.071,265.70,","47.69,","36.83,",42.26,,,,,,,,,,,,,,,,
1523,2011,50.0,"0.062,263.41,","45.15,","38.73,",41.94,,,,,,,,,,,,,,,,
1524,2011,51.0,"0.056,261.43,","44.55,","41.11,",42.83,,,,,,,,,,,,,,,,
1525,2011,52.0,"0.051,259.45,","46.11,","45.81,",45.96,,,,,,,,,,,,,,,,
1526,2012,1.0,"0.047,257.43,","48.91,","50.60,",49.76,,,,,,,,,,,,,,,,
1527,2012,2.0,"0.044,255.35,","46.41,","56.58,",51.49,,,,,,,,,,,,,,,,
1528,2012,3.0,"0.041,254.19,","42.23,","62.36,",52.29,,,,,,,,,,,,,,,,
1529,2012,4.0,"0.038,254.32,","38.28,","65.06,",51.67,,,,,,,,,,,,,,,,
1530,2012,5.0,"0.037,255.88,","35.18,","63.41,",49.3,,,,,,,,,,,,,,,,
1531,2012,6.0,"0.035,257.52,","30.19,","59.33,",44.76,,,,,,,,,,,,,,,,
1532,2012,7.0,"0.033,258.78,","23.34,","57.05,",40.2,,,,,,,,,,,,,,,,
1533,2012,8.0,"0.034,260.87,","20.33,","54.86,",37.6,,,,,,,,,,,,,,,,
1534,2012,9.0,"0.036,263.16,","19.13,","53.15,",36.14,,,,,,,,,,,,,,,,
1535,2012,10.0,"0.042,265.89,","18.79,","52.73,",35.76,,,,,,,,,,,,,,,,
1536,2012,11.0,"0.055,269.52,","21.99,","50.33,",36.16,,,,,,,,,,,,,,,,
1537,2012,12.0,"0.072,273.72,","26.61,","48.41,",37.51,,,,,,,,,,,,,,,,
1538,2012,13.0,"0.093,278.06,","31.78,","45.14,",38.46,,,,,,,,,,,,,,,,
1539,2012,14.0,"0.120,282.58,","37.66,","37.62,",37.64,,,,,,,,,,,,,,,,
1540,2012,15.0,"0.155,287.22,","42.77,","27.26,",35.02,,,,,,,,,,,,,,,,
1541,2012,16.0,"0.197,291.34,","48.72,","16.41,",32.56,,,,,,,,,,,,,,,,
1542,2012,17.0,"0.247,294.56,","56.24,","11.08,",33.66,,,,,,,,,,,,,,,,
1543,2012,18.0,"0.293,296.85,","61.30,","10.24,",35.77,,,,,,,,,,,,,,,,
1544,2012,19.0,"0.331,298.48,","61.47,","10.55,",36.01,,,,,,,,,,,,,,,,
1545,2012,20.0,"0.359,299.36,","58.62,","12.84,",35.73,,,,,,,,,,,,,,,,
1546,2012,21.0,"0.380,299.69,","55.81,","17.25,",36.53,,,,,,,,,,,,,,,,
1547,2012,22.0,"0.423,301.17,","66.87,","10.59,",38.73,,,,,,,,,,,,,,,,
1548,2012,23.0,"0.443,301.53,","70.33,","10.93,",40.63,,,,,,,,,,,,,,,,
1549,2012,24.0,"0.456,301.76,","72.28,","11.12,",41.7,,,,,,,,,,,,,,,,
1550,2012,25.0,"0.463,301.94,","75.03,","10.91,",42.97,,,,,,,,,,,,,,,,
1551,2012,26.0,"0.466,301.99,","76.06,","11.04,",43.55,,,,,,,,,,,,,,,,
1552,2012,27.0,"0.458,302.13,","71.94,","10.11,",41.03,,,,,,,,,,,,,,,,
1553,2012,28.0,"0.452,302.22,","70.61,","10.01,",40.31,,,,,,,,,,,,,,,,
1554,2012,29.0,"0.439,301.98,","66.60,","13.52,",40.06,,,,,,,,,,,,,,,,
1555,2012,30.0,"0.428,301.81,","64.94,","18.43,",41.69,,,,,,,,,,,,,,,,
1556,2012,31.0,"0.414,301.36,","62.90,","24.25,",43.58,,,,,,,,,,,,,,,,
1557,2012,32.0,"0.399,300.74,","61.22,","28.46,",44.84,,,,,,,,,,,,,,,,
1558,2012,33.0,"0.385,299.77,","61.60,","33.79,",47.7,,,,,,,,,,,,,,,,
1559,2012,34.0,"0.373,298.58,","63.57,","36.69,",50.13,,,,,,,,,,,,,,,,
1560,2012,35.0,"0.362,297.38,","67.42,","36.29,",51.85,,,,,,,,,,,,,,,,
1561,2012,36.0,"0.355,296.68,","73.44,","26.52,",49.98,,,,,,,,,,,,,,,,
1562,2012,37.0,"0.345,295.80,","77.82,","15.29,",46.55,,,,,,,,,,,,,,,,
1563,2012,38.0,"0.329,294.60,","79.05,","10.53,",44.79,,,,,,,,,,,,,,,,
1564,2012,39.0,"0.312,293.18,","80.29,","7.50,",43.89,,,,,,,,,,,,,,,,
1565,2012,40.0,"0.298,291.60,","82.83,","3.71,",43.27,,,,,,,,,,,,,,,,
1566,2012,41.0,"0.276,289.46,","83.52,","1.88,",42.7,,,,,,,,,,,,,,,,
1567,2012,42.0,"0.247,286.92,","81.70,","3.46,",42.58,,,,,,,,,,,,,,,,
1568,2012,43.0,"0.221,284.17,","80.96,","7.44,",44.2,,,,,,,,,,,,,,,,
1569,2012,44.0,"0.195,281.26,","79.76,","7.44,",43.6,,,,,,,,,,,,,,,,
1570,2012,45.0,"0.172,278.41,","78.25,","9.48,",43.87,,,,,,,,,,,,,,,,
1571,2012,46.0,"0.148,275.28,","75.40,","15.11,",45.26,,,,,,,,,,,,,,,,
1572,2012,47.0,"0.123,272.11,","71.20,","19.65,",45.42,,,,,,,,,,,,,,,,
1573,2012,48.0,"0.097,268.07,","62.39,","31.51,",46.95,,,,,,,,,,,,,,,,
1574,2012,49.0,"0.079,264.05,","54.00,","44.54,",49.27,,,,,,,,,,,,,,,,
1575,2012,50.0,"0.063,260.77,","45.63,","50.43,",48.03,,,,,,,,,,,,,,,,
1576,2012,51.0,"0.050,257.82,","38.01,","57.04,",47.53,,,,,,,,,,,,,,,,
1577,2012,52.0,"0.044,255.61,","37.86,","62.37,",50.11,,,,,,,,,,,,,,,,
1578,2013,1.0,"0.043,254.30,","43.27,","65.38,",54.33,,,,,,,,,,,,,,,,
1579,2013,2.0,"0.039,252.95,","40.81,","69.81,",55.31,,,,,,,,,,,,,,,,
1580,2013,3.0,"0.037,252.77,","38.40,","71.95,",55.17,,,,,,,,,,,,,,,,
1581,2013,4.0,"0.040,253.35,","41.26,","71.25,",56.26,,,,,,,,,,,,,,,,
1582,2013,5.0,"0.044,255.39,","43.47,","66.07,",54.77,,,,,,,,,,,,,,,,
1583,2013,6.0,"0.051,258.57,","44.74,","56.26,",50.5,,,,,,,,,,,,,,,,
1584,2013,7.0,"0.062,262.25,","46.77,","46.13,",46.45,,,,,,,,,,,,,,,,
1585,2013,8.0,"0.081,266.87,","53.24,","35.76,",44.5,,,,,,,,,,,,,,,,
1586,2013,9.0,"0.098,270.21,","57.14,","31.03,",44.08,,,,,,,,,,,,,,,,
1587,2013,10.0,"0.109,272.63,","56.61,","31.06,",43.83,,,,,,,,,,,,,,,,
1588,2013,11.0,"0.118,275.10,","54.68,","31.27,",42.97,,,,,,,,,,,,,,,,
1589,2013,12.0,"0.128,277.08,","53.60,","35.96,",44.78,,,,,,,,,,,,,,,,
1590,2013,13.0,"0.143,279.59,","55.04,","39.12,",47.08,,,,,,,,,,,,,,,,
1591,2013,14.0,"0.168,283.08,","58.96,","35.86,",47.41,,,,,,,,,,,,,,,,
1592,2013,15.0,"0.206,287.21,","64.58,","27.89,",46.24,,,,,,,,,,,,,,,,
1593,2013,16.0,"0.250,290.95,","70.04,","18.73,",44.39,,,,,,,,,,,,,,,,
1594,2013,17.0,"0.294,294.11,","74.19,","12.22,",43.2,,,,,,,,,,,,,,,,
1595,2013,18.0,"0.333,296.32,","75.81,","11.07,",43.44,,,,,,,,,,,,,,,,
1596,2013,19.0,"0.363,297.80,","74.00,","12.50,",43.25,,,,,,,,,,,,,,,,
1597,2013,20.0,"0.390,298.81,","71.38,","14.19,",42.78,,,,,,,,,,,,,,,,
1598,2013,21.0,"0.414,299.58,","71.57,","14.92,",43.24,,,,,,,,,,,,,,,,
1599,2013,22.0,"0.436,299.97,","73.11,","16.91,",45.01,,,,,,,,,,,,,,,,
1600,2013,23.0,"0.456,300.02,","77.31,","20.91,",49.11,,,,,,,,,,,,,,,,
1601,2013,24.0,"0.469,300.13,","80.46,","22.79,",51.63,,,,,,,,,,,,,,,,
1602,2013,25.0,"0.475,300.15,","82.01,","24.36,",53.19,,,,,,,,,,,,,,,,
1603,2013,26.0,"0.472,299.74,","79.50,","29.26,",54.38,,,,,,,,,,,,,,,,
1604,2013,27.0,"0.464,299.15,","75.35,","35.48,",55.41,,,,,,,,,,,,,,,,
1605,2013,28.0,"0.453,298.68,","70.82,","41.12,",55.97,,,,,,,,,,,,,,,,
1606,2013,29.0,"0.439,298.32,","66.12,","48.27,",57.19,,,,,,,,,,,,,,,,
1607,2013,30.0,"0.424,298.31,","63.08,","52.79,",57.93,,,,,,,,,,,,,,,,
1608,2013,31.0,"0.409,298.53,","60.09,","52.55,",56.32,,,,,,,,,,,,,,,,
1609,2013,32.0,"0.387,298.50,","55.14,","51.31,",53.22,,,,,,,,,,,,,,,,
1610,2013,33.0,"0.362,298.06,","50.01,","51.62,",50.82,,,,,,,,,,,,,,,,
1611,2013,34.0,"0.330,296.94,","42.36,","54.36,",48.36,,,,,,,,,,,,,,,,
1612,2013,35.0,"0.292,294.72,","33.78,","65.72,",49.75,,,,,,,,,,,,,,,,
1613,2013,36.0,"0.258,292.48,","27.06,","73.05,",50.05,,,,,,,,,,,,,,,,
1614,2013,37.0,"0.231,290.60,","23.75,","74.28,",49.02,,,,,,,,,,,,,,,,
1615,2013,38.0,"0.209,288.94,","22.44,","74.98,",48.71,,,,,,,,,,,,,,,,
1616,2013,39.0,"0.193,287.45,","23.41,","70.43,",46.92,,,,,,,,,,,,,,,,
1617,2013,40.0,"0.178,286.02,","25.37,","61.30,",43.34,,,,,,,,,,,,,,,,
1618,2013,41.0,"0.165,284.75,","28.61,","47.02,",37.82,,,,,,,,,,,,,,,,
1619,2013,42.0,"0.152,283.56,","33.34,","31.96,",32.65,,,,,,,,,,,,,,,,
1620,2013,43.0,"0.142,282.43,","40.62,","20.20,",30.41,,,,,,,,,,,,,,,,
1621,2013,44.0,"0.133,280.93,","46.85,","9.35,",28.1,,,,,,,,,,,,,,,,
1622,2013,45.0,"0.126,279.65,","52.32,","3.64,",27.98,,,,,,,,,,,,,,,,
1623,2013,46.0,"0.119,277.53,","59.10,","4.10,",31.6,,,,,,,,,,,,,,,,
1624,2013,47.0,"0.111,275.11,","63.90,","5.24,",34.57,,,,,,,,,,,,,,,,
1625,2013,48.0,"0.099,272.28,","64.88,","10.51,",37.69,,,,,,,,,,,,,,,,
1626,2013,49.0,"0.083,269.27,","58.28,","19.85,",39.07,,,,,,,,,,,,,,,,
1627,2013,50.0,"0.068,266.40,","51.20,","25.32,",38.26,,,,,,,,,,,,,,,,
1628,2013,51.0,"0.058,263.50,","46.54,","32.51,",39.53,,,,,,,,,,,,,,,,
1629,2013,52.0,"0.052,261.32,","47.25,","38.27,",42.76,,,,,,,,,,,,,,,,
1630,2014,1.0,"0.050,260.12,","52.18,","40.89,",46.54,,,,,,,,,,,,,,,,
1631,2014,2.0,"0.051,259.89,","55.02,","40.76,",47.89,,,,,,,,,,,,,,,,
1632,2014,3.0,"0.055,260.42,","58.71,","40.19,",49.45,,,,,,,,,,,,,,,,
1633,2014,4.0,"0.061,261.91,","63.55,","37.05,",50.3,,,,,,,,,,,,,,,,
1634,2014,5.0,"0.067,263.83,","66.22,","33.74,",49.98,,,,,,,,,,,,,,,,
1635,2014,6.0,"0.073,266.21,","65.86,","28.67,",47.26,,,,,,,,,,,,,,,,
1636,2014,7.0,"0.082,269.11,","62.99,","22.77,",42.88,,,,,,,,,,,,,,,,
1637,2014,8.0,"0.093,272.65,","62.17,","16.53,",39.35,,,,,,,,,,,,,,,,
1638,2014,9.0,"0.110,276.28,","65.36,","11.16,",38.26,,,,,,,,,,,,,,,,
1639,2014,10.0,"0.131,280.14,","69.96,","6.34,",38.15,,,,,,,,,,,,,,,,
1640,2014,11.0,"0.153,283.23,","73.38,","3.59,",38.48,,,,,,,,,,,,,,,,
1641,2014,12.0,"0.174,285.67,","75.82,","3.62,",39.72,,,,,,,,,,,,,,,,
1642,2014,13.0,"0.192,287.65,","77.61,","4.86,",41.23,,,,,,,,,,,,,,,,
1643,2014,14.0,"0.212,289.52,","78.96,","5.76,",42.36,,,,,,,,,,,,,,,,
1644,2014,15.0,"0.238,291.37,","78.23,","6.56,",42.4,,,,,,,,,,,,,,,,
1645,2014,16.0,"0.269,293.33,","78.04,","6.47,",42.25,,,,,,,,,,,,,,,,
1646,2014,17.0,"0.308,295.31,","79.62,","6.78,",43.2,,,,,,,,,,,,,,,,
1647,2014,18.0,"0.344,296.91,","79.97,","8.56,",44.26,,,,,,,,,,,,,,,,
1648,2014,19.0,"0.376,298.04,","78.77,","11.45,",45.11,,,,,,,,,,,,,,,,
1649,2014,20.0,"0.403,298.56,","76.44,","16.54,",46.49,,,,,,,,,,,,,,,,
1650,2014,21.0,"0.426,298.66,","76.71,","23.59,",50.15,,,,,,,,,,,,,,,,
1651,2014,22.0,"0.444,298.26,","77.18,","33.88,",55.53,,,,,,,,,,,,,,,,
1652,2014,23.0,"0.466,298.27,","82.60,","38.44,",60.52,,,,,,,,,,,,,,,,
1653,2014,24.0,"0.480,298.08,","86.23,","43.58,",64.91,,,,,,,,,,,,,,,,
1654,2014,25.0,"0.486,297.79,","87.63,","48.63,",68.13,,,,,,,,,,,,,,,,
1655,2014,26.0,"0.488,297.84,","87.22,","49.10,",68.16,,,,,,,,,,,,,,,,
1656,2014,27.0,"0.487,298.34,","86.01,","43.94,",64.98,,,,,,,,,,,,,,,,
1657,2014,28.0,"0.481,298.82,","84.33,","39.50,",61.92,,,,,,,,,,,,,,,,
1658,2014,29.0,"0.470,299.56,","81.49,","34.66,",58.07,,,,,,,,,,,,,,,,
1659,2014,30.0,"0.454,300.23,","77.58,","32.22,",54.9,,,,,,,,,,,,,,,,
1660,2014,31.0,"0.432,300.61,","72.00,","30.86,",51.43,,,,,,,,,,,,,,,,
1661,2014,32.0,"0.407,300.74,","66.16,","28.33,",47.25,,,,,,,,,,,,,,,,
1662,2014,33.0,"0.380,300.29,","60.09,","28.61,",44.35,,,,,,,,,,,,,,,,
1663,2014,34.0,"0.355,299.60,","55.44,","26.14,",40.79,,,,,,,,,,,,,,,,
1664,2014,35.0,"0.334,298.65,","53.89,","22.71,",38.3,,,,,,,,,,,,,,,,
1665,2014,36.0,"0.317,297.40,","54.60,","19.34,",36.97,,,,,,,,,,,,,,,,
1666,2014,37.0,"0.299,296.05,","55.44,","13.30,",34.37,,,,,,,,,,,,,,,,
1667,2014,38.0,"0.279,294.23,","54.85,","13.83,",34.34,,,,,,,,,,,,,,,,
1668,2014,39.0,"0.259,291.86,","54.59,","19.01,",36.8,,,,,,,,,,,,,,,,
1669,2014,40.0,"0.240,289.52,","55.77,","20.04,",37.91,,,,,,,,,,,,,,,,
1670,2014,41.0,"0.220,287.15,","57.60,","18.19,",37.89,,,,,,,,,,,,,,,,
1671,2014,42.0,"0.200,284.72,","59.78,","19.68,",39.73,,,,,,,,,,,,,,,,
1672,2014,43.0,"0.179,282.72,","61.91,","18.06,",39.99,,,,,,,,,,,,,,,,
1673,2014,44.0,"0.156,280.57,","61.22,","11.92,",36.57,,,,,,,,,,,,,,,,
1674,2014,45.0,"0.133,278.08,","57.45,","11.65,",34.55,,,,,,,,,,,,,,,,
