,Mean,data,for,UKR,Province=,3:,"Chernivtsi,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1399,2009,30.0,"0.499,297.80,","70.42,","16.16,",43.29,,,,,,,,,,,,,,,,
1400,2009,31.0,"0.490,297.74,","68.00,","14.94,",41.47,,,,,,,,,,,,,,,,
1401,2009,32.0,"0.479,297.64,","64.57,","13.88,",39.22,,,,,,,,,,,,,,,,
1402,2009,33.0,"0.464,297.32,","59.34,","13.18,",36.26,,,,,,,,,,,,,,,,
1403,2009,34.0,"0.451,297.14,","55.20,","10.24,",32.72,,,,,,,,,,,,,,,,
1404,2009,35.0,"0.436,296.84,","54.15,","6.43,",30.29,,,,,,,,,,,,,,,,
1405,2009,36.0,"0.418,296.17,","53.01,","5.04,",29.03,,,,,,,,,,,,,,,,
1406,2009,37.0,"0.395,295.24,","50.89,","4.75,",27.82,,,,,,,,,,,,,,,,
1407,2009,38.0,"0.370,293.91,","47.06,","5.63,",26.35,,,,,,,,,,,,,,,,
1408,2009,39.0,"0.343,292.69,","43.57,","4.79,",24.18,,,,,,,,,,,,,,,,
1409,2009,40.0,"0.315,291.12,","40.41,","4.70,",22.56,,,,,,,,,,,,,,,,
1410,2009,41.0,"0.282,288.97,","36.23,","6.28,",21.26,,,,,,,,,,,,,,,,
1411,2009,42.0,"0.245,286.37,","32.26,","13.60,",22.93,,,,,,,,,,,,,,,,
1412,2009,43.0,"0.210,283.62,","30.23,","22.45,",26.34,,,,,,,,,,,,,,,,
1413,2009,44.0,"0.182,281.09,","31.50,","23.16,",27.33,,,,,,,,,,,,,,,,
1414,2009,45.0,"0.160,278.81,","35.09,","21.02,",28.06,,,,,,,,,,,,,,,,
1415,2009,46.0,"0.142,276.47,","38.47,","22.88,",30.68,,,,,,,,,,,,,,,,
1416,2009,47.0,"0.127,273.71,","41.64,","27.56,",34.6,,,,,,,,,,,,,,,,
1417,2009,48.0,"0.113,269.91,","43.41,","38.14,",40.78,,,,,,,,,,,,,,,,
1418,2009,49.0,"0.098,265.12,","42.35,","51.66,",47.0,,,,,,,,,,,,,,,,
1419,2009,50.0,"0.087,260.51,","42.46,","61.75,",52.1,,,,,,,,,,,,,,,,
1420,2009,51.0,"0.077,256.44,","43.84,","69.62,",56.73,,,,,,,,,,,,,,,,
1421,2009,52.0,"0.070,253.17,","43.06,","77.00,",60.03,,,,,,,,,,,,,,,,
1422,2010,1.0,"0.059,251.95,","33.53,","79.25,",56.39,,,,,,,,,,,,,,,,
1423,2010,2.0,"0.056,252.05,","30.97,","80.14,",55.56,,,,,,,,,,,,,,,,
1424,2010,3.0,"0.053,252.49,","27.68,","79.99,",53.83,,,,,,,,,,,,,,,,
1425,2010,4.0,"0.048,252.97,","22.14,","79.57,",50.86,,,,,,,,,,,,,,,,
1426,2010,5.0,"0.049,254.51,","21.29,","76.12,",48.71,,,,,,,,,,,,,,,,
1427,2010,6.0,"0.053,256.61,","22.21,","72.31,",47.26,,,,,,,,,,,,,,,,
1428,2010,7.0,"0.058,258.81,","22.30,","70.90,",46.6,,,,,,,,,,,,,,,,
1429,2010,8.0,"0.065,261.46,","24.49,","69.58,",47.03,,,,,,,,,,,,,,,,
1430,2010,9.0,"0.078,265.65,","29.43,","64.02,",46.72,,,,,,,,,,,,,,,,
1431,2010,10.0,"0.098,270.47,","35.37,","55.89,",45.63,,,,,,,,,,,,,,,,
1432,2010,11.0,"0.124,275.17,","42.38,","45.85,",44.12,,,,,,,,,,,,,,,,
1433,2010,12.0,"0.154,279.32,","49.11,","39.78,",44.45,,,,,,,,,,,,,,,,
1434,2010,13.0,"0.183,282.34,","53.46,","36.36,",44.91,,,,,,,,,,,,,,,,
1435,2010,14.0,"0.218,285.34,","59.80,","30.04,",44.92,,,,,,,,,,,,,,,,
1436,2010,15.0,"0.255,287.80,","65.63,","24.50,",45.06,,,,,,,,,,,,,,,,
1437,2010,16.0,"0.298,289.45,","70.30,","24.49,",47.39,,,,,,,,,,,,,,,,
1438,2010,17.0,"0.334,290.73,","70.15,","28.04,",49.09,,,,,,,,,,,,,,,,
1439,2010,18.0,"0.359,291.64,","66.62,","33.32,",49.97,,,,,,,,,,,,,,,,
1440,2010,19.0,"0.383,292.01,","62.85,","40.96,",51.91,,,,,,,,,,,,,,,,
1441,2010,20.0,"0.404,291.98,","59.54,","50.47,",55.01,,,,,,,,,,,,,,,,
1442,2010,21.0,"0.426,292.08,","57.17,","58.30,",57.73,,,,,,,,,,,,,,,,
1443,2010,22.0,"0.451,292.82,","58.90,","57.13,",58.01,,,,,,,,,,,,,,,,
1444,2010,23.0,"0.470,293.58,","62.26,","53.21,",57.73,,,,,,,,,,,,,,,,
1445,2010,24.0,"0.483,294.23,","65.51,","48.77,",57.14,,,,,,,,,,,,,,,,
1446,2010,25.0,"0.489,294.63,","66.28,","44.85,",55.56,,,,,,,,,,,,,,,,
1447,2010,26.0,"0.489,294.92,","63.76,","42.95,",53.36,,,,,,,,,,,,,,,,
1448,2010,27.0,"0.495,295.49,","65.94,","40.35,",53.14,,,,,,,,,,,,,,,,
1449,2010,28.0,"0.497,295.94,","68.62,","37.39,",53.0,,,,,,,,,,,,,,,,
1450,2010,29.0,"0.496,296.21,","69.82,","35.27,",52.55,,,,,,,,,,,,,,,,
1451,2010,30.0,"0.498,296.79,","73.83,","28.34,",51.08,,,,,,,,,,,,,,,,
1452,2010,31.0,"0.495,296.89,","74.60,","25.26,",49.93,,,,,,,,,,,,,,,,
1453,2010,32.0,"0.489,296.47,","74.08,","28.82,",51.45,,,,,,,,,,,,,,,,
1454,2010,33.0,"0.476,295.55,","69.89,","36.90,",53.39,,,,,,,,,,,,,,,,
1455,2010,34.0,"0.459,294.18,","63.94,","50.51,",57.23,,,,,,,,,,,,,,,,
1456,2010,35.0,"0.444,292.76,","62.70,","59.08,",60.89,,,,,,,,,,,,,,,,
1457,2010,36.0,"0.424,291.20,","61.37,","62.39,",61.88,,,,,,,,,,,,,,,,
1458,2010,37.0,"0.406,289.88,","61.55,","60.35,",60.95,,,,,,,,,,,,,,,,
1459,2010,38.0,"0.384,288.56,","58.50,","59.32,",58.91,,,,,,,,,,,,,,,,
1460,2010,39.0,"0.366,287.39,","58.83,","57.38,",58.1,,,,,,,,,,,,,,,,
1461,2010,40.0,"0.348,285.87,","60.91,","63.46,",62.18,,,,,,,,,,,,,,,,
1462,2010,41.0,"0.324,284.17,","61.31,","62.53,",61.92,,,,,,,,,,,,,,,,
1463,2010,42.0,"0.295,282.41,","59.80,","58.10,",58.95,,,,,,,,,,,,,,,,
1464,2010,43.0,"0.274,281.61,","65.02,","41.13,",53.07,,,,,,,,,,,,,,,,
1465,2010,44.0,"0.252,280.83,","70.43,","24.51,",47.47,,,,,,,,,,,,,,,,
1466,2010,45.0,"0.226,279.00,","72.09,","19.21,",45.65,,,,,,,,,,,,,,,,
1467,2010,46.0,"0.194,276.98,","68.97,","19.78,",44.37,,,,,,,,,,,,,,,,
1468,2010,47.0,"0.164,273.59,","65.83,","27.90,",46.87,,,,,,,,,,,,,,,,
1469,2010,48.0,"0.140,269.82,","62.22,","38.49,",50.35,,,,,,,,,,,,,,,,
1470,2010,49.0,"0.116,266.29,","56.07,","46.65,",51.36,,,,,,,,,,,,,,,,
1471,2010,50.0,"0.097,262.50,","50.38,","52.65,",51.52,,,,,,,,,,,,,,,,
1472,2010,51.0,"0.085,260.79,","48.81,","51.01,",49.91,,,,,,,,,,,,,,,,
1473,2010,52.0,"0.082,260.22,","50.76,","49.92,",50.34,,,,,,,,,,,,,,,,
1474,2011,1.0,"0.077,260.34,","47.96,","49.00,",48.48,,,,,,,,,,,,,,,,
1475,2011,2.0,"0.076,261.88,","46.30,","45.06,",45.68,,,,,,,,,,,,,,,,
1476,2011,3.0,"0.082,263.77,","51.26,","39.94,",45.6,,,,,,,,,,,,,,,,
1477,2011,4.0,"0.093,266.54,","56.32,","33.53,",44.93,,,,,,,,,,,,,,,,
1478,2011,5.0,"0.101,268.23,","59.02,","31.05,",45.03,,,,,,,,,,,,,,,,
1479,2011,6.0,"0.102,269.10,","53.90,","32.69,",43.3,,,,,,,,,,,,,,,,
1480,2011,7.0,"0.103,270.46,","48.69,","33.70,",41.2,,,,,,,,,,,,,,,,
1481,2011,8.0,"0.102,270.73,","44.08,","39.06,",41.57,,,,,,,,,,,,,,,,
1482,2011,9.0,"0.111,272.70,","45.68,","39.37,",42.52,,,,,,,,,,,,,,,,
1483,2011,10.0,"0.130,275.93,","50.07,","35.07,",42.57,,,,,,,,,,,,,,,,
1484,2011,11.0,"0.153,279.53,","55.37,","27.68,",41.52,,,,,,,,,,,,,,,,
1485,2011,12.0,"0.181,282.73,","60.37,","24.23,",42.3,,,,,,,,,,,,,,,,
1486,2011,13.0,"0.206,285.03,","63.43,","22.59,",43.01,,,,,,,,,,,,,,,,
1487,2011,14.0,"0.230,286.63,","64.52,","22.30,",43.41,,,,,,,,,,,,,,,,
1488,2011,15.0,"0.257,288.48,","66.30,","19.88,",43.09,,,,,,,,,,,,,,,,
1489,2011,16.0,"0.292,290.03,","67.41,","20.07,",43.74,,,,,,,,,,,,,,,,
1490,2011,17.0,"0.324,291.49,","66.29,","21.66,",43.97,,,,,,,,,,,,,,,,
1491,2011,18.0,"0.359,293.03,","66.41,","20.32,",43.36,,,,,,,,,,,,,,,,
1492,2011,19.0,"0.392,294.20,","66.21,","19.51,",42.86,,,,,,,,,,,,,,,,
1493,2011,20.0,"0.428,295.31,","68.39,","17.63,",43.01,,,,,,,,,,,,,,,,
1494,2011,21.0,"0.458,296.09,","70.42,","18.01,",44.21,,,,,,,,,,,,,,,,
1495,2011,22.0,"0.480,297.04,","71.42,","14.17,",42.79,,,,,,,,,,,,,,,,
1496,2011,23.0,"0.493,297.73,","72.99,","10.91,",41.95,,,,,,,,,,,,,,,,
1497,2011,24.0,"0.497,297.49,","72.16,","12.80,",42.48,,,,,,,,,,,,,,,,
1498,2011,25.0,"0.500,297.16,","72.00,","14.19,",43.09,,,,,,,,,,,,,,,,
1499,2011,26.0,"0.504,297.05,","72.97,","15.71,",44.34,,,,,,,,,,,,,,,,
1500,2011,27.0,"0.509,296.93,","74.68,","21.05,",47.86,,,,,,,,,,,,,,,,
1501,2011,28.0,"0.512,296.76,","78.72,","25.59,",52.15,,,,,,,,,,,,,,,,
1502,2011,29.0,"0.518,296.66,","83.26,","28.85,",56.06,,,,,,,,,,,,,,,,
1503,2011,30.0,"0.522,296.47,","87.36,","32.17,",59.76,,,,,,,,,,,,,,,,
1504,2011,31.0,"0.523,296.39,","90.21,","31.73,",60.97,,,,,,,,,,,,,,,,
1505,2011,32.0,"0.519,296.06,","91.15,","34.47,",62.81,,,,,,,,,,,,,,,,
1506,2011,33.0,"0.515,296.00,","91.89,","31.08,",61.49,,,,,,,,,,,,,,,,
1507,2011,34.0,"0.507,296.02,","91.46,","25.33,",58.4,,,,,,,,,,,,,,,,
1508,2011,35.0,"0.490,295.73,","89.03,","20.59,",54.81,,,,,,,,,,,,,,,,
1509,2011,36.0,"0.471,295.24,","86.43,","15.53,",50.98,,,,,,,,,,,,,,,,
1510,2011,37.0,"0.450,294.41,","83.25,","13.22,",48.24,,,,,,,,,,,,,,,,
1511,2011,38.0,"0.428,293.23,","79.64,","12.33,",45.99,,,,,,,,,,,,,,,,
1512,2011,39.0,"0.403,291.64,","76.64,","14.99,",45.81,,,,,,,,,,,,,,,,
1513,2011,40.0,"0.376,289.61,","74.31,","21.12,",47.71,,,,,,,,,,,,,,,,
1514,2011,41.0,"0.347,287.39,","72.48,","24.27,",48.37,,,,,,,,,,,,,,,,
1515,2011,42.0,"0.320,285.62,","71.67,","21.97,",46.82,,,,,,,,,,,,,,,,
1516,2011,43.0,"0.291,283.99,","72.49,","18.94,",45.71,,,,,,,,,,,,,,,,
1517,2011,44.0,"0.264,282.55,","74.76,","11.58,",43.17,,,,,,,,,,,,,,,,
1518,2011,45.0,"0.235,281.30,","75.06,","5.72,",40.39,,,,,,,,,,,,,,,,
1519,2011,46.0,"0.210,279.72,","75.43,","6.28,",40.86,,,,,,,,,,,,,,,,
1520,2011,47.0,"0.186,278.08,","76.46,","7.44,",41.95,,,,,,,,,,,,,,,,
1521,2011,48.0,"0.166,276.45,","75.93,","9.51,",42.72,,,,,,,,,,,,,,,,
1522,2011,49.0,"0.148,274.72,","74.56,","11.28,",42.92,,,,,,,,,,,,,,,,
1523,2011,50.0,"0.132,273.12,","74.04,","10.54,",42.29,,,,,,,,,,,,,,,,
1524,2011,51.0,"0.117,271.01,","73.27,","13.27,",43.27,,,,,,,,,,,,,,,,
1525,2011,52.0,"0.104,268.67,","69.08,","21.87,",45.48,,,,,,,,,,,,,,,,
1526,2012,1.0,"0.092,266.65,","60.76,","30.34,",45.55,,,,,,,,,,,,,,,,
1527,2012,2.0,"0.084,264.64,","53.06,","38.76,",45.91,,,,,,,,,,,,,,,,
1528,2012,3.0,"0.078,262.56,","48.80,","48.27,",48.54,,,,,,,,,,,,,,,,
1529,2012,4.0,"0.073,261.27,","41.46,","55.15,",48.31,,,,,,,,,,,,,,,,
1530,2012,5.0,"0.070,260.69,","36.71,","59.20,",47.95,,,,,,,,,,,,,,,,
1531,2012,6.0,"0.070,261.25,","33.39,","60.95,",47.17,,,,,,,,,,,,,,,,
1532,2012,7.0,"0.071,262.55,","30.25,","62.06,",46.15,,,,,,,,,,,,,,,,
1533,2012,8.0,"0.078,265.11,","31.75,","60.41,",46.08,,,,,,,,,,,,,,,,
1534,2012,9.0,"0.087,268.45,","33.76,","56.45,",45.11,,,,,,,,,,,,,,,,
1535,2012,10.0,"0.103,272.80,","37.47,","48.47,",42.97,,,,,,,,,,,,,,,,
1536,2012,11.0,"0.127,277.79,","43.05,","35.81,",39.43,,,,,,,,,,,,,,,,
1537,2012,12.0,"0.149,281.52,","46.11,","30.44,",38.27,,,,,,,,,,,,,,,,
1538,2012,13.0,"0.171,284.21,","47.47,","27.79,",37.63,,,,,,,,,,,,,,,,
1539,2012,14.0,"0.195,286.70,","49.25,","22.86,",36.06,,,,,,,,,,,,,,,,
1540,2012,15.0,"0.228,288.87,","54.12,","17.55,",35.84,,,,,,,,,,,,,,,,
1541,2012,16.0,"0.272,291.01,","59.65,","13.52,",36.59,,,,,,,,,,,,,,,,
1542,2012,17.0,"0.321,292.87,","64.95,","11.87,",38.41,,,,,,,,,,,,,,,,
1543,2012,18.0,"0.358,293.95,","66.33,","13.90,",40.12,,,,,,,,,,,,,,,,
1544,2012,19.0,"0.386,294.37,","63.85,","19.13,",41.49,,,,,,,,,,,,,,,,
1545,2012,20.0,"0.404,294.16,","59.36,","29.67,",44.51,,,,,,,,,,,,,,,,
1546,2012,21.0,"0.416,293.67,","52.81,","42.91,",47.86,,,,,,,,,,,,,,,,
1547,2012,22.0,"0.467,295.48,","66.17,","30.40,",48.29,,,,,,,,,,,,,,,,
1548,2012,23.0,"0.492,296.19,","72.81,","26.90,",49.86,,,,,,,,,,,,,,,,
1549,2012,24.0,"0.511,296.86,","79.29,","20.93,",50.11,,,,,,,,,,,,,,,,
1550,2012,25.0,"0.523,297.58,","83.17,","12.82,",48.0,,,,,,,,,,,,,,,,
1551,2012,26.0,"0.527,298.11,","83.28,","8.39,",45.83,,,,,,,,,,,,,,,,
1552,2012,27.0,"0.516,298.38,","75.91,","8.41,",42.16,,,,,,,,,,,,,,,,
1553,2012,28.0,"0.511,298.70,","73.25,","7.40,",40.32,,,,,,,,,,,,,,,,
1554,2012,29.0,"0.499,298.76,","67.63,","8.10,",37.87,,,,,,,,,,,,,,,,
1555,2012,30.0,"0.488,298.78,","64.43,","8.61,",36.52,,,,,,,,,,,,,,,,
1556,2012,31.0,"0.476,298.49,","60.51,","9.28,",34.9,,,,,,,,,,,,,,,,
1557,2012,32.0,"0.466,298.10,","58.08,","11.14,",34.61,,,,,,,,,,,,,,,,
1558,2012,33.0,"0.462,297.64,","58.69,","12.10,",35.4,,,,,,,,,,,,,,,,
1559,2012,34.0,"0.455,296.85,","58.28,","15.94,",37.11,,,,,,,,,,,,,,,,
1560,2012,35.0,"0.448,296.09,","61.61,","17.14,",39.38,,,,,,,,,,,,,,,,
1561,2012,36.0,"0.437,295.45,","64.77,","14.47,",39.62,,,,,,,,,,,,,,,,
1562,2012,37.0,"0.423,294.78,","66.59,","11.03,",38.81,,,,,,,,,,,,,,,,
1563,2012,38.0,"0.406,294.08,","66.92,","6.91,",36.92,,,,,,,,,,,,,,,,
1564,2012,39.0,"0.383,292.73,","65.65,","7.01,",36.33,,,,,,,,,,,,,,,,
1565,2012,40.0,"0.362,291.14,","66.82,","7.56,",37.19,,,,,,,,,,,,,,,,
1566,2012,41.0,"0.344,289.25,","71.09,","7.31,",39.2,,,,,,,,,,,,,,,,
1567,2012,42.0,"0.321,287.16,","72.78,","8.42,",40.6,,,,,,,,,,,,,,,,
1568,2012,43.0,"0.292,284.76,","74.14,","13.17,",43.66,,,,,,,,,,,,,,,,
1569,2012,44.0,"0.259,282.06,","73.22,","16.30,",44.76,,,,,,,,,,,,,,,,
1570,2012,45.0,"0.227,279.07,","71.68,","19.74,",45.71,,,,,,,,,,,,,,,,
1571,2012,46.0,"0.194,275.48,","67.67,","28.31,",47.99,,,,,,,,,,,,,,,,
1572,2012,47.0,"0.155,270.51,","57.53,","43.08,",50.3,,,,,,,,,,,,,,,,
1573,2012,48.0,"0.122,264.69,","47.94,","59.85,",53.89,,,,,,,,,,,,,,,,
1574,2012,49.0,"0.093,259.74,","36.68,","70.33,",53.5,,,,,,,,,,,,,,,,
1575,2012,50.0,"0.076,256.43,","31.87,","73.34,",52.61,,,,,,,,,,,,,,,,
1576,2012,51.0,"0.066,254.18,","32.63,","73.29,",52.96,,,,,,,,,,,,,,,,
1577,2012,52.0,"0.057,253.10,","30.41,","72.86,",51.63,,,,,,,,,,,,,,,,
1578,2013,1.0,"0.051,252.31,","25.04,","74.52,",49.78,,,,,,,,,,,,,,,,
1579,2013,2.0,"0.048,251.33,","22.92,","76.51,",49.72,,,,,,,,,,,,,,,,
1580,2013,3.0,"0.048,250.53,","22.91,","78.02,",50.47,,,,,,,,,,,,,,,,
1581,2013,4.0,"0.046,249.74,","20.44,","80.52,",50.48,,,,,,,,,,,,,,,,
1582,2013,5.0,"0.045,250.88,","18.71,","80.50,",49.6,,,,,,,,,,,,,,,,
1583,2013,6.0,"0.045,253.36,","16.90,","78.74,",47.82,,,,,,,,,,,,,,,,
1584,2013,7.0,"0.045,255.65,","14.70,","78.25,",46.47,,,,,,,,,,,,,,,,
1585,2013,8.0,"0.048,258.56,","14.69,","77.46,",46.07,,,,,,,,,,,,,,,,
1586,2013,9.0,"0.055,261.83,","17.23,","75.54,",46.38,,,,,,,,,,,,,,,,
1587,2013,10.0,"0.066,265.33,","18.96,","71.90,",45.43,,,,,,,,,,,,,,,,
1588,2013,11.0,"0.079,268.79,","21.12,","67.87,",44.5,,,,,,,,,,,,,,,,
1589,2013,12.0,"0.098,271.66,","23.28,","68.64,",45.96,,,,,,,,,,,,,,,,
1590,2013,13.0,"0.124,275.77,","26.69,","65.23,",45.96,,,,,,,,,,,,,,,,
1591,2013,14.0,"0.157,279.87,","33.19,","59.75,",46.47,,,,,,,,,,,,,,,,
1592,2013,15.0,"0.203,284.05,","43.83,","49.46,",46.64,,,,,,,,,,,,,,,,
1593,2013,16.0,"0.265,288.51,","56.91,","31.95,",44.43,,,,,,,,,,,,,,,,
1594,2013,17.0,"0.324,291.86,","66.02,","19.46,",42.74,,,,,,,,,,,,,,,,
1595,2013,18.0,"0.374,294.11,","71.93,","12.91,",42.42,,,,,,,,,,,,,,,,
1596,2013,19.0,"0.409,294.95,","72.09,","14.34,",43.21,,,,,,,,,,,,,,,,
1597,2013,20.0,"0.436,294.61,","70.78,","25.30,",48.04,,,,,,,,,,,,,,,,
1598,2013,21.0,"0.462,294.66,","71.01,","32.74,",51.87,,,,,,,,,,,,,,,,
1599,2013,22.0,"0.482,295.02,","71.94,","34.84,",53.39,,,,,,,,,,,,,,,,
1600,2013,23.0,"0.499,295.06,","75.97,","38.15,",57.06,,,,,,,,,,,,,,,,
1601,2013,24.0,"0.507,295.06,","77.62,","39.67,",58.64,,,,,,,,,,,,,,,,
1602,2013,25.0,"0.514,295.37,","80.14,","36.09,",58.12,,,,,,,,,,,,,,,,
1603,2013,26.0,"0.519,295.75,","81.42,","32.54,",56.98,,,,,,,,,,,,,,,,
1604,2013,27.0,"0.518,295.83,","79.59,","35.88,",57.73,,,,,,,,,,,,,,,,
1605,2013,28.0,"0.512,295.68,","77.55,","41.03,",59.29,,,,,,,,,,,,,,,,
1606,2013,29.0,"0.515,295.86,","80.48,","40.16,",60.32,,,,,,,,,,,,,,,,
1607,2013,30.0,"0.518,296.29,","84.51,","34.80,",59.65,,,,,,,,,,,,,,,,
1608,2013,31.0,"0.508,296.14,","81.26,","35.07,",58.16,,,,,,,,,,,,,,,,
1609,2013,32.0,"0.494,295.76,","76.64,","38.31,",57.48,,,,,,,,,,,,,,,,
1610,2013,33.0,"0.479,295.10,","71.03,","43.23,",57.13,,,,,,,,,,,,,,,,
1611,2013,34.0,"0.461,294.00,","63.97,","52.65,",58.31,,,,,,,,,,,,,,,,
1612,2013,35.0,"0.437,292.20,","58.25,","65.60,",61.92,,,,,,,,,,,,,,,,
1613,2013,36.0,"0.410,290.31,","52.73,","71.60,",62.17,,,,,,,,,,,,,,,,
1614,2013,37.0,"0.385,288.67,","49.54,","72.01,",60.78,,,,,,,,,,,,,,,,
1615,2013,38.0,"0.365,287.41,","47.96,","70.30,",59.13,,,,,,,,,,,,,,,,
1616,2013,39.0,"0.342,286.38,","45.88,","67.20,",56.54,,,,,,,,,,,,,,,,
1617,2013,40.0,"0.318,285.35,","44.32,","68.66,",56.49,,,,,,,,,,,,,,,,
1618,2013,41.0,"0.297,284.87,","45.97,","54.30,",50.14,,,,,,,,,,,,,,,,
1619,2013,42.0,"0.282,284.95,","52.82,","29.61,",41.21,,,,,,,,,,,,,,,,
1620,2013,43.0,"0.263,284.64,","59.50,","13.58,",36.54,,,,,,,,,,,,,,,,
1621,2013,44.0,"0.238,283.57,","63.20,","6.41,",34.81,,,,,,,,,,,,,,,,
1622,2013,45.0,"0.222,282.27,","70.83,","3.46,",37.15,,,,,,,,,,,,,,,,
1623,2013,46.0,"0.204,279.88,","75.40,","6.17,",40.79,,,,,,,,,,,,,,,,
1624,2013,47.0,"0.190,278.01,","81.51,","8.11,",44.81,,,,,,,,,,,,,,,,
1625,2013,48.0,"0.178,276.48,","85.34,","9.71,",47.53,,,,,,,,,,,,,,,,
1626,2013,49.0,"0.171,275.26,","88.78,","9.57,",49.17,,,,,,,,,,,,,,,,
1627,2013,50.0,"0.165,274.14,","92.53,","7.30,",49.92,,,,,,,,,,,,,,,,
1628,2013,51.0,"0.157,272.72,","94.67,","7.57,",51.12,,,,,,,,,,,,,,,,
1629,2013,52.0,"0.145,270.78,","94.47,","13.83,",54.15,,,,,,,,,,,,,,,,
1630,2014,1.0,"0.130,268.08,","89.82,","23.05,",56.43,,,,,,,,,,,,,,,,
1631,2014,2.0,"0.113,264.50,","77.64,","36.09,",56.86,,,,,,,,,,,,,,,,
1632,2014,3.0,"0.094,260.88,","63.11,","49.35,",56.23,,,,,,,,,,,,,,,,
1633,2014,4.0,"0.084,258.78,","51.15,","56.82,",53.98,,,,,,,,,,,,,,,,
1634,2014,5.0,"0.082,258.77,","45.71,","58.48,",52.1,,,,,,,,,,,,,,,,
1635,2014,6.0,"0.086,260.86,","44.68,","55.97,",50.33,,,,,,,,,,,,,,,,
1636,2014,7.0,"0.099,264.19,","47.36,","50.84,",49.1,,,,,,,,,,,,,,,,
1637,2014,8.0,"0.120,269.00,","55.26,","42.09,",48.68,,,,,,,,,,,,,,,,
1638,2014,9.0,"0.149,274.18,","65.50,","32.35,",48.92,,,,,,,,,,,,,,,,
1639,2014,10.0,"0.185,278.87,","76.95,","23.55,",50.25,,,,,,,,,,,,,,,,
1640,2014,11.0,"0.216,282.27,","83.72,","16.63,",50.18,,,,,,,,,,,,,,,,
1641,2014,12.0,"0.244,284.76,","87.62,","15.77,",51.7,,,,,,,,,,,,,,,,
1642,2014,13.0,"0.269,286.55,","89.83,","16.01,",52.92,,,,,,,,,,,,,,,,
1643,2014,14.0,"0.299,288.04,","92.34,","15.19,",53.77,,,,,,,,,,,,,,,,
1644,2014,15.0,"0.331,289.16,","93.94,","16.05,",55.0,,,,,,,,,,,,,,,,
1645,2014,16.0,"0.367,290.12,","94.46,","20.14,",57.3,,,,,,,,,,,,,,,,
1646,2014,17.0,"0.406,290.98,","94.82,","26.65,",60.74,,,,,,,,,,,,,,,,
1647,2014,18.0,"0.434,291.71,","92.83,","33.04,",62.94,,,,,,,,,,,,,,,,
1648,2014,19.0,"0.455,292.30,","89.41,","38.47,",63.94,,,,,,,,,,,,,,,,
1649,2014,20.0,"0.469,292.74,","84.90,","43.32,",64.11,,,,,,,,,,,,,,,,
1650,2014,21.0,"0.479,293.35,","79.97,","45.67,",62.82,,,,,,,,,,,,,,,,
1651,2014,22.0,"0.484,293.53,","74.71,","49.71,",62.21,,,,,,,,,,,,,,,,
1652,2014,23.0,"0.497,294.44,","76.60,","44.30,",60.45,,,,,,,,,,,,,,,,
1653,2014,24.0,"0.509,294.87,","79.29,","41.63,",60.46,,,,,,,,,,,,,,,,
1654,2014,25.0,"0.516,295.44,","80.78,","35.23,",58.01,,,,,,,,,,,,,,,,
1655,2014,26.0,"0.515,295.70,","78.22,","33.01,",55.61,,,,,,,,,,,,,,,,
1656,2014,27.0,"0.515,295.95,","77.17,","34.21,",55.69,,,,,,,,,,,,,,,,
1657,2014,28.0,"0.513,295.93,","77.04,","36.89,",56.97,,,,,,,,,,,,,,,,
1658,2014,29.0,"0.512,296.19,","77.83,","35.05,",56.44,,,,,,,,,,,,,,,,
1659,2014,30.0,"0.511,296.45,","79.74,","32.46,",56.1,,,,,,,,,,,,,,,,
1660,2014,31.0,"0.508,296.46,","80.78,","30.63,",55.7,,,,,,,,,,,,,,,,
1661,2014,32.0,"0.508,296.41,","83.34,","29.59,",56.47,,,,,,,,,,,,,,,,
1662,2014,33.0,"0.503,296.11,","83.84,","29.44,",56.64,,,,,,,,,,,,,,,,
1663,2014,34.0,"0.493,295.62,","82.35,","30.50,",56.43,,,,,,,,,,,,,,,,
1664,2014,35.0,"0.478,294.92,","81.42,","30.54,",55.98,,,,,,,,,,,,,,,,
1665,2014,36.0,"0.459,293.89,","79.50,","30.79,",55.15,,,,,,,,,,,,,,,,
1666,2014,37.0,"0.437,292.89,","77.05,","28.65,",52.85,,,,,,,,,,,,,,,,
1667,2014,38.0,"0.411,291.94,","71.60,","25.00,",48.3,,,,,,,,,,,,,,,,
1668,2014,39.0,"0.377,289.96,","63.64,","31.67,",47.66,,,,,,,,,,,,,,,,
1669,2014,40.0,"0.341,287.70,","55.97,","42.60,",49.28,,,,,,,,,,,,,,,,
1670,2014,41.0,"0.307,286.05,","50.99,","40.14,",45.56,,,,,,,,,,,,,,,,
1671,2014,42.0,"0.273,284.10,","47.20,","39.10,",43.15,,,,,,,,,,,,,,,,
1672,2014,43.0,"0.238,281.69,","45.04,","40.27,",42.65,,,,,,,,,,,,,,,,
1673,2014,44.0,"0.206,278.71,","43.97,","40.79,",42.38,,,,,,,,,,,,,,,,
1674,2014,45.0,"0.173,275.29,","41.65,","41.76,",41.71,,,,,,,,,,,,,,,,
