,Mean,data,for,UKR,Province=,9:,"Kherson,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1399,2009,30.0,"0.238,305.74,","32.74,","30.44,",31.59,,,,,,,,,,,,,,,,
1400,2009,31.0,"0.231,305.74,","33.65,","28.89,",31.27,,,,,,,,,,,,,,,,
1401,2009,32.0,"0.226,305.46,","35.32,","28.04,",31.68,,,,,,,,,,,,,,,,
1402,2009,33.0,"0.220,305.22,","35.99,","26.55,",31.27,,,,,,,,,,,,,,,,
1403,2009,34.0,"0.214,304.67,","35.82,","25.60,",30.71,,,,,,,,,,,,,,,,
1404,2009,35.0,"0.206,303.58,","35.03,","24.71,",29.87,,,,,,,,,,,,,,,,
1405,2009,36.0,"0.199,302.14,","34.91,","20.97,",27.94,,,,,,,,,,,,,,,,
1406,2009,37.0,"0.194,300.61,","36.28,","17.50,",26.89,,,,,,,,,,,,,,,,
1407,2009,38.0,"0.186,298.73,","37.32,","17.89,",27.61,,,,,,,,,,,,,,,,
1408,2009,39.0,"0.179,297.05,","39.09,","15.20,",27.15,,,,,,,,,,,,,,,,
1409,2009,40.0,"0.174,295.18,","41.82,","12.22,",27.02,,,,,,,,,,,,,,,,
1410,2009,41.0,"0.166,292.80,","42.29,","11.22,",26.75,,,,,,,,,,,,,,,,
1411,2009,42.0,"0.158,289.79,","42.71,","14.72,",28.72,,,,,,,,,,,,,,,,
1412,2009,43.0,"0.147,286.36,","42.32,","23.97,",33.14,,,,,,,,,,,,,,,,
1413,2009,44.0,"0.136,282.77,","40.99,","27.78,",34.39,,,,,,,,,,,,,,,,
1414,2009,45.0,"0.125,279.71,","39.68,","31.15,",35.42,,,,,,,,,,,,,,,,
1415,2009,46.0,"0.110,276.17,","36.06,","39.04,",37.55,,,,,,,,,,,,,,,,
1416,2009,47.0,"0.093,271.29,","30.89,","53.71,",42.3,,,,,,,,,,,,,,,,
1417,2009,48.0,"0.081,266.16,","28.13,","66.62,",47.38,,,,,,,,,,,,,,,,
1418,2009,49.0,"0.071,261.05,","26.09,","77.90,",51.99,,,,,,,,,,,,,,,,
1419,2009,50.0,"0.067,257.68,","27.10,","82.28,",54.69,,,,,,,,,,,,,,,,
1420,2009,51.0,"0.060,254.15,","25.50,","87.13,",56.32,,,,,,,,,,,,,,,,
1421,2009,52.0,"0.056,252.30,","24.41,","87.63,",56.02,,,,,,,,,,,,,,,,
1422,2010,1.0,"0.046,253.17,","19.27,","81.11,",50.19,,,,,,,,,,,,,,,,
1423,2010,2.0,"0.044,254.19,","19.85,","76.97,",48.41,,,,,,,,,,,,,,,,
1424,2010,3.0,"0.041,253.88,","19.18,","75.91,",47.55,,,,,,,,,,,,,,,,
1425,2010,4.0,"0.041,253.64,","19.29,","76.25,",47.77,,,,,,,,,,,,,,,,
1426,2010,5.0,"0.044,254.32,","21.05,","75.67,",48.36,,,,,,,,,,,,,,,,
1427,2010,6.0,"0.054,257.66,","26.36,","71.17,",48.76,,,,,,,,,,,,,,,,
1428,2010,7.0,"0.067,261.67,","31.36,","66.08,",48.72,,,,,,,,,,,,,,,,
1429,2010,8.0,"0.085,266.42,","37.49,","58.09,",47.79,,,,,,,,,,,,,,,,
1430,2010,9.0,"0.108,271.86,","45.07,","48.49,",46.78,,,,,,,,,,,,,,,,
1431,2010,10.0,"0.132,276.89,","51.27,","39.75,",45.51,,,,,,,,,,,,,,,,
1432,2010,11.0,"0.155,281.50,","56.29,","29.55,",42.92,,,,,,,,,,,,,,,,
1433,2010,12.0,"0.172,284.75,","58.28,","25.18,",41.73,,,,,,,,,,,,,,,,
1434,2010,13.0,"0.189,287.89,","59.20,","22.11,",40.66,,,,,,,,,,,,,,,,
1435,2010,14.0,"0.211,291.73,","60.92,","14.28,",37.6,,,,,,,,,,,,,,,,
1436,2010,15.0,"0.235,294.46,","62.97,","10.52,",36.74,,,,,,,,,,,,,,,,
1437,2010,16.0,"0.262,296.25,","64.07,","10.94,",37.51,,,,,,,,,,,,,,,,
1438,2010,17.0,"0.281,297.84,","62.22,","13.47,",37.84,,,,,,,,,,,,,,,,
1439,2010,18.0,"0.295,299.05,","59.08,","17.23,",38.15,,,,,,,,,,,,,,,,
1440,2010,19.0,"0.305,299.62,","53.96,","27.95,",40.96,,,,,,,,,,,,,,,,
1441,2010,20.0,"0.313,300.11,","50.41,","36.92,",43.66,,,,,,,,,,,,,,,,
1442,2010,21.0,"0.323,300.78,","51.15,","40.57,",45.86,,,,,,,,,,,,,,,,
1443,2010,22.0,"0.333,301.48,","54.69,","41.52,",48.11,,,,,,,,,,,,,,,,
1444,2010,23.0,"0.340,301.98,","61.18,","41.46,",51.32,,,,,,,,,,,,,,,,
1445,2010,24.0,"0.343,302.24,","66.40,","43.86,",55.13,,,,,,,,,,,,,,,,
1446,2010,25.0,"0.346,302.36,","70.73,","49.09,",59.91,,,,,,,,,,,,,,,,
1447,2010,26.0,"0.350,302.31,","74.89,","54.38,",64.63,,,,,,,,,,,,,,,,
1448,2010,27.0,"0.359,302.40,","80.20,","56.62,",68.41,,,,,,,,,,,,,,,,
1449,2010,28.0,"0.365,302.63,","83.81,","55.15,",69.48,,,,,,,,,,,,,,,,
1450,2010,29.0,"0.365,303.31,","85.63,","49.96,",67.8,,,,,,,,,,,,,,,,
1451,2010,30.0,"0.356,304.20,","85.74,","41.84,",63.79,,,,,,,,,,,,,,,,
1452,2010,31.0,"0.341,304.93,","84.65,","34.65,",59.65,,,,,,,,,,,,,,,,
1453,2010,32.0,"0.322,304.97,","81.84,","31.44,",56.64,,,,,,,,,,,,,,,,
1454,2010,33.0,"0.303,304.41,","77.78,","32.50,",55.14,,,,,,,,,,,,,,,,
1455,2010,34.0,"0.288,303.43,","73.89,","35.47,",54.68,,,,,,,,,,,,,,,,
1456,2010,35.0,"0.275,302.02,","70.69,","38.14,",54.42,,,,,,,,,,,,,,,,
1457,2010,36.0,"0.261,300.40,","67.43,","36.72,",52.08,,,,,,,,,,,,,,,,
1458,2010,37.0,"0.248,299.00,","65.27,","32.86,",49.06,,,,,,,,,,,,,,,,
1459,2010,38.0,"0.232,297.31,","62.84,","32.34,",47.59,,,,,,,,,,,,,,,,
1460,2010,39.0,"0.216,295.08,","59.92,","36.02,",47.97,,,,,,,,,,,,,,,,
1461,2010,40.0,"0.202,291.68,","56.81,","48.71,",52.76,,,,,,,,,,,,,,,,
1462,2010,41.0,"0.191,289.18,","54.92,","47.07,",50.99,,,,,,,,,,,,,,,,
1463,2010,42.0,"0.183,287.78,","54.96,","33.14,",44.05,,,,,,,,,,,,,,,,
1464,2010,43.0,"0.174,286.35,","54.92,","24.36,",39.64,,,,,,,,,,,,,,,,
1465,2010,44.0,"0.165,285.18,","53.93,","12.02,",32.97,,,,,,,,,,,,,,,,
1466,2010,45.0,"0.160,284.15,","55.30,","6.53,",30.91,,,,,,,,,,,,,,,,
1467,2010,46.0,"0.152,282.21,","55.63,","8.96,",32.3,,,,,,,,,,,,,,,,
1468,2010,47.0,"0.144,279.77,","55.91,","13.38,",34.65,,,,,,,,,,,,,,,,
1469,2010,48.0,"0.137,277.40,","58.02,","16.29,",37.16,,,,,,,,,,,,,,,,
1470,2010,49.0,"0.132,275.40,","60.84,","17.73,",39.29,,,,,,,,,,,,,,,,
1471,2010,50.0,"0.130,273.97,","65.20,","17.10,",41.15,,,,,,,,,,,,,,,,
1472,2010,51.0,"0.122,272.92,","65.18,","16.11,",40.65,,,,,,,,,,,,,,,,
1473,2010,52.0,"0.114,271.83,","62.27,","17.32,",39.79,,,,,,,,,,,,,,,,
1474,2011,1.0,"0.101,270.04,","57.06,","22.48,",39.77,,,,,,,,,,,,,,,,
1475,2011,2.0,"0.089,268.73,","50.92,","25.49,",38.2,,,,,,,,,,,,,,,,
1476,2011,3.0,"0.085,268.16,","48.93,","27.78,",38.36,,,,,,,,,,,,,,,,
1477,2011,4.0,"0.084,267.95,","48.28,","30.44,",39.36,,,,,,,,,,,,,,,,
1478,2011,5.0,"0.093,269.13,","53.92,","28.73,",41.32,,,,,,,,,,,,,,,,
1479,2011,6.0,"0.112,271.29,","62.57,","26.83,",44.7,,,,,,,,,,,,,,,,
1480,2011,7.0,"0.125,273.39,","65.57,","26.75,",46.16,,,,,,,,,,,,,,,,
1481,2011,8.0,"0.131,275.42,","62.55,","27.42,",44.99,,,,,,,,,,,,,,,,
1482,2011,9.0,"0.138,278.36,","60.21,","25.06,",42.64,,,,,,,,,,,,,,,,
1483,2011,10.0,"0.149,281.57,","58.37,","21.82,",40.09,,,,,,,,,,,,,,,,
1484,2011,11.0,"0.154,284.40,","55.43,","17.56,",36.49,,,,,,,,,,,,,,,,
1485,2011,12.0,"0.162,286.94,","53.42,","15.30,",34.36,,,,,,,,,,,,,,,,
1486,2011,13.0,"0.174,289.00,","52.83,","16.68,",34.76,,,,,,,,,,,,,,,,
1487,2011,14.0,"0.191,291.01,","52.92,","18.00,",35.46,,,,,,,,,,,,,,,,
1488,2011,15.0,"0.212,292.93,","54.11,","19.34,",36.72,,,,,,,,,,,,,,,,
1489,2011,16.0,"0.242,294.63,","56.55,","21.49,",39.02,,,,,,,,,,,,,,,,
1490,2011,17.0,"0.268,296.01,","56.85,","27.77,",42.31,,,,,,,,,,,,,,,,
1491,2011,18.0,"0.293,297.42,","57.84,","31.19,",44.51,,,,,,,,,,,,,,,,
1492,2011,19.0,"0.315,298.53,","58.01,","38.41,",48.21,,,,,,,,,,,,,,,,
1493,2011,20.0,"0.332,299.36,","58.63,","44.27,",51.45,,,,,,,,,,,,,,,,
1494,2011,21.0,"0.345,300.08,","61.58,","46.95,",54.27,,,,,,,,,,,,,,,,
1495,2011,22.0,"0.352,301.21,","64.47,","43.90,",54.18,,,,,,,,,,,,,,,,
1496,2011,23.0,"0.352,302.16,","66.99,","39.89,",53.44,,,,,,,,,,,,,,,,
1497,2011,24.0,"0.341,302.32,","65.39,","42.92,",54.15,,,,,,,,,,,,,,,,
1498,2011,25.0,"0.331,302.34,","62.80,","49.14,",55.97,,,,,,,,,,,,,,,,
1499,2011,26.0,"0.323,302.50,","61.25,","52.79,",57.02,,,,,,,,,,,,,,,,
1500,2011,27.0,"0.318,302.87,","60.56,","52.87,",56.72,,,,,,,,,,,,,,,,
1501,2011,28.0,"0.314,303.47,","60.92,","48.77,",54.84,,,,,,,,,,,,,,,,
1502,2011,29.0,"0.308,304.09,","60.56,","44.19,",52.38,,,,,,,,,,,,,,,,
1503,2011,30.0,"0.299,304.46,","60.50,","40.16,",50.33,,,,,,,,,,,,,,,,
1504,2011,31.0,"0.291,304.69,","61.50,","36.79,",49.14,,,,,,,,,,,,,,,,
1505,2011,32.0,"0.281,304.54,","62.04,","35.07,",48.56,,,,,,,,,,,,,,,,
1506,2011,33.0,"0.270,304.23,","60.76,","34.27,",47.51,,,,,,,,,,,,,,,,
1507,2011,34.0,"0.258,304.00,","58.18,","31.00,",44.59,,,,,,,,,,,,,,,,
1508,2011,35.0,"0.243,303.34,","53.71,","26.63,",40.17,,,,,,,,,,,,,,,,
1509,2011,36.0,"0.227,302.50,","49.30,","17.60,",33.45,,,,,,,,,,,,,,,,
1510,2011,37.0,"0.210,301.28,","44.79,","11.09,",27.94,,,,,,,,,,,,,,,,
1511,2011,38.0,"0.194,299.55,","41.75,","9.69,",25.72,,,,,,,,,,,,,,,,
1512,2011,39.0,"0.177,297.20,","38.65,","13.71,",26.18,,,,,,,,,,,,,,,,
1513,2011,40.0,"0.162,294.39,","35.39,","20.37,",27.88,,,,,,,,,,,,,,,,
1514,2011,41.0,"0.149,291.84,","33.79,","20.60,",27.2,,,,,,,,,,,,,,,,
1515,2011,42.0,"0.135,289.21,","31.79,","20.25,",26.02,,,,,,,,,,,,,,,,
1516,2011,43.0,"0.123,286.65,","31.48,","22.27,",26.88,,,,,,,,,,,,,,,,
1517,2011,44.0,"0.115,284.13,","31.83,","19.23,",25.53,,,,,,,,,,,,,,,,
1518,2011,45.0,"0.108,282.05,","32.19,","18.25,",25.22,,,,,,,,,,,,,,,,
1519,2011,46.0,"0.100,279.84,","32.12,","20.83,",26.47,,,,,,,,,,,,,,,,
1520,2011,47.0,"0.091,276.91,","30.72,","27.07,",28.9,,,,,,,,,,,,,,,,
1521,2011,48.0,"0.082,274.59,","30.01,","28.77,",29.39,,,,,,,,,,,,,,,,
1522,2011,49.0,"0.075,271.74,","29.46,","32.97,",31.21,,,,,,,,,,,,,,,,
1523,2011,50.0,"0.068,268.88,","28.45,","37.36,",32.9,,,,,,,,,,,,,,,,
1524,2011,51.0,"0.063,265.71,","27.90,","43.56,",35.73,,,,,,,,,,,,,,,,
1525,2011,52.0,"0.059,262.99,","27.31,","49.42,",38.36,,,,,,,,,,,,,,,,
1526,2012,1.0,"0.057,261.39,","27.73,","53.19,",40.46,,,,,,,,,,,,,,,,
1527,2012,2.0,"0.057,260.83,","30.04,","53.74,",41.89,,,,,,,,,,,,,,,,
1528,2012,3.0,"0.057,260.40,","30.99,","55.14,",43.06,,,,,,,,,,,,,,,,
1529,2012,4.0,"0.058,261.23,","31.45,","54.43,",42.94,,,,,,,,,,,,,,,,
1530,2012,5.0,"0.059,262.08,","31.37,","54.22,",42.79,,,,,,,,,,,,,,,,
1531,2012,6.0,"0.058,263.48,","29.15,","55.50,",42.33,,,,,,,,,,,,,,,,
1532,2012,7.0,"0.058,264.68,","25.83,","58.97,",42.4,,,,,,,,,,,,,,,,
1533,2012,8.0,"0.059,266.90,","23.77,","58.86,",41.31,,,,,,,,,,,,,,,,
1534,2012,9.0,"0.063,270.43,","23.03,","55.35,",39.19,,,,,,,,,,,,,,,,
1535,2012,10.0,"0.072,274.18,","23.28,","50.72,",37.0,,,,,,,,,,,,,,,,
1536,2012,11.0,"0.083,278.48,","25.15,","42.62,",33.89,,,,,,,,,,,,,,,,
1537,2012,12.0,"0.097,283.20,","27.66,","32.62,",30.14,,,,,,,,,,,,,,,,
1538,2012,13.0,"0.113,287.48,","29.70,","24.17,",26.94,,,,,,,,,,,,,,,,
1539,2012,14.0,"0.130,291.06,","30.98,","17.89,",24.44,,,,,,,,,,,,,,,,
1540,2012,15.0,"0.151,294.06,","32.81,","13.06,",22.94,,,,,,,,,,,,,,,,
1541,2012,16.0,"0.176,297.00,","33.95,","7.17,",20.56,,,,,,,,,,,,,,,,
1542,2012,17.0,"0.201,299.37,","33.69,","5.42,",19.55,,,,,,,,,,,,,,,,
1543,2012,18.0,"0.224,301.00,","32.49,","6.35,",19.42,,,,,,,,,,,,,,,,
1544,2012,19.0,"0.244,301.90,","29.73,","11.50,",20.62,,,,,,,,,,,,,,,,
1545,2012,20.0,"0.262,302.11,","28.75,","20.56,",24.66,,,,,,,,,,,,,,,,
1546,2012,21.0,"0.280,301.84,","31.58,","32.45,",32.01,,,,,,,,,,,,,,,,
1547,2012,22.0,"0.302,304.10,","39.77,","21.50,",30.63,,,,,,,,,,,,,,,,
1548,2012,23.0,"0.315,304.72,","48.19,","20.68,",34.43,,,,,,,,,,,,,,,,
1549,2012,24.0,"0.320,305.40,","53.46,","19.29,",36.38,,,,,,,,,,,,,,,,
1550,2012,25.0,"0.318,306.16,","54.83,","19.10,",36.97,,,,,,,,,,,,,,,,
1551,2012,26.0,"0.311,306.90,","54.03,","18.83,",36.43,,,,,,,,,,,,,,,,
1552,2012,27.0,"0.295,307.11,","48.80,","21.14,",34.97,,,,,,,,,,,,,,,,
1553,2012,28.0,"0.284,307.55,","46.78,","19.60,",33.19,,,,,,,,,,,,,,,,
1554,2012,29.0,"0.273,307.74,","44.70,","18.16,",31.43,,,,,,,,,,,,,,,,
1555,2012,30.0,"0.261,307.88,","43.04,","15.98,",29.51,,,,,,,,,,,,,,,,
1556,2012,31.0,"0.247,307.62,","40.94,","16.23,",28.59,,,,,,,,,,,,,,,,
1557,2012,32.0,"0.236,307.06,","40.05,","16.92,",28.49,,,,,,,,,,,,,,,,
1558,2012,33.0,"0.229,306.07,","40.42,","20.29,",30.35,,,,,,,,,,,,,,,,
1559,2012,34.0,"0.227,305.07,","42.23,","22.59,",32.41,,,,,,,,,,,,,,,,
1560,2012,35.0,"0.225,304.19,","44.37,","20.09,",32.23,,,,,,,,,,,,,,,,
1561,2012,36.0,"0.219,303.51,","45.55,","11.49,",28.52,,,,,,,,,,,,,,,,
1562,2012,37.0,"0.209,302.54,","44.54,","5.95,",25.25,,,,,,,,,,,,,,,,
1563,2012,38.0,"0.196,301.22,","43.49,","3.71,",23.6,,,,,,,,,,,,,,,,
1564,2012,39.0,"0.187,299.54,","44.10,","3.01,",23.56,,,,,,,,,,,,,,,,
1565,2012,40.0,"0.179,297.75,","44.56,","2.27,",23.41,,,,,,,,,,,,,,,,
1566,2012,41.0,"0.171,295.48,","44.34,","2.06,",23.2,,,,,,,,,,,,,,,,
1567,2012,42.0,"0.165,292.88,","45.19,","2.22,",23.71,,,,,,,,,,,,,,,,
1568,2012,43.0,"0.161,290.29,","47.35,","2.96,",25.15,,,,,,,,,,,,,,,,
1569,2012,44.0,"0.155,287.23,","47.73,","3.40,",25.57,,,,,,,,,,,,,,,,
1570,2012,45.0,"0.147,284.41,","47.70,","5.90,",26.8,,,,,,,,,,,,,,,,
1571,2012,46.0,"0.137,281.63,","46.70,","11.71,",29.2,,,,,,,,,,,,,,,,
1572,2012,47.0,"0.120,277.90,","42.85,","22.30,",32.57,,,,,,,,,,,,,,,,
1573,2012,48.0,"0.103,273.90,","39.11,","32.21,",35.66,,,,,,,,,,,,,,,,
1574,2012,49.0,"0.093,270.83,","38.02,","37.33,",37.67,,,,,,,,,,,,,,,,
1575,2012,50.0,"0.086,268.87,","38.47,","37.63,",38.05,,,,,,,,,,,,,,,,
1576,2012,51.0,"0.083,268.13,","40.42,","34.24,",37.33,,,,,,,,,,,,,,,,
1577,2012,52.0,"0.080,267.48,","40.37,","33.17,",36.77,,,,,,,,,,,,,,,,
1578,2013,1.0,"0.074,266.82,","38.81,","34.23,",36.52,,,,,,,,,,,,,,,,
1579,2013,2.0,"0.070,266.47,","38.60,","34.15,",36.37,,,,,,,,,,,,,,,,
1580,2013,3.0,"0.070,266.48,","39.00,","34.77,",36.88,,,,,,,,,,,,,,,,
1581,2013,4.0,"0.074,267.53,","41.57,","33.45,",37.51,,,,,,,,,,,,,,,,
1582,2013,5.0,"0.081,269.47,","45.48,","29.21,",37.34,,,,,,,,,,,,,,,,
1583,2013,6.0,"0.093,272.51,","50.24,","23.67,",36.96,,,,,,,,,,,,,,,,
1584,2013,7.0,"0.113,276.09,","57.34,","17.60,",37.47,,,,,,,,,,,,,,,,
1585,2013,8.0,"0.133,278.43,","61.92,","16.58,",39.25,,,,,,,,,,,,,,,,
1586,2013,9.0,"0.154,280.27,","66.28,","17.90,",42.09,,,,,,,,,,,,,,,,
1587,2013,10.0,"0.175,282.45,","68.95,","18.61,",43.78,,,,,,,,,,,,,,,,
1588,2013,11.0,"0.189,284.15,","69.04,","18.93,",43.99,,,,,,,,,,,,,,,,
1589,2013,12.0,"0.203,286.11,","69.00,","19.30,",44.15,,,,,,,,,,,,,,,,
1590,2013,13.0,"0.214,287.83,","67.33,","22.39,",44.86,,,,,,,,,,,,,,,,
1591,2013,14.0,"0.232,289.94,","67.34,","23.35,",45.35,,,,,,,,,,,,,,,,
1592,2013,15.0,"0.261,293.15,","70.56,","17.54,",44.05,,,,,,,,,,,,,,,,
1593,2013,16.0,"0.292,296.10,","73.09,","11.62,",42.36,,,,,,,,,,,,,,,,
1594,2013,17.0,"0.314,298.67,","72.57,","8.41,",40.49,,,,,,,,,,,,,,,,
1595,2013,18.0,"0.327,300.70,","69.54,","7.42,",38.48,,,,,,,,,,,,,,,,
1596,2013,19.0,"0.327,302.23,","61.85,","8.92,",35.39,,,,,,,,,,,,,,,,
1597,2013,20.0,"0.324,303.47,","54.06,","10.60,",32.33,,,,,,,,,,,,,,,,
1598,2013,21.0,"0.316,303.58,","47.40,","17.83,",32.62,,,,,,,,,,,,,,,,
1599,2013,22.0,"0.310,303.66,","42.82,","23.83,",33.33,,,,,,,,,,,,,,,,
1600,2013,23.0,"0.306,304.17,","43.12,","23.93,",33.52,,,,,,,,,,,,,,,,
1601,2013,24.0,"0.301,304.61,","43.92,","24.47,",34.2,,,,,,,,,,,,,,,,
1602,2013,25.0,"0.297,304.93,","45.06,","27.88,",36.47,,,,,,,,,,,,,,,,
1603,2013,26.0,"0.292,305.05,","45.34,","32.14,",38.74,,,,,,,,,,,,,,,,
1604,2013,27.0,"0.288,305.28,","45.30,","34.24,",39.77,,,,,,,,,,,,,,,,
1605,2013,28.0,"0.280,305.53,","44.47,","33.51,",38.99,,,,,,,,,,,,,,,,
1606,2013,29.0,"0.268,305.53,","41.96,","33.67,",37.82,,,,,,,,,,,,,,,,
1607,2013,30.0,"0.256,305.76,","40.11,","30.83,",35.47,,,,,,,,,,,,,,,,
1608,2013,31.0,"0.242,306.02,","38.14,","27.53,",32.84,,,,,,,,,,,,,,,,
1609,2013,32.0,"0.227,305.93,","35.39,","25.37,",30.38,,,,,,,,,,,,,,,,
1610,2013,33.0,"0.212,304.85,","31.61,","30.02,",30.82,,,,,,,,,,,,,,,,
1611,2013,34.0,"0.198,303.08,","27.78,","39.19,",33.49,,,,,,,,,,,,,,,,
1612,2013,35.0,"0.185,300.82,","24.38,","49.37,",36.88,,,,,,,,,,,,,,,,
1613,2013,36.0,"0.172,298.38,","21.35,","55.93,",38.64,,,,,,,,,,,,,,,,
1614,2013,37.0,"0.162,296.17,","20.19,","60.53,",40.36,,,,,,,,,,,,,,,,
1615,2013,38.0,"0.155,294.11,","20.84,","65.39,",43.11,,,,,,,,,,,,,,,,
1616,2013,39.0,"0.152,292.21,","24.21,","66.65,",45.43,,,,,,,,,,,,,,,,
1617,2013,40.0,"0.151,290.56,","29.14,","60.58,",44.86,,,,,,,,,,,,,,,,
1618,2013,41.0,"0.154,289.32,","35.46,","45.94,",40.7,,,,,,,,,,,,,,,,
1619,2013,42.0,"0.158,288.28,","42.04,","28.55,",35.29,,,,,,,,,,,,,,,,
1620,2013,43.0,"0.160,287.22,","47.82,","17.40,",32.61,,,,,,,,,,,,,,,,
1621,2013,44.0,"0.163,286.06,","52.71,","6.50,",29.61,,,,,,,,,,,,,,,,
1622,2013,45.0,"0.168,284.82,","58.90,","3.36,",31.13,,,,,,,,,,,,,,,,
1623,2013,46.0,"0.172,282.66,","64.83,","6.29,",35.56,,,,,,,,,,,,,,,,
1624,2013,47.0,"0.179,280.95,","71.99,","7.10,",39.55,,,,,,,,,,,,,,,,
1625,2013,48.0,"0.184,279.47,","78.75,","6.60,",42.68,,,,,,,,,,,,,,,,
1626,2013,49.0,"0.186,278.52,","84.03,","5.34,",44.68,,,,,,,,,,,,,,,,
1627,2013,50.0,"0.184,277.95,","87.62,","3.65,",45.63,,,,,,,,,,,,,,,,
1628,2013,51.0,"0.177,277.53,","88.85,","2.33,",45.59,,,,,,,,,,,,,,,,
1629,2013,52.0,"0.168,277.24,","88.01,","1.93,",44.97,,,,,,,,,,,,,,,,
1630,2014,1.0,"0.157,276.80,","85.74,","2.12,",43.93,,,,,,,,,,,,,,,,
1631,2014,2.0,"0.141,276.03,","80.59,","2.97,",41.78,,,,,,,,,,,,,,,,
1632,2014,3.0,"0.122,274.97,","71.79,","5.74,",38.77,,,,,,,,,,,,,,,,
1633,2014,4.0,"0.104,274.17,","61.81,","9.77,",35.79,,,,,,,,,,,,,,,,
1634,2014,5.0,"0.098,274.25,","57.10,","11.61,",34.35,,,,,,,,,,,,,,,,
1635,2014,6.0,"0.104,275.26,","57.59,","13.18,",35.38,,,,,,,,,,,,,,,,
1636,2014,7.0,"0.122,277.36,","63.28,","12.87,",38.08,,,,,,,,,,,,,,,,
1637,2014,8.0,"0.150,280.36,","71.31,","9.79,",40.55,,,,,,,,,,,,,,,,
1638,2014,9.0,"0.181,283.23,","78.26,","7.10,",42.68,,,,,,,,,,,,,,,,
1639,2014,10.0,"0.210,285.74,","82.66,","6.22,",44.44,,,,,,,,,,,,,,,,
1640,2014,11.0,"0.236,287.90,","85.63,","4.23,",44.93,,,,,,,,,,,,,,,,
1641,2014,12.0,"0.260,289.91,","87.55,","3.52,",45.54,,,,,,,,,,,,,,,,
1642,2014,13.0,"0.279,291.66,","88.00,","5.03,",46.52,,,,,,,,,,,,,,,,
1643,2014,14.0,"0.296,293.26,","87.46,","7.28,",47.37,,,,,,,,,,,,,,,,
1644,2014,15.0,"0.310,294.55,","85.87,","10.65,",48.26,,,,,,,,,,,,,,,,
1645,2014,16.0,"0.323,295.74,","82.98,","14.53,",48.75,,,,,,,,,,,,,,,,
1646,2014,17.0,"0.333,296.88,","79.08,","20.89,",49.99,,,,,,,,,,,,,,,,
1647,2014,18.0,"0.340,297.95,","74.44,","26.59,",50.51,,,,,,,,,,,,,,,,
1648,2014,19.0,"0.343,298.86,","68.54,","35.18,",51.86,,,,,,,,,,,,,,,,
1649,2014,20.0,"0.342,299.55,","62.04,","42.50,",52.27,,,,,,,,,,,,,,,,
1650,2014,21.0,"0.339,300.23,","58.06,","45.79,",51.93,,,,,,,,,,,,,,,,
1651,2014,22.0,"0.333,300.81,","54.85,","47.57,",51.21,,,,,,,,,,,,,,,,
1652,2014,23.0,"0.330,301.37,","55.96,","46.93,",51.45,,,,,,,,,,,,,,,,
1653,2014,24.0,"0.327,301.86,","57.68,","47.40,",52.54,,,,,,,,,,,,,,,,
1654,2014,25.0,"0.320,302.55,","57.25,","47.94,",52.6,,,,,,,,,,,,,,,,
1655,2014,26.0,"0.311,303.47,","54.67,","45.16,",49.91,,,,,,,,,,,,,,,,
1656,2014,27.0,"0.301,304.36,","51.53,","41.53,",46.53,,,,,,,,,,,,,,,,
1657,2014,28.0,"0.288,305.08,","48.09,","36.99,",42.54,,,,,,,,,,,,,,,,
1658,2014,29.0,"0.274,305.89,","44.44,","30.89,",37.66,,,,,,,,,,,,,,,,
1659,2014,30.0,"0.260,306.66,","42.04,","23.88,",32.96,,,,,,,,,,,,,,,,
1660,2014,31.0,"0.248,306.96,","40.72,","20.41,",30.57,,,,,,,,,,,,,,,,
1661,2014,32.0,"0.239,306.91,","40.86,","17.89,",29.37,,,,,,,,,,,,,,,,
1662,2014,33.0,"0.230,306.38,","39.94,","18.22,",29.08,,,,,,,,,,,,,,,,
1663,2014,34.0,"0.219,305.50,","37.70,","19.52,",28.61,,,,,,,,,,,,,,,,
1664,2014,35.0,"0.210,304.31,","36.24,","19.23,",27.73,,,,,,,,,,,,,,,,
1665,2014,36.0,"0.203,302.78,","36.56,","16.18,",26.37,,,,,,,,,,,,,,,,
1666,2014,37.0,"0.196,301.08,","37.36,","13.97,",25.66,,,,,,,,,,,,,,,,
1667,2014,38.0,"0.189,299.23,","38.77,","13.76,",26.27,,,,,,,,,,,,,,,,
1668,2014,39.0,"0.185,296.98,","42.55,","16.48,",29.51,,,,,,,,,,,,,,,,
1669,2014,40.0,"0.185,294.43,","47.85,","20.21,",34.03,,,,,,,,,,,,,,,,
1670,2014,41.0,"0.184,291.57,","51.64,","23.59,",37.61,,,,,,,,,,,,,,,,
1671,2014,42.0,"0.178,288.67,","52.69,","25.51,",39.1,,,,,,,,,,,,,,,,
1672,2014,43.0,"0.172,286.40,","53.77,","24.42,",39.09,,,,,,,,,,,,,,,,
1673,2014,44.0,"0.164,284.06,","53.56,","19.97,",36.76,,,,,,,,,,,,,,,,
1674,2014,45.0,"0.154,281.93,","52.96,","18.97,",35.97,,,,,,,,,,,,,,,,
